drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"102522","56","ORAL","ADDED","02536447"
"102470","49","INTRAVENOUS","ADDED","02535882"
"102544","56","ORAL","ADDED","02536692"
"101975","70","TOPICAL","ADDED","02530570"
"102489","56","ORAL","ADDED","02536072"
"102507","49","INTRAVENOUS","ADDED","02536285"
"102462","56","ORAL","ADDED","02535793"
"102471","49","INTRAVENOUS","ADDED","02535890"
"102530","2","DISINFECTANT (Barn)","ADDED","02536544"
"102528","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02536528"
"102049","70","TOPICAL","ADDED","02531356"
"102486","49","INTRAVENOUS","ADDED","02536056"
"102474","65","SUBCUTANEOUS","ADDED","02535920"
"102525","56","ORAL","ADDED","02536471"
"102523","49","INTRAVENOUS","ADDED","02536455"
"102517","108","NASOGASTRIC","ADDED","02536390"
"102472","65","SUBCUTANEOUS","ADDED","02535904"
"102536","56","ORAL","ADDED","02536617"
"102482","56","ORAL","ADDED","02536005"
"102471","65","SUBCUTANEOUS","ADDED","02535890"
"102520","56","ORAL","ADDED","02536420"
"102519","56","ORAL","ADDED","02536412"
"102558","56","ORAL","ADDED","02536854"
"102504","56","ORAL","ADDED","02536250"
"102498","56","ORAL","ADDED","02536188"
"102528","94","DISINFECTANT (Institutional/Industrial)","ADDED","02536528"
"102542","56","ORAL","ADDED","02536676"
"102528","8","DISINFECTANT (Food Premises)","ADDED","02536528"
"102473","49","INTRAVENOUS","ADDED","02535912"
"102475","56","ORAL","ADDED","02535939"
"102549","56","ORAL","ADDED","02536730"
"102488","56","ORAL","ADDED","02536064"
"102546","40","INTRASPINAL","ADDED","02536714"
"102361","93","DISINFECTANT (Domestic)","ADDED","02534711"
"102466","56","ORAL","ADDED","02535831"
"102495","49","INTRAVENOUS","ADDED","02536145"
"102531","49","INTRAVENOUS","ADDED","02536552"
"102516","49","INTRAVENOUS","ADDED","02536382"
"102530","93","DISINFECTANT (Domestic)","ADDED","02536544"
"102492","65","SUBCUTANEOUS","ADDED","02536110"
"102543","56","ORAL","ADDED","02536684"
"102557","56","ORAL","ADDED","02536846"
"102267","70","TOPICAL","ADDED","02533707"
"102524","49","INTRAVENOUS","ADDED","02536463"
"102545","56","ORAL","ADDED","02536706"
"102538","56","ORAL","ADDED","02536625"
"102518","56","ORAL","ADDED","02536404"
"102502","56","ORAL","ADDED","02536234"
"102484","56","ORAL","ADDED","02536021"
"102509","105","TOPICAL (COMMERCIAL)","ADDED","02536307"
"102537","56","ORAL","ADDED","02536609"
"102528","2","DISINFECTANT (Barn)","ADDED","02536528"
"102548","56","ORAL","ADDED","02536722"
"102533","56","ORAL","ADDED","02536579"
"102490","65","SUBCUTANEOUS","ADDED","02536099"
"102521","56","ORAL","ADDED","02536439"
"102530","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02536544"
"102508","22","INTRAMUSCULAR","ADDED","02536293"
"102464","56","ORAL","ADDED","02535815"
"102550","56","ORAL","ADDED","02536749"
"102532","49","INTRAVENOUS","ADDED","02536560"
"102500","56","ORAL","ADDED","02536218"
"102540","56","ORAL","ADDED","02536641"
"102515","49","INTRAVENOUS","ADDED","02536374"
"102501","56","ORAL","ADDED","02536226"
"102518","108","NASOGASTRIC","ADDED","02536404"
"102494","70","TOPICAL","ADDED","02536129"
"102527","56","ORAL","ADDED","02536501"
"102534","56","ORAL","ADDED","02536587"
"102485","56","ORAL","ADDED","02536048"
"102499","56","ORAL","ADDED","02536196"
"102530","94","DISINFECTANT (Institutional/Industrial)","ADDED","02536544"
"102481","56","ORAL","ADDED","02535998"
"102470","22","INTRAMUSCULAR","ADDED","02535882"
"102530","8","DISINFECTANT (Food Premises)","ADDED","02536544"
"102491","65","SUBCUTANEOUS","ADDED","02536102"
"102473","65","SUBCUTANEOUS","ADDED","02535912"
"102539","56","ORAL","ADDED","02536633"
"102487","65","SUBCUTANEOUS","ADDED","02536080"
"102535","56","ORAL","ADDED","02536595"
"102503","56","ORAL","ADDED","02536242"
"102528","93","DISINFECTANT (Domestic)","ADDED","02536528"
"102526","56","ORAL","ADDED","02536498"
"102476","49","INTRAVENOUS","ADDED","02535947"
"102517","56","ORAL","ADDED","02536390"
"102493","56","ORAL","ADDED","02536137"
"102472","49","INTRAVENOUS","ADDED","02535904"
"102474","49","INTRAVENOUS","ADDED","02535920"
