drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"102542","85","TABLET","ADDED","02536676"
"3397","134","SOLUTION","ADDED","00392537"
"102523","134","SOLUTION","ADDED","02536455"
"102486","134","SOLUTION","ADDED","02536056"
"102487","134","SOLUTION","ADDED","02536080"
"102504","85","TABLET","ADDED","02536250"
"102516","56","POWDER FOR SOLUTION","ADDED","02536382"
"102520","85","TABLET","ADDED","02536420"
"102473","134","SOLUTION","ADDED","02535912"
"102501","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02536226"
"102049","59","SHAMPOO","ADDED","02531356"
"101975","36","LOTION","ADDED","02530570"
"102525","85","TABLET","ADDED","02536471"
"102536","85","TABLET","ADDED","02536617"
"102540","82","SYRUP","ADDED","02536641"
"102482","75","TABLET (EXTENDED-RELEASE)","ADDED","02536005"
"102500","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02536218"
"102534","109","TABLET (DELAYED-RELEASE)","ADDED","02536587"
"102361","98","SPRAY","ADDED","02534711"
"102509","134","SOLUTION","ADDED","02536307"
"3397","34","LIQUID","REMOVED","00392537"
"102530","98","SPRAY","ADDED","02536544"
"102470","134","SOLUTION","ADDED","02535882"
"102462","126","POWDER FOR SUSPENSION","ADDED","02535793"
"102494","43","OINTMENT","ADDED","02536129"
"102472","134","SOLUTION","ADDED","02535904"
"102503","85","TABLET","ADDED","02536242"
"102535","85","TABLET","ADDED","02536595"
"102489","85","TABLET","ADDED","02536072"
"102526","85","TABLET","ADDED","02536498"
"102474","134","SOLUTION","ADDED","02535920"
"102530","134","SOLUTION","ADDED","02536544"
"102539","85","TABLET","ADDED","02536633"
"102507","134","SOLUTION","ADDED","02536285"
"102515","56","POWDER FOR SOLUTION","ADDED","02536374"
"102522","85","TABLET","ADDED","02536447"
"102476","134","SOLUTION","ADDED","02535947"
"102544","85","TABLET","ADDED","02536692"
"102471","134","SOLUTION","ADDED","02535890"
"102517","137","CAPSULE (DELAYED RELEASE)","ADDED","02536390"
"102481","75","TABLET (EXTENDED-RELEASE)","ADDED","02535998"
"102532","134","SOLUTION","ADDED","02536560"
"102490","134","SOLUTION","ADDED","02536099"
"102485","85","TABLET","ADDED","02536048"
"102498","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02536188"
"3595","134","SOLUTION","ADDED","00392731"
"102493","109","TABLET (DELAYED-RELEASE)","ADDED","02536137"
"102527","85","TABLET","ADDED","02536501"
"102267","36","LOTION","ADDED","02533707"
"102550","85","TABLET","ADDED","02536749"
"102492","134","SOLUTION","ADDED","02536110"
"102464","126","POWDER FOR SUSPENSION","ADDED","02535815"
"102537","85","TABLET","ADDED","02536609"
"102531","134","SOLUTION","ADDED","02536552"
"3595","34","LIQUID","REMOVED","00392731"
"102484","85","TABLET","ADDED","02536021"
"102521","85","TABLET","ADDED","02536439"
"102524","134","SOLUTION","ADDED","02536463"
"102548","85","TABLET","ADDED","02536722"
"102491","134","SOLUTION","ADDED","02536102"
"102533","75","TABLET (EXTENDED-RELEASE)","ADDED","02536579"
"102528","98","SPRAY","ADDED","02536528"
"102545","85","TABLET","ADDED","02536706"
"102502","85","TABLET","ADDED","02536234"
"102557","5","CAPSULE","ADDED","02536846"
"102495","134","SOLUTION","ADDED","02536145"
"102538","85","TABLET","ADDED","02536625"
"102518","137","CAPSULE (DELAYED RELEASE)","ADDED","02536404"
"102543","85","TABLET","ADDED","02536684"
"102546","134","SOLUTION","ADDED","02536714"
"102466","151","TABLET (CHEWABLE)","ADDED","02535831"
"102528","134","SOLUTION","ADDED","02536528"
"102488","85","TABLET","ADDED","02536064"
"102549","85","TABLET","ADDED","02536730"
"102475","85","TABLET","ADDED","02535939"
"102508","134","SOLUTION","ADDED","02536293"
"102519","5","CAPSULE","ADDED","02536412"
"102558","5","CAPSULE","ADDED","02536854"
"102499","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02536196"
