drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"82152","active","active","02335948","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"93851","active","active","02452073","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"93854","active","active","02452111","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"76530","active","active","02279703","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"97699","active","active","02486822","PHEBRA PTY LTD","VPI PHARMACEUTICALS INC"
"50217","active","active","02230939","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"65250","active","active","02241593","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"65249","active","active","02241592","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"77454","active","active","02289164","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"99943","active","active","02510197","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"82084","active","active","02335239","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"69764","active","active","02245664","APOTEX INC","AA PHARMA INC"
"69763","active","active","02245663","APOTEX INC","AA PHARMA INC"
"84045","active","active","02355191","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"84046","active","active","02355205","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"84048","active","active","02355221","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"84236","active","active","02357232","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"79278","active","active","02307111","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"83190","active","active","02346451","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"99492","active","active","02505541","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"99493","active","active","02505568","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"76673","active","active","02281066","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"99944","active","active","02510200","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"98404","active","active","02494027","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"98380","active","active","02493802","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"92426","active","active","02439875","ABBVIE CORPORATION","SKINMEDICA, AN ALLERGAN COMPANY"
"92417","active","active","02439867","ABBVIE CORPORATION","SKINMEDICA, AN ALLERGAN COMPANY"
"95012","active","active","02462362","STERIMAX INC","VPI PHARMACEUTICALS INC"
"100054","active","active","02511320","HALEON CANADA ULC","THE BUCKLEY'S COMPANY"
"89275","inactive","inactive","02408066","MALLINCKRODT HOSPITAL PRODUCTS INC.","MALLINCKRODT HOSPITAL PRODUCTS INC"
"93852","active","dormant","02452081","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"93853","active","dormant","02452103","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"102594","approved","approved","02537206","SANOFI PASTEUR LIMITED","ASTRAZENECA CANADA INC"
"102595","approved","approved","02537214","SANOFI PASTEUR LIMITED","ASTRAZENECA CANADA INC"
