drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"102409","9674","REMOVED","approved",NA,NA,NA,"02535238"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"103117","7152","Changed","approved","CETYLPYRIDINIUM CHLORIDE","0.075","%","02542617"
"103553","12048","ADDED","approved","OCTISALATE","3.4","%","02546868"
"103494","23928","ADDED","approved","INSULIN ICODEC","2100","UNIT","02546221"
"103450","20570","ADDED","approved","DENOSUMAB","120","MG","02545764"
"103553","6850","ADDED","approved","BENZOYL PEROXIDE","2.5","%","02546868"
"103477","11323","ADDED","approved","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","100","MG","02546043"
"103503","10021","ADDED","approved","CITRIC ACID","4.5","%","02546329"
"103478","197","ADDED","approved","BENZALKONIUM CHLORIDE","1.48","%","02546051"
"102409","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02535238"
"103478","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.555","%","02546051"
"103490","10010","ADDED","approved","NEOSTIGMINE METHYLSULFATE","1","MG","02546183"
"103510","2370","ADDED","approved","CARBIDOPA","25","MG","02546418"
"103483","1926","ADDED","approved","DILTIAZEM HYDROCHLORIDE","300","MG","02546116"
"103510","4068","ADDED","approved","LEVODOPA","100","MG","02546418"
"103553","2280","ADDED","approved","OCTOCRYLENE","4.4","%","02546868"
"103493","23928","ADDED","approved","INSULIN ICODEC","1050","UNIT","02546213"
"103491","10010","ADDED","approved","NEOSTIGMINE METHYLSULFATE","2.5","MG","02546191"
"103546","10021","ADDED","approved","CITRIC ACID","4.5","%","02546787"
"103482","1926","ADDED","approved","DILTIAZEM HYDROCHLORIDE","240","MG","02546108"
"103526","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","17.5","MG","02546582"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"94548","10235","Changed","approved","CHOLESTYRAMINE RESIN","4","G","02458373"
"103502","22863","ADDED","approved","ATEZOLIZUMAB","125","MG","02546310"
"103522","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","7.5","MG","02546531"
"103518","7554","ADDED","approved","PROGESTERONE","100","MG","02546493"
"103471","11086","ADDED","approved","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","20","MG","02546000"
"101727","20387","ADDED","approved","RIVAROXABAN","15","MG","02528002"
"103529","5900","ADDED","approved","METHOTREXATE (METHOTREXATE SODIUM)","25","MG","02546612"
