tm_code,tm_formal_name,changes
"8001069","oxtriphylline","DELETED"
"8001036","conjugated estrogens and medroxyprogesterone","DELETED"
"8001035","acetaminophen and guaifenesin and phenylephrine","DELETED"
NA,"ethambutol","ADDED"
NA,"ledipasvir and sofosbuvir","ADDED"
NA,"zidovudine","ADDED"
NA,"ganciclovir","ADDED"
NA,"darunavir","ADDED"
"8000021","conjugated estrogens","tm_status_effective_time: ""19631231"" -> ""19941231"""
"8000836","prazosin","tm_status_effective_time: ""19831231"" -> ""19901231"""
NA,"adefovir","ADDED"
NA,"norfloxacin","ADDED"
NA,"ceftriaxone","ADDED"
NA,"etravirine","ADDED"
NA,"piperacillin","ADDED"
NA,"acetaminophen and diphenhydramine","ADDED"
NA,"efavirenz and emtricitabine and tenofovir disoproxil","ADDED"
"8001150","metformin and rosiglitazone","DELETED"
"8000115","glyburide","tm_status_effective_time: ""19861231"" -> ""19911231"""
NA,"dapsone","ADDED"
NA,"itraconazole","ADDED"
NA,"acetaminophen and diphenhydramine and phenylephrine","ADDED"
NA,"diphenhydramine","ADDED"
NA,"inosine pranobex","ADDED"
NA,"abacavir","ADDED"
"8001159","triamcinolone diacetate","DELETED"
"8000127","fentanyl","tm_status_effective_time: ""19891231"" -> ""20000210"""
NA,"tigecycline","ADDED"
NA,"micafungin","ADDED"
NA,"aztreonam","ADDED"
NA,"didanosine","ADDED"
NA,"penicillin g benzathine","ADDED"
"8000814","metronidazole and nystatin","tm_status_effective_time: ""19761231"" -> ""19791231"""
NA,"maraviroc","ADDED"
"8000793","triamcinolone hexacetonide","DELETED"
NA,"daclatasvir","ADDED"
NA,"lamivudine","ADDED"
NA,"simeprevir","ADDED"
NA,"spiramycin","ADDED"
NA,"meropenem","ADDED"
NA,"emtricitabine and tenofovir disoproxil","ADDED"
NA,"rilpivirine","ADDED"
"8000084","haloperidol","tm_status_effective_time: ""19801231"" -> ""19841231"""
NA,"ketoconazole","ADDED"
NA,"emtricitabine and rilpivirine and tenofovir alafenamide","ADDED"
NA,"abacavir and lamivudine and zidovudine","ADDED"
"8001042","hydrochlorothiazide and methyldopa","DELETED"
NA,"lamivudine and zidovudine","ADDED"
NA,"raltegravir","ADDED"
NA,"tipranavir","ADDED"
"8001030","framycetin","DELETED"
NA,"raltitrexed","ADDED"
NA,"cefepime","ADDED"
NA,"cefotaxime","ADDED"
NA,"caspofungin","ADDED"
NA,"tenofovir alafenamide","ADDED"
"8000221","valproic acid","tm_status_effective_time: ""19951231"" -> ""19961213"""
NA,"amikacin","ADDED"
NA,"nelfinavir","ADDED"
"8001094","theophylline","tm_status_effective_time: ""19791231"" -> ""19851231"""
"8000396","galantamine","tm_status_effective_time: ""20050429"" -> ""20101112"""
"8001033","doxylamine","DELETED"
NA,"gentamicin","ADDED"
NA,"nevirapine","ADDED"
NA,"entecavir","ADDED"
"8000173","fluticasone","tm_status_effective_time: ""19930312"" -> ""19980402"""
NA,"daptomycin","ADDED"
NA,"emtricitabine and tenofovir alafenamide","ADDED"
"8000315","bimatoprost","tm_status_effective_time: ""20020524"" -> ""20090616"""
NA,"rifabutin","ADDED"
"8000064","penicillin v","tm_status_effective_time: ""19771231"" -> ""19851231"""
"8000037","erythromycin","tm_status_effective_time: ""19701231"" -> ""19731231"""
NA,"saquinavir","ADDED"
NA,"abacavir and lamivudine","ADDED"
NA,"efavirenz","ADDED"
"8000135","clonidine","tm_status_effective_time: ""19901231"" -> ""19931231"""
NA,"streptomycin","ADDED"
"8001113","irinotecan","tm_status_effective_time: ""19970827"" -> ""20060201"""
"8000086","propranolol","tm_status_effective_time: ""19801231"" -> ""19811231"""
NA,"diphenhydramine and ibuprofen","ADDED"
NA,"famciclovir","ADDED"
NA,"rifampin","ADDED"
NA,"stavudine","ADDED"
NA,"diphenhydramine and phenylephrine","ADDED"
"8000130","metoclopramide","tm_status_effective_time: ""19891231"" -> ""19951231"""
"8000046","allopurinol","tm_status_effective_time: ""19741231"" -> ""19811231"""
NA,"elbasvir and grazoprevir","ADDED"
"8001146","sulfamethoxazole","DELETED"
NA,"dolutegravir","ADDED"
NA,"cefazolin","ADDED"
NA,"ritonavir","ADDED"
NA,"abacavir and dolutegravir and lamivudine","ADDED"
"8000091","flurazepam","tm_status_effective_time: ""19811231"" -> ""19821231"""
NA,"loperamide","ADDED"
"8000137","dexamethasone sodium phosphate","DELETED"
NA,"telavancin","ADDED"
NA,"tenofovir disoproxil","ADDED"
NA,"pyrazinamide","ADDED"
NA,"anidulafungin","ADDED"
NA,"colistin","ADDED"
NA,"ceftazidime","ADDED"
"8000796","benzalkonium","tm_status_effective_time: ""19511231"" -> ""19801104"""
"8000183","mesalazine","tm_status_effective_time: ""19921231"" -> ""19931231"""
NA,"ertapenem","ADDED"
NA,"emtricitabine and rilpivirine and tenofovir disoproxil","ADDED"
NA,"fosamprenavir","ADDED"
"8000024","amitriptyline","tm_status_effective_time: ""19651231"" -> ""19751231"""
NA,"diphenhydramine and naproxen","ADDED"
NA,"atazanavir","ADDED"
NA,"betamethasone valerate and gentamicin","ADDED"
NA,"ombitasvir and paritaprevir and ritonavir","ADDED"
NA,"cefoxitin","ADDED"
