mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00363014","PROCTOFOAM HC (acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale) DUCHESNAY INC","acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale","hydrocortisone et pramoxine","mp_fr_description: ""PROCTOFOAM HC (acétate d'hydrocortisone 1 % et chlorhydrate de pramoxime 1 % mousse rectale) DUCHESNAY INC"" -> ""PROCTOFOAM HC (acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale) DUCHESNAY INC""
ntp_fr_description: ""acétate d'hydrocortisone 1 % et chlorhydrate de pramoxime 1 % mousse rectale"" -> ""acétate d'hydrocortisone 1 % et chlorhydrate de pramoxine 1 % mousse rectale""
tm_fr_description: ""hydrocortisone et pramoxime"" -> ""hydrocortisone et pramoxine"""
"00451207","TIMOPTIC (timolol (maléate de timolol) 0,5 % gouttes ophtalmiques) ELVIUM LIFE SCIENCES","timolol (maléate de timolol) 0,5 % gouttes ophtalmiques","timolol","mp_fr_description: ""TIMOPTIC (timolol (maléate de timolol) 0,5 % gouttes ophtalmiques) PURDUE PHARMA"" -> ""TIMOPTIC (timolol (maléate de timolol) 0,5 % gouttes ophtalmiques) ELVIUM LIFE SCIENCES"""
"00476242","ANUGESIC-HC SUPPOSITORIES (acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire","hydrocortisone et pramoxine et sulfate de zinc","mp_fr_description: ""ANUGESIC-HC SUPPOSITORIES (acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxime 20 mg et sulfate de zinc 10 mg suppositoire) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""ANUGESIC-HC SUPPOSITORIES (acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC""
ntp_fr_description: ""acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxime 20 mg et sulfate de zinc 10 mg suppositoire"" -> ""acétate d'hydrocortisone 10 mg et chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire""
tm_fr_description: ""hydrocortisone et pramoxime et sulfate de zinc"" -> ""hydrocortisone et pramoxine et sulfate de zinc"""
"00505781","ANUGESIC-HC OINTMENT (acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale","hydrocortisone et pramoxine et sulfate de zinc","mp_fr_description: ""ANUGESIC-HC OINTMENT (acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxime 1 % et sulfate de zinc 0,5 % pommade rectale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"" -> ""ANUGESIC-HC OINTMENT (acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC""
ntp_fr_description: ""acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxime 1 % et sulfate de zinc 0,5 % pommade rectale"" -> ""acétate d'hydrocortisone 0,5 % et chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale""
tm_fr_description: ""hydrocortisone et pramoxime et sulfate de zinc"" -> ""hydrocortisone et pramoxine et sulfate de zinc"""
"00770957","PRAMOX HC CREAM (hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % crème cutanée) DERMTEK PHARMA INC","hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % crème cutanée","hydrocortisone et pramoxine","mp_fr_description: ""PRAMOX HC CREAM (hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxime 1 % crème cutanée) DERMTEK PHARMA INC"" -> ""PRAMOX HC CREAM (hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % crème cutanée) DERMTEK PHARMA INC""
ntp_fr_description: ""hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxime 1 % crème cutanée"" -> ""hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % crème cutanée""
tm_fr_description: ""hydrocortisone et pramoxime"" -> ""hydrocortisone et pramoxine"""
"01926683","CERUBIDINE (daunorubicine (chlorhydrate de daunorubicine) 20 mg par fiole poudre pour solution injectable) ERFA CANADA 2012 INC","daunorubicine (chlorhydrate de daunorubicine) 20 mg par fiole poudre pour solution injectable","daunorubicine","mp_fr_description: ""CERUBIDINE 20MG/VIAL (daunorubicine (chlorhydrate de daunorubicine) 20 mg par fiole poudre pour solution injectable) ERFA CANADA 2012 INC"" -> ""CERUBIDINE (daunorubicine (chlorhydrate de daunorubicine) 20 mg par fiole poudre pour solution injectable) ERFA CANADA 2012 INC"""
"01945904","ANUSOL PLUS SUPPOSITORIES (chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) CHURCH & DWIGHT CANADA CORP","chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire","pramoxine et sulfate de zinc","mp_fr_description: ""ANUSOL PLUS SUPPOSITORIES (chlorhydrate de pramoxime 20 mg et sulfate de zinc 10 mg suppositoire) CHURCH & DWIGHT CANADA CORP"" -> ""ANUSOL PLUS SUPPOSITORIES (chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire) CHURCH & DWIGHT CANADA CORP""
ntp_fr_description: ""chlorhydrate de pramoxime 20 mg et sulfate de zinc 10 mg suppositoire"" -> ""chlorhydrate de pramoxine 20 mg et sulfate de zinc 10 mg suppositoire""
tm_fr_description: ""pramoxime et sulfate de zinc"" -> ""pramoxine et sulfate de zinc"""
"01945912","ANUSOL PLUS OINTMENT (chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) CHURCH & DWIGHT CANADA CORP","chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale","pramoxine et sulfate de zinc","mp_fr_description: ""ANUSOL PLUS OINTMENT (chlorhydrate de pramoxime 1 % et sulfate de zinc 0,5 % pommade rectale) CHURCH & DWIGHT CANADA CORP"" -> ""ANUSOL PLUS OINTMENT (chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale) CHURCH & DWIGHT CANADA CORP""
ntp_fr_description: ""chlorhydrate de pramoxime 1 % et sulfate de zinc 0,5 % pommade rectale"" -> ""chlorhydrate de pramoxine 1 % et sulfate de zinc 0,5 % pommade rectale""
tm_fr_description: ""pramoxime et sulfate de zinc"" -> ""pramoxine et sulfate de zinc"""
"01954210","PRAMOX HC LOTION (hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % lotion) DERMTEK PHARMA INC","hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % lotion","hydrocortisone et pramoxine","mp_fr_description: ""PRAMOX HC LOTION (hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxime 1 % lotion) DERMTEK PHARMA INC"" -> ""PRAMOX HC LOTION (hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % lotion) DERMTEK PHARMA INC""
ntp_fr_description: ""hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxime 1 % lotion"" -> ""hydrocortisone (acétate d'hydrocortisone) 1 % et chlorhydrate de pramoxine 1 % lotion""
tm_fr_description: ""hydrocortisone et pramoxime"" -> ""hydrocortisone et pramoxine"""
"01984837","BONEFOS (clodronate disodique (clodronate disodique tetrahydraté) 300 mg par 5 mL solution injectable ampoule) BAYER INC","clodronate disodique 300 mg par 5 mL solution injectable ampoule","clodronate","mp_fr_description: ""BONEFOS (clodronate disodique (clodronate disodique tetrahydrate) 300 mg par 5 mL solution injectable ampoule) BAYER INC"" -> ""BONEFOS (clodronate disodique (clodronate disodique tetrahydraté) 300 mg par 5 mL solution injectable ampoule) BAYER INC"""
