drug_code,mp_code,mp_formal_name,mp_fr_description,changes
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2426,00370991,AMITRIPTYLINE-10 (amitriptyline hydrochloride 10 mg oral tablet) PRO DOC LIMITEE,AMITRIPTYLINE-10 (chlorhydrate d'amitriptyline 10 mg comprimé oral) PRO DOC LIMITEE,DELETED
2427,00371009,AMITRIPTYLINE-25 (amitriptyline hydrochloride 25 mg oral tablet) PRO DOC LIMITEE,AMITRIPTYLINE-25 (chlorhydrate d'amitriptyline 25 mg comprimé oral) PRO DOC LIMITEE,DELETED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3141,00456349,AMITRIPTYLINE-50 (amitriptyline hydrochloride 50 mg oral tablet) PRO DOC LIMITEE,AMITRIPTYLINE-50 (chlorhydrate d'amitriptyline 50 mg comprimé oral) PRO DOC LIMITEE,DELETED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
5156,00568627,VISKAZIDE (hydrochlorothiazide 25 mg and pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,VISKAZIDE (hydrochlorothiazide 25 mg et pindolol 10 mg comprimé oral) XEDITON PHARMACEUTICALS INC,DELETED
5157,00568635,VISKAZIDE (hydrochlorothiazide 50 mg and pindolol 10 mg oral tablet) XEDITON PHARMACEUTICALS INC,VISKAZIDE (hydrochlorothiazide 50 mg et pindolol 10 mg comprimé oral) XEDITON PHARMACEUTICALS INC,DELETED
5722,00584339,PMS-METRONIDAZOLE 250MG/TAB (metronidazole 250 mg oral tablet) PHARMASCIENCE INC,PMS-METRONIDAZOLE 250MG/TAB (métronidazole 250 mg comprimé oral) PHARMASCIENCE INC,"mp_status_effective_time: ""20170825"" -> ""20250704"""
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) VANTIVE ULC,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) VANTIVE ULC",ADDED
8350,00261971,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
9910,00783137,PMS-METRONIDAZOLE (metronidazole 500 mg oral capsule) PHARMASCIENCE INC,PMS-METRONIDAZOLE (métronidazole 500 mg capsule orale) PHARMASCIENCE INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20250704"" -> ""19891231"""
9940,00782491,AA-VERAP (verapamil hydrochloride 120 mg oral tablet) AA PHARMA INC,AA-VERAP (chlorhydrate de vérapamil 120 mg comprimé oral) AA PHARMA INC,"Health_Canada_product_name: ""APO-VERAP TABLET 120MG"" -> ""AA-VERAP""
mp_formal_name: ""AP̲O̲-̲V̲E̲R̲A̲P̲ ̲T̲A̲B̲L̲E̲T̲ ̲1̲2̲0̲M̲G̲ (verapamil hydrochloride 120 mg oral tablet) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲V̲E̲R̲A̲P̲ (verapamil hydrochloride 120 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC""
mp_fr_description: ""AP̲O̲-̲V̲E̲R̲A̲P̲ ̲T̲A̲B̲L̲E̲T̲ ̲1̲2̲0̲M̲G̲ (chlorhydrate de vérapamil 120 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲V̲E̲R̲A̲P̲ (chlorhydrate de vérapamil 120 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
10034,00782483,AA-VERAP (verapamil hydrochloride 80 mg oral tablet) AA PHARMA INC,AA-VERAP (chlorhydrate de vérapamil 80 mg comprimé oral) AA PHARMA INC,"Health_Canada_product_name: ""APO-VERAP TAB 80MG"" -> ""AA-VERAP""
mp_formal_name: ""AP̲O̲-̲V̲E̲R̲A̲P̲ ̲T̲A̲B̲ ̲8̲0̲M̲G̲ (verapamil hydrochloride 80 mg oral tablet) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲V̲E̲R̲A̲P̲ (verapamil hydrochloride 80 mg oral tablet) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC""
mp_fr_description: ""AP̲O̲-̲V̲E̲R̲A̲P̲ ̲T̲A̲B̲ ̲8̲0̲M̲G̲ (chlorhydrate de vérapamil 80 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲V̲E̲R̲A̲P̲ (chlorhydrate de vérapamil 80 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
