drug_code,mp_code,mp_formal_name,changes
13990,02031116,LAMISIL (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC,DELETED
14496,01994042,HENRY SCHEIN ANTIMICROBIAL SKIN CLEANSER (chlorhexidine gluconate 4 % cutaneous gel) ABJ CUSTOM PACKAGING,"mp_status_effective_time: ""20210910"" -> ""20250730"""
14588,02048701,PMS-CLONAZEPAM (clonazepam 0.5 mg oral tablet) PHARMASCIENCE INC,DELETED
19449,02091453,DEQUADIN ORAL PAINT (dequalinium chloride 0.5 % oromucosal solution) PHARMASCIENCE INC,DELETED
19933,02216140,PMS-LITHIUM CARBONATE - CAP 300MG (lithium carbonate 300 mg oral capsule) PHARMASCIENCE INC,DELETED
20187,02172569,DOM-METOPROLOL-B TAB 100MG (metoprolol tartrate 100 mg oral tablet) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
20188,02172550,DOM-METOPROLOL-B - TAB 50MG (metoprolol tartrate 50 mg oral tablet) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
23260,01964968,PMS-DEXAMETHASONE (dexamethasone 0.75 mg oral tablet) PHARMASCIENCE INC,DELETED
30739,02125145,DOM-NYSTATIN SUSPENSION (nystatin 100000 unit per mL oral suspension) DOMINION PHARMACAL,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19980805"" -> ""20250530"""
38260,00703486,PMS-LACTULOSE SYR 667MG/ML (lactulose 667 mg per mL oral solution) PHARMASCIENCE INC,DELETED
43371,02223562,PMS-METFORMIN - TAB 500MG (metformin hydrochloride 500 mg oral tablet) PHARMASCIENCE INC,DELETED
48977,02230245,PMS-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) PHARMASCIENCE INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""20021004"" -> ""20250421"""
50443,02231136,PMS-IPRATROPIUM (ipratropium bromide 250 mcg per mL nebulizer solution 20 mL bottle) PHARMASCIENCE INC,DELETED
51348,02231895,METHYLPREDNISOLONE SODIUM SUCCINATE FOR INJECTION (methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial powder for solution for injection) TEVA CANADA LIMITED,"mp_status_effective_time: ""20211117"" -> ""20250731"""
51742,02232297,CHILDREN'S ADVIL (ibuprofen 100 mg per 5 mL oral suspension) HALEON CANADA ULC,"mp_formal_name: ""CHILDREN'S ADVIL (ibuprofen 100 mg per 5 mL oral suspension) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""CHILDREN'S ADVIL (ibuprofen 100 mg per 5 mL oral suspension) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
61431,02238047,DOM-PINDOLOL (pindolol 15 mg oral tablet) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
62206,02238770,DOM-TIMOLOL (timolol (timolol maleate) 0.25 % ophthalmic drops) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
62207,02238771,DOM-TIMOLOL (timolol (timolol maleate) 0.5 % ophthalmic drops) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
62616,02239160,ZINCOFAX EXTRA STRENGTH (white petrolatum 47 % and zinc oxide 40 % cutaneous ointment) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""ZINCOFAX EXTRA STRENGTH (white petrolatum 47 % and zinc oxide 40 % cutaneous ointment) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""ZINCOFAX EXTRA STRENGTH (white petrolatum 47 % and zinc oxide 40 % cutaneous ointment) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
62617,02239162,ZINCOFAX (white petrolatum 69 % and zinc oxide 15 % cutaneous ointment) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""ZINCOFAX (white petrolatum 69 % and zinc oxide 15 % cutaneous ointment) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""ZINCOFAX (white petrolatum 69 % and zinc oxide 15 % cutaneous ointment) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
63861,02240321,DOM-VERAPAMIL SR 240MG TABLETS (verapamil hydrochloride 240 mg prolonged-release oral tablet) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
64837,02241229,METHYLPREDNISOLONE SODIUM SUCCINATE FOR INJECTION (methylprednisolone (methylprednisolone sodium succinate) 1 g per vial powder for solution for injection) TEVA CANADA LIMITED,"mp_status_effective_time: ""20211117"" -> ""20250730"""
64895,02241285,DOM-OXYBUTYNIN 5 MG TABLETS (oxybutynin chloride 5 mg oral tablet) DOMINION PHARMACAL,"mp_status_effective_time: ""20170803"" -> ""20250530"""
66270,02242522,ADVIL PEDIATRIC DROPS (ibuprofen 40 mg per mL oral drops) HALEON CANADA ULC,"mp_formal_name: ""ADVIL PEDIATRIC DROPS (ibuprofen 40 mg per mL oral drops) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL PEDIATRIC DROPS (ibuprofen 40 mg per mL oral drops) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC""
mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""20001023"" -> ""20250821"""
