mp_code,mp_formal_name,mp_fr_description,changes
"00000809","ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) ALCON CANADA INC","ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC","mp_formal_name: ""ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC"""
"00000817","ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) ALCON CANADA INC","ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC","mp_formal_name: ""ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC"""
"00365351","VASELINE ORIGINAL PETROLEUM JELLY (white petrolatum 100 % cutaneous ointment) UNILEVER CANADA","VASELINE ORIGINAL PETROLEUM JELLY (pétrolatum blanc 100 % pommade cutanée) UNILEVER CANADA","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19511231"" -> ""20161011"""
"00397431","LOPRESOR 100MG (metoprolol tartrate 100 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","LOPRESOR 100MG (tartrate de métoprolol 100 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19771231"" -> ""20191022"""
"00481408","NAPHCON A (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) ALCON CANADA INC","NAPHCON A (chlorhydrate de naphazoline 0,025 % et maléate de phéniramine 0,3 % gouttes ophtalmiques) ALCON CANADA INC","mp_formal_name: ""NAPHCON A (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NAPHCON A (naphazoline hydrochloride 0.025 % and pheniramine maleate 0.3 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""NAPHCON A (chlorhydrate de naphazoline 0,025 % et maléate de phéniramine 0,3 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""NAPHCON A (chlorhydrate de naphazoline 0,025 % et maléate de phéniramine 0,3 % gouttes ophtalmiques) ALCON CANADA INC"""
"00596418","EPIVAL (valproic acid (divalproex sodium) 125 mg gastro-resistant tablet) BGP PHARMA ULC","EPIVAL (acide valproïque (divalproex sodique) 125 mg comprimé gastrorésistant) BGP PHARMA ULC","mp_fr_description: ""EPIVAL (acide valproïque (divalproex) 125 mg comprimé gastrorésistant) BGP PHARMA ULC"" -> ""EPIVAL (acide valproïque (divalproex sodique) 125 mg comprimé gastrorésistant) BGP PHARMA ULC"""
"00596426","EPIVAL (valproic acid (divalproex sodium) 250 mg gastro-resistant tablet) BGP PHARMA ULC","EPIVAL (acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant) BGP PHARMA ULC","mp_fr_description: ""EPIVAL (acide valproïque (divalproex) 250 mg comprimé gastrorésistant) BGP PHARMA ULC"" -> ""EPIVAL (acide valproïque (divalproex sodique) 250 mg comprimé gastrorésistant) BGP PHARMA ULC"""
"00596434","EPIVAL (valproic acid (divalproex sodium) 500 mg gastro-resistant tablet) BGP PHARMA ULC","EPIVAL (acide valproïque (divalproex sodique) 500 mg comprimé gastrorésistant) BGP PHARMA ULC","mp_fr_description: ""EPIVAL (acide valproïque (divalproex) 500 mg comprimé gastrorésistant) BGP PHARMA ULC"" -> ""EPIVAL (acide valproïque (divalproex sodique) 500 mg comprimé gastrorésistant) BGP PHARMA ULC"""
"00644331","PRO-AMOX-250 (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PRO DOC LIMITEE","PRO-AMOX-250 (amoxicilline (trihydrate d'amoxicilline) 250 mg par 5 mL suspension orale) PRO DOC LIMITEE","Health_Canada_product_name: ""PRO-AMOX-250 ORL SUS 250MG/5ML"" -> ""PRO-AMOX-250""
mp_formal_name: ""PRO-AMOX-250 ORL SUS 250MG/5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PRO DOC LIMITEE"" -> ""PRO-AMOX-250 (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PRO DOC LIMITEE""
mp_fr_description: ""PRO-AMOX-250 ORL SUS 250MG/5ML (amoxicilline (trihydrate d'amoxicilline) 250 mg par 5 mL suspension orale) PRO DOC LIMITEE"" -> ""PRO-AMOX-250 (amoxicilline (trihydrate d'amoxicilline) 250 mg par 5 mL suspension orale) PRO DOC LIMITEE"""
"00653217","TEVA-ECTOSONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED","TEVA-ECTOSONE SCALP LOTION (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED","mp_formal_name: ""TEVA-ECTOSONE (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED"" -> ""TEVA-ECTOSONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED""
mp_fr_description: ""TEVA-ECTOSONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED"" -> ""TEVA-ECTOSONE SCALP LOTION (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED"""
