drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"82711","active","active","02341611","BGP PHARMA ULC","UPJOHN CANADA ULC"
"82774","active","active","02342235","MYLAN PHARMACEUTICALS ULC","UPJOHN CANADA ULC"
"82775","active","active","02342243","MYLAN PHARMACEUTICALS ULC","UPJOHN CANADA ULC"
"99535","active","active","02505991","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"99536","active","active","02506009","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"90948","active","active","02424819","PRODUCERS AGRI-SUPPLY LTD.","LONDON DAIRY SUPPLY LTD"
"98570","active","active","02495805","PHARMASCIENCE INC","STRIDES PHARMA CANADA INC"
"98571","active","active","02495813","PHARMASCIENCE INC","STRIDES PHARMA CANADA INC"
"98572","active","active","02495821","PHARMASCIENCE INC","STRIDES PHARMA CANADA INC"
"81377","inactive","inactive","02328240","ARTEMIS BIO-SOLUTIONS LLC","ARTEMIS BIO SOLUTIONS"
"88122","inactive","inactive","02396165","ARTEMIS BIO-SOLUTIONS LLC","ARTEMIS BIO SOLUTIONS"
"90438","inactive","inactive","02419750","ARTEMIS BIO-SOLUTIONS LLC","ARTEMIS BIO SOLUTIONS"
"90458","inactive","inactive","02419955","ARTEMIS BIO-SOLUTIONS LLC","ARTEMIS BIO SOLUTIONS"
"25876","approved","approved","02008459","ARXADA, LLC","LONZA LLC"
"21855","approved","approved","01931822","ARXADA, LLC","LONZA LLC"
"71516","approved","approved","02247273","ARXADA, LLC","LONZA LLC"
"69442","approved","approved","02245398","ARXADA, LLC","LONZA LLC"
"98182","approved","approved","02491826","ARXADA, LLC","LONZA LLC"
"21854","approved","approved","01931814","ARXADA, LLC","LONZA LLC"
"95334","approved","approved","02465132","ARXADA, LLC","LONZA LLC"
"95335","approved","approved","02465140","ARXADA, LLC","LONZA LLC"
"95336","approved","approved","02465159","ARXADA, LLC","LONZA LLC"
"95338","approved","approved","02465175","ARXADA, LLC","LONZA LLC"
"69443","approved","approved","02245399","ARXADA, LLC","LONZA LLC"
