drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"102058","22","INTRAMUSCULAR","ADDED","02531445"
"101559","8","DISINFECTANT (Food Premises)","ADDED","02526506"
"102121","56","ORAL","ADDED","02532158"
"101601","70","TOPICAL","ADDED","02526964"
"101569","70","TOPICAL","ADDED","02526611"
"102114","56","ORAL","ADDED","02532077"
"102123","56","ORAL","ADDED","02532174"
"102101","56","ORAL","ADDED","02531925"
"101451","56","ORAL","ADDED","02525518"
"102116","65","SUBCUTANEOUS","ADDED","02532093"
"102117","49","INTRAVENOUS","ADDED","02532107"
"60952","93","DISINFECTANT (Domestic)","ADDED","02237613"
"102069","22","INTRAMUSCULAR","ADDED","02531577"
"101559","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02526506"
"102064","56","ORAL","ADDED","02531526"
"102135","49","INTRAVENOUS","ADDED","02532301"
"102034","49","INTRAVENOUS","ADDED","02531194"
"102083","104","TOPICAL (HOUSEHOLD)","ADDED","02531720"
"99561","56","ORAL","ADDED","02506270"
"91276","56","ORAL","ADDED","02428296"
"92012","56","ORAL","ADDED","02435772"
"101559","93","DISINFECTANT (Domestic)","ADDED","02526506"
"102103","96","INTRAVESICAL","ADDED","02531941"
"92013","56","ORAL","ADDED","02435780"
"102098","56","ORAL","ADDED","02531895"
"102119","56","ORAL","ADDED","02532123"
"99873","56","ORAL","ADDED","02509431"
"102142","65","SUBCUTANEOUS","ADDED","02532387"
"101978","56","ORAL","ADDED","02530619"
"102113","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02532069"
"102130","65","SUBCUTANEOUS","ADDED","02532247"
"102133","65","SUBCUTANEOUS","ADDED","02532271"
"102136","65","SUBCUTANEOUS","ADDED","02532328"
"102095","93","DISINFECTANT (Domestic)","ADDED","02531860"
"99872","56","ORAL","ADDED","02509423"
"102100","56","ORAL","ADDED","02531917"
"102124","56","ORAL","ADDED","02532182"
"102131","65","SUBCUTANEOUS","ADDED","02532255"
"102065","56","ORAL","ADDED","02531534"
"102103","49","INTRAVENOUS","ADDED","02531941"
"64397","6","HAEMODIALYSIS","REMOVED","02240806"
"102095","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02531860"
"102056","49","INTRAVENOUS","ADDED","02531429"
"102096","49","INTRAVENOUS","ADDED","02531879"
"102079","104","TOPICAL (HOUSEHOLD)","ADDED","02531682"
"102113","93","DISINFECTANT (Domestic)","ADDED","02532069"
"91274","56","ORAL","ADDED","02428261"
"97994","93","DISINFECTANT (Domestic)","ADDED","02489872"
"102134","49","INTRAVENOUS","ADDED","02532298"
"102112","56","ORAL","ADDED","02532050"
"102115","65","SUBCUTANEOUS","ADDED","02532085"
"102070","22","INTRAMUSCULAR","ADDED","02531585"
"102111","56","ORAL","ADDED","02532042"
"92014","56","ORAL","ADDED","02435799"
"102036","49","INTRAVENOUS","ADDED","02531216"
"64397","119","HAEMODIALYSIS (INTRAPERITONEAL)","ADDED","02240806"
"102108","22","INTRAMUSCULAR","ADDED","02532018"
"102113","8","DISINFECTANT (Food Premises)","ADDED","02532069"
"102134","65","SUBCUTANEOUS","ADDED","02532298"
"97994","8","DISINFECTANT (Food Premises)","ADDED","02489872"
"99562","56","ORAL","ADDED","02506289"
"102113","94","DISINFECTANT (Institutional/Industrial)","ADDED","02532069"
"102060","22","INTRAMUSCULAR","ADDED","02531461"
"102097","56","ORAL","ADDED","02531887"
"101571","70","TOPICAL","ADDED","02526646"
"102095","8","DISINFECTANT (Food Premises)","ADDED","02531860"
"102077","56","ORAL","ADDED","02531674"
"102085","22","INTRAMUSCULAR","ADDED","02531747"
"102131","49","INTRAVENOUS","ADDED","02532255"
"102093","56","ORAL","ADDED","02531844"
"102120","49","INTRAVENOUS","ADDED","02532131"
"102072","56","ORAL","ADDED","02531607"
"102095","94","DISINFECTANT (Institutional/Industrial)","ADDED","02531860"
"102136","49","INTRAVENOUS","ADDED","02532328"
"101452","56","ORAL","ADDED","02525526"
"102133","49","INTRAVENOUS","ADDED","02532271"
"102073","56","ORAL","ADDED","02531615"
"102130","49","INTRAVENOUS","ADDED","02532247"
"102122","56","ORAL","ADDED","02532166"
"99871","56","ORAL","ADDED","02509415"
"101519","56","ORAL","ADDED","02526069"
"102113","2","DISINFECTANT (Barn)","ADDED","02532069"
"101559","94","DISINFECTANT (Institutional/Industrial)","ADDED","02526506"
"102151","56","ORAL","ADDED","02532484"
"102080","104","TOPICAL (HOUSEHOLD)","ADDED","02531690"
"102148","56","ORAL","ADDED","02532441"
"102085","49","INTRAVENOUS","ADDED","02531747"
"102135","65","SUBCUTANEOUS","ADDED","02532301"
"102095","2","DISINFECTANT (Barn)","ADDED","02531860"
"60952","94","DISINFECTANT (Institutional/Industrial)","ADDED","02237613"
"101517","56","ORAL","ADDED","02526050"
"91275","56","ORAL","ADDED","02428288"
"102132","49","INTRAVENOUS","ADDED","02532263"
"102035","49","INTRAVENOUS","ADDED","02531208"
"102132","65","SUBCUTANEOUS","ADDED","02532263"
"102099","56","ORAL","ADDED","02531909"
"99563","56","ORAL","ADDED","02506297"
"102071","56","ORAL","ADDED","02531593"
