drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"102124","7426","ADDED","approved","ETHINYL ESTRADIOL","20","MCG","02532182"
"99872","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02509423"
"99561","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02506270"
"102114","13107","ADDED","approved","LEVETIRACETAM","1000","MG","02532077"
"102124","7490","ADDED","approved","LEVONORGESTREL","100","MCG","02532182"
"102035","1988","ADDED","approved","TRANEXAMIC ACID","100","MG","02531208"
"102119","11847","ADDED","approved","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","10","MG","02532123"
"101569","7289","ADDED","approved","ZINC OXIDE","7.3","%","02526611"
"102036","1988","ADDED","approved","TRANEXAMIC ACID","100","MG","02531216"
"102116","23201","ADDED","approved","RISANKIZUMAB","360","MG","02532093"
"101601","727","ADDED","approved","TITANIUM DIOXIDE","2.96","%","02526964"
"101571","7289","ADDED","approved","ZINC OXIDE","7.3","%","02526646"
"92014","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02435799"
"102120","20139","ADDED","approved","OXALIPLATIN","5","MG","02532131"
"60071","9867","Changed","dormant","ORCIPRENALINE SULFATE","2","MG","02236783"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"102103","2195","ADDED","approved","MITOMYCIN","20","MG","02531941"
"99871","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02509415"
"102133","763","ADDED","approved","ENOXAPARIN SODIUM","80","MG","02532271"
"101571","1970","ADDED","approved","HOMOSALATE","9","%","02526646"
"101601","755","ADDED","approved","AVOBENZONE","3","%","02526964"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"74963","723","Changed","active","RISPERIDONE","1","MG","02264196"
"74964","723","Changed","active","RISPERIDONE","2","MG","02264218"
"74965","723","Changed","active","RISPERIDONE","3","MG","02264226"
"101519","21078","ADDED","active","APIXABAN","5","MG","02526069"
"102122","20430","ADDED","approved","DESVENLAFAXINE (DESVENLAFAXINE SUCCINATE)","100","MG","02532166"
"102069","17056","ADDED","approved","ONABOTULINUMTOXINA","50","UNIT","02531577"
"102065","21466","ADDED","approved","PIRFENIDONE","801","MG","02531534"
"102064","21466","ADDED","approved","PIRFENIDONE","267","MG","02531526"
"102034","1988","ADDED","approved","TRANEXAMIC ACID","100","MG","02531194"
"92013","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02435780"
"102080","783","ADDED","approved","BENZETHONIUM CHLORIDE","0.13","%","02531690"
"102100","23792","ADDED","approved","FINERENONE","10","MG","02531917"
"102099","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02531909"
"99562","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02506289"
"102131","763","ADDED","approved","ENOXAPARIN SODIUM","40","MG","02532255"
"101452","21078","ADDED","approved","APIXABAN","5","MG","02525526"
"102101","23792","ADDED","approved","FINERENONE","20","MG","02531925"
"102115","20554","ADDED","approved","AZACITIDINE","100","MG","02532085"
