ntp_code,ntp_formal_name,changes
"9004081","gentamicin (gentamicin sulfate) 10 mg per mL solution for injection","ADDED"
"9004569","dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL oral solution","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000588","ipratropium bromide 21 mcg per actuation nasal spray","ntp_status_effective_time: ""19951231"" -> ""19990415"""
"9013003","lixisenatide 10 mcg per actuation solution for injection pre-filled pen with lixisenatide 20 mcg per actuation solution for injection pre-filled pen","DELETED"
"9003704","glimepiride 4 mg oral tablet","ntp_status_effective_time: ""20020312"" -> ""20050804"""
"9010880","nitroglycerin 100 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000917","pioglitazone (pioglitazone hydrochloride) 30 mg oral tablet","ntp_status_effective_time: ""20000828"" -> ""20071205"""
"9005130","ensulizole 3 % cutaneous emulsion","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000965","ketorolac tromethamine 30 mg per mL solution for injection","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000819","ibuprofen 40 mg per mL oral suspension","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9009350","estradiol 0.1 % transdermal gel","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9006236","digoxin 1 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9013597","phospholipid 135 mg per 5 mL and surfactant-associated proteins sp-b and sp-c 2500 mcg per 5 mL endotracheopulmonary instillation vial","ADDED"
"9002798","dicyclomine hydrochloride 10 mg oral tablet","ntp_status_effective_time: ""19951231"" -> ""20121023"""
"ba789899dbe9173056ae2db134decd16","mineral oil light 100 % liquid","ADDED"
"9002320","neostigmine methylsulfate 1 mg per mL solution for injection","ADDED"
"9003182","zafirlukast 20 mg oral tablet","DELETED"
"9002933","dextromethorphan hydrobromide 7.5 mg per 5 mL syrup","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9012954","denosumab 204 mg per 1.7 mL solution for injection syringe","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9013602","pyrithione zinc 0.95 % shampoo","ADDED"
"9003703","glimepiride 2 mg oral tablet","ntp_status_effective_time: ""20020312"" -> ""20050804"""
"9000759","valproic acid (sodium valproate) 250 mg per 5 mL syrup","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000916","pioglitazone (pioglitazone hydrochloride) 15 mg oral tablet","ntp_status_effective_time: ""20000828"" -> ""20071205"""
"9013297","heparin sodium 1000 unit per 10 mL irrigation solution vial","ADDED"
"1c3e7e552482e0ced8913f1f58a029e5","lidocaine hydrochloride 4 % and menthol 1 % cutaneous gel","ADDED"
"6385fa9823c5a14ba2e59936bc99fc67","methotrexate (methotrexate sodium) 25 mg per mL solution for injection 20 mL vial","ADDED"
"9009384","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000413","dexamethasone 0.5 mg per 5 mL oral liquid","ntp_status_effective_time: ""20190501"" -> ""20190601"""
"9000419","doxazosin (doxazosin mesylate) 2 mg oral tablet","ntp_status_effective_time: ""19921231"" -> ""19990722"""
"9003930","nelfinavir (nelfinavir mesylate) 625 mg oral tablet","DELETED"
"9002319","neostigmine methylsulfate 0.5 mg per mL solution for injection","ADDED"
"9012435","guselkumab 100 mg per 1 mL solution for injection","ADDED"
"9013598","phospholipid 81 mg per 3 mL and surfactant-associated proteins sp-b and sp-c 1500 mcg per 3 mL endotracheopulmonary instillation vial","ADDED"
