tm_code,tm_formal_name,changes
8002097,calcium carbonate and magnesium hydroxide and simethicone,DELETED
8001308,ursodiol,"tm_status_effective_time: ""19981108"" -> ""20030203"""
8001266,etanercept,"tm_status_effective_time: ""20010314"" -> ""20051221"""
8001652,febuxostat,"tm_status_effective_time: ""20100930"" -> ""20190516"""
8001385,glucagon,"tm_status_effective_time: ""20020527"" -> ""20091223"""
8002255,dacomitinib,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20190422"" -> ""20220609"""
8001144,apomorphine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20170907"" -> ""20231023"""
8002455,elasomeran and imelasomeran,DELETED
8001130,lixisenatide,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20170912"" -> ""20230504"""
8002105,chloroxylenol and coal tar and menthol,"tm_status_effective_time: ""20220705"" -> ""20240108"""
8002357,elasomeran,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20201223"" -> ""20240119"""
8001797,hydrocortisone and pramoxine,"tm_status_effective_time: ""19791231"" -> ""19891231"""
8002117,dextran 70 and polyethylene glycol 400 and povidone and tetrahydrozoline,"tm_status_effective_time: ""20050308"" -> ""20100830"""
8000886,acetylsalicylic acid and citric acid and sodium bicarbonate,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19951231"" -> ""20210920"""
8002091,aluminum hydroxide and magnesium hydroxide and simethicone,"tm_status_effective_time: ""19631231"" -> ""20140114"""
8001604,cabazitaxel,"tm_status_effective_time: ""20110823"" -> ""20191218"""
8001735,corbadrine and mepivacaine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19771231"" -> ""20230320"""
8001607,capecitabine,"tm_status_effective_time: ""19980910"" -> ""20130819"""
8001866,petrolatum,"tm_status_effective_time: ""20100604"" -> ""20140306"""
8001559,alitretinoin,"tm_status_effective_time: ""20101119"" -> ""20110111"""
8002070,pirfenidone,"tm_status_effective_time: ""20130108"" -> ""20170726"""
8001372,dextromethorphan and phenylephrine,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20060818"" -> ""20190211"""
8002257,enasidenib,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20190227"" -> ""20220114"""
8001066,mepolizumab,"tm_status_effective_time: ""20160314"" -> ""20191210"""
8002453,davesomeran and elasomeran,DELETED
8001104,naratriptan,"tm_status_effective_time: ""19980505"" -> ""20091201"""
