ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
77700291,HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9006626,meperidine hydrochloride 75 mg per 1 mL solution for injection ampoule,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9006227,morphine sulfate 2 mg per 1 mL solution for injection vial,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9001042,methadone hydrochloride 1 mg oral tablet,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02496178,FENTANYL INJECTION BP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) STERIMAX INC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9001307,hydromorphone hydrochloride 8 mg prolonged-release oral tablet,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02344424,REMIFENTANIL FOR INJECTION (remifentanil (remifentanil hydrochloride) 1 mg per vial powder for solution for injection) TEVA CANADA LIMITED,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9000385,hydromorphone hydrochloride 3 mg suppository,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9001044,methadone hydrochloride 5 mg oral tablet,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02465248,BELBUCA (buprenorphine (buprenorphine hydrochloride) 150 mcg buccal film) PURDUE PHARMA,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02364220,ABSTRAL (fentanyl (fentanyl citrate) 800 mcg sublingual tablet) PALADIN LABS INC.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
77700932,KETAMINE HYDROCHLORIDE INJECTION USP (ketamine (ketamine hydrochloride) 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02496151,FENTANYL INJECTION BP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial) STERIMAX INC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
00636908,MORPHINE SULFATE INJECTION USP (morphine sulfate 30 mg per 30 mL solution for injection vial) ICU MEDICAL CANADA INC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02415615,NUCYNTA EXTENDED-RELEASE (tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet) ENDO VENTURES LTD.,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02014297,MS CONTIN (morphine sulfate 30 mg prolonged-release oral tablet) PURDUE PHARMA,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9006219,morphine sulfate 50 mg per mL solution for injection 20 mL vial,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02319985,PMS-OXYCODONE (oxycodone hydrochloride 10 mg oral tablet) PHARMASCIENCE INC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9000481,morphine sulfate 60 mg prolonged-release oral capsule,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9000384,hydromorphone hydrochloride 1 mg per mL syrup,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
02496143,FENTANYL INJECTION BP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) STERIMAX INC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9000476,morphine sulfate 10 mg prolonged-release oral capsule,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
01949047,MORPHINE-EPD (morphine sulfate 5 mg per 10 mL solution for injection ampoule) PFIZER CANADA ULC,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9000211,morphine sulfate 20 mg per mL oral drops,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9000890,oxycodone hydrochloride 20 mg oral tablet,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
9001426,fentanyl (fentanyl citrate) 400 mcg buccal tablet,NTP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
77700930,KETAMINE HYDROCHLORIDE INJECTION USP (ketamine (ketamine hydrochloride) 200 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,ADDED
