mp_code,mp_formal_name,mp_fr_description,changes
"00000809","ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) ALCON CANADA INC","ISOPTO TEARS 0.5% (hypromellose 0,5 % gouttes ophtalmiques) ALCON CANADA INC","DELETED"
"00000817","ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) ALCON CANADA INC","ISOPTO TEARS 1% (hypromellose 1 % gouttes ophtalmiques) ALCON CANADA INC","DELETED"
"00000841","ISOPTO CARPINE (pilocarpine hydrochloride 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO CARPINE (chlorhydrate de pilocarpine 1 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC","DELETED"
"00000868","ISOPTO CARPINE (pilocarpine hydrochloride 2 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO CARPINE (chlorhydrate de pilocarpine 2 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC","DELETED"
"00000884","ISOPTO CARPINE (pilocarpine hydrochloride 4 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO CARPINE (chlorhydrate de pilocarpine 4 % gouttes ophtalmiques) NOVARTIS PHARMACEUTICALS CANADA INC","DELETED"
"00000981","MYDRIACYL (tropicamide 0.5 % ophthalmic drops) ALCON CANADA INC","MYDRIACYL (tropicamide 0,5 % gouttes ophtalmiques) ALCON CANADA INC","DELETED"
"00001007","MYDRIACYL (tropicamide 1 % ophthalmic drops) ALCON CANADA INC","MYDRIACYL (tropicamide 1 % gouttes ophtalmiques) ALCON CANADA INC","DELETED"
"00001147","ALBALON (naphazoline hydrochloride 0.1 % ophthalmic drops) ALLERGAN INC","ALBALON (chlorhydrate de naphazoline 0,1 % gouttes ophtalmiques) ALLERGAN INC","DELETED"
"00001694","XYLOCAINE JELLY 2% (lidocaine hydrochloride 2 % mucosal gel 30 mL tube) ASPEN PHARMACARE CANADA INC.","XYLOCAINE JELLY 2% (chlorhydrate de lidocaïne 2 % gel muqueux 30 mL tube) ASPEN PHARMACARE CANADA INC.","DELETED"
"00001791","XYLOCAINE 1% W EPINEPHRINE 1:100000 (epinephrine (epinephrine bitartrate) 0.2 mg per 20 mL and lidocaine hydrochloride 200 mg per 20 mL solution for injection vial) ASPEN PHARMACARE CANADA INC.","XYLOCAINE 1% W EPINEPHRINE 1:100000 (épinéphrine (bitartrate d'épinéphrine) 0,2 mg par 20 mL et chlorhydrate de lidocaïne 200 mg par 20 mL solution injectable fiole) ASPEN PHARMACARE CANADA INC.","DELETED"
"00001805","XYLOCAINE 1% W EPINEPHRINE 1:200000 (epinephrine (epinephrine bitartrate) 0.1 mg per 20 mL and lidocaine hydrochloride 200 mg per 20 mL solution for injection vial) ASPEN PHARMACARE CANADA INC.","XYLOCAINE 1% W EPINEPHRINE 1:200000 (épinéphrine (bitartrate d'épinéphrine) 0,1 mg par 20 mL et chlorhydrate de lidocaïne 200 mg par 20 mL solution injectable fiole) ASPEN PHARMACARE CANADA INC.","DELETED"
"00001937","XYLOCARD (lidocaine hydrochloride 100 mg per 5 mL solution for injection ampoule) ASPEN PHARMACARE CANADA INC.","XYLOCARD (chlorhydrate de lidocaïne 100 mg par 5 mL solution injectable ampoule) ASPEN PHARMACARE CANADA INC.","DELETED"
"00001961","XYLOCAINE OINTMENT 5% (lidocaine 5 % cutaneous ointment) ASPEN PHARMACARE CANADA INC.","XYLOCAINE OINTMENT 5% (lidocaïne 5 % pommade cutanée) ASPEN PHARMACARE CANADA INC.","DELETED"
"00003875","DULCOLAX (bisacodyl 10 mg suppository) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC","DULCOLAX (bisacodyl 10 mg suppositoire) SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC","DELETED"
"00004596","IMURAN (azathioprine 50 mg oral tablet) ASPEN PHARMACARE CANADA INC.","IMURAN (azathioprine 50 mg comprimé oral) ASPEN PHARMACARE CANADA INC.","DELETED"
"00004618","MYLERAN (busulfan 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.","MYLERAN (busulfan 2 mg comprimé oral) ASPEN PHARMACARE CANADA INC.","DELETED"
"00004626","LEUKERAN (chlorambucil 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.","LEUKERAN (chlorambucil 2 mg comprimé oral) ASPEN PHARMACARE CANADA INC.","DELETED"
"00004715","ALKERAN (melphalan 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.","ALKERAN (melphalan 2 mg comprimé oral) ASPEN PHARMACARE CANADA INC.","DELETED"
"00004723","PURINETHOL (mercaptopurine 50 mg oral tablet) TEVA CANADA LIMITED","PURINETHOL (mercaptopurine 50 mg comprimé oral) TEVA CANADA LIMITED","DELETED"
"00005606","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","RITALIN 10MG (chlorhydrate de méthylphénidate 10 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","DELETED"
"00005614","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","RITALIN 20MG (chlorhydrate de méthylphénidate 20 mg comprimé oral) NOVARTIS PHARMACEUTICALS CANADA INC","DELETED"
