tm_code,tm_formal_name,tm_fr_description,changes
8001757,doxorubicin,doxorubicine,ADDED
8001378,enalaprilat,énalaprilate,"tm_status_effective_time: ""19921231"" -> ""20120910"""
8001870,potassium chloride,chlorure de potassium,ADDED
8002215,amphotericin B,amphotéricine B,ADDED
8001976,triclosan,triclosan,ADDED
8001579,benzethonium,benzéthonium,ADDED
8002452,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,ADDED
59a6b8d40cc2305def49421e697676a2,setmelanotide,setmélanotide,ADDED
8002161,sodium bicarbonate,bicarbonate de sodium,ADDED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,ADDED
8002470,mometasone and olopatadine,mométasone et olopatadine,ADDED
8001476,follitropin beta,follitropine bêta,ADDED
8002367,ChAdOx1-S (recombinant),ChAdOx1-S (recombinant),"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20210303"" -> ""20230727"""
35d55dad7c130cd0e80b66d82b935594,glofitamab,glofitamab,ADDED
8001844,magnesium chloride,chlorure de magnésium,ADDED
8002160,sodium acetate,acétate de sodium,ADDED
8001098,asparaginase,asparaginase,ADDED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,ADDED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,ADDED
8002047,paclitaxel,paclitaxel,ADDED
8001369,dextromethorphan and doxylamine,dextrométhorphane et doxylamine,"tm_status_effective_time: ""20100819"" -> ""20190801"""
8001615,chloroxylenol,chloroxylénol,ADDED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,ADDED
8002203,magnesium hydroxide and mineral oil heavy,hydroxyde de magnésium et huile minérale lourde,DELETED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,ADDED
8002289,albutrepenonacog alfa,albutrépénonacog alfa,DELETED
8001878,sodium iodide,iodure de sodium,ADDED
8000796,benzalkonium,benzalkonium,ADDED
36f689c99e229ed96575aeda39e697c1,daridorexant,daridorexant,ADDED
