drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"1649","active","active","00263818","ORGANON CANADA INC.","MERCK CANADA INC"
"2901","active","active","00405671","WOOD WYANT CANADA INC","WOOD WYANT INC"
"3891","active","active","00502790","ORGANON CANADA INC.","MERCK CANADA INC"
"4218","active","active","00514810","WOOD WYANT CANADA INC","WOOD WYANT INC"
"4889","active","active","00558826","WOOD WYANT CANADA INC","WOOD WYANT INC"
"5120","active","active","00574988","WOOD WYANT CANADA INC","WOOD WYANT INC"
"5578","active","active","00608025","WOOD WYANT CANADA INC","WOOD WYANT INC"
"5579","active","active","00611441","WOOD WYANT CANADA INC","WOOD WYANT INC"
"9892","active","active","00821373","ORGANON CANADA INC.","MERCK CANADA INC"
"14354","active","active","02042487","ORGANON CANADA INC.","MERCK CANADA INC"
"14355","active","active","02042479","ORGANON CANADA INC.","MERCK CANADA INC"
"19312","active","active","02163152","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"41933","active","active","01919245","SCHOLL'S WELLNESS COMPANY","BAYER INC"
"44257","active","active","02182904","ORGANON CANADA INC.","MERCK CANADA INC"
"49813","active","active","02230641","AA PHARMA INC","APOTEX INC"
"62136","active","active","02238704","ORGANON CANADA INC.","MERCK CANADA INC"
"64022","active","active","02240463","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","BOEHRINGER INGELHEIM (CANADA) LTD LTEE"
"64770","active","active","02241164","WOOD WYANT CANADA INC","WOOD WYANT INC"
"64771","active","active","02241165","WOOD WYANT CANADA INC","WOOD WYANT INC"
"73298","active","active","02248923","WOOD WYANT CANADA INC","WOOD WYANT INC"
"73543","active","active","02250624","BAUSCH HEALTH, CANADA INC.","ATON PHARMA INC DIVISION OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC"
"76876","active","active","02283131","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"76877","active","active","02283158","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"76878","active","active","02283166","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"76879","active","active","02283174","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"76880","active","active","02283182","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"77080","active","active","02285290","WOOD WYANT CANADA INC","WOOD WYANT INC"
