drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"95703","56","ORAL","ADDED","02468611"
"100322","93","DISINFECTANT (Domestic)","ADDED","02514044"
"100323","93","DISINFECTANT (Domestic)","ADDED","02514052"
"100234","56","ORAL","ADDED","02513102"
"100311","56","ORAL","ADDED","02513919"
"100347","94","DISINFECTANT (Institutional/Industrial)","ADDED","02514311"
"100353","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02514389"
"100338","104","TOPICAL (HOUSEHOLD)","ADDED","02514214"
"99421","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02504820"
"100254","65","SUBCUTANEOUS","ADDED","02513366"
"100269","49","INTRAVENOUS","ADDED","02513579"
"99380","93","DISINFECTANT (Domestic)","ADDED","02504367"
"100330","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02514125"
"100291","56","ORAL","ADDED","02513714"
"100280","93","DISINFECTANT (Domestic)","ADDED","02513617"
"100353","94","DISINFECTANT (Institutional/Industrial)","ADDED","02514389"
"100347","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02514311"
"100315","70","TOPICAL","ADDED","02513951"
"100241","56","ORAL","ADDED","02513218"
"100327","49","INTRAVENOUS","ADDED","02514095"
"100280","94","DISINFECTANT (Institutional/Industrial)","ADDED","02513617"
"100226","93","DISINFECTANT (Domestic)","ADDED","02513021"
"100279","2","DISINFECTANT (Barn)","ADDED","02513609"
"100304","104","TOPICAL (HOUSEHOLD)","ADDED","02513846"
"100293","49","INTRAVENOUS","ADDED","02513749"
"100270","2","DISINFECTANT (Barn)","ADDED","02513498"
"100286","56","ORAL","ADDED","02513684"
"100247","56","ORAL","ADDED","02513250"
"100353","8","DISINFECTANT (Food Premises)","ADDED","02514389"
"100269","65","SUBCUTANEOUS","ADDED","02513579"
"99456","2","DISINFECTANT (Barn)","ADDED","02505207"
"100264","49","INTRAVENOUS","ADDED","02513439"
"100330","94","DISINFECTANT (Institutional/Industrial)","ADDED","02514125"
"98258","56","ORAL","ADDED","02492571"
"100239","22","INTRAMUSCULAR","ADDED","02513153"
"100347","93","DISINFECTANT (Domestic)","ADDED","02514311"
"95702","56","ORAL","ADDED","02468603"
"99972","2","DISINFECTANT (Barn)","ADDED","02510502"
"100274","56","ORAL","ADDED","02513544"
"99385","2","DISINFECTANT (Barn)","ADDED","02504421"
"99421","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504820"
"100324","93","DISINFECTANT (Domestic)","ADDED","02514060"
"100245","2","DISINFECTANT (Barn)","ADDED","02513234"
"100256","94","DISINFECTANT (Institutional/Industrial)","ADDED","02513307"
"100330","8","DISINFECTANT (Food Premises)","ADDED","02514125"
"100255","65","SUBCUTANEOUS","ADDED","02513358"
"100309","56","ORAL","ADDED","02513897"
"100316","49","INTRAVENOUS","ADDED","02513978"
"99456","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505207"
"100285","56","ORAL","ADDED","02513676"
"100328","93","DISINFECTANT (Domestic)","ADDED","02514109"
