drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"44257","8826","REMOVED","active",NA,NA,NA,"02182904"
"88685","7492","Changed","active","NORGESTIMATE","0.215","MG","02401975"
"49167","2192","Changed","dormant","CLONAZEPAM","2","MG","02230369"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"49166","2192","Changed","dormant","CLONAZEPAM","1","MG","02230368"
"100346","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","3.255","%","02514303"
"99858","196","ADDED","active","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.105","%","02509288"
"100255","11115","ADDED","approved","INSULIN LISPRO","100","UNIT","02513358"
"97025","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02479575"
"99421","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.184","%","02504820"
"94408","20524","ADDED","approved","SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)","2.5","MG","02456966"
"100272","11702","ADDED","approved","VALSARTAN","80","MG","02513528"
"100271","774","ADDED","approved","CHLOROXYLENOL","0.5","%","02513501"
"76879","932","Changed","active","RAMIPRIL","5","MG","02283174"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"76879","10234","Changed","active","HYDROCHLOROTHIAZIDE","25","MG","02283174"
"100350","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02514354"
"100323","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.1212","%","02514052"
"100216","11905","ADDED","approved","TRASTUZUMAB","40","MG","02512912"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"76878","932","Changed","active","RAMIPRIL","10","MG","02283166"
"100249","11247","ADDED","approved","CLAVULANIC ACID (CLAVULANATE POTASSIUM)","125","MG","02513277"
"100310","23170","ADDED","approved","MIXED SALTS AMPHETAMINE","15","MG","02513900"
"100245","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.013","%","02513234"
"88684","7492","Changed","active","NORGESTIMATE","0.25","MG","02401967"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"76880","932","Changed","active","RAMIPRIL","10","MG","02283182"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"76880","10234","Changed","active","HYDROCHLOROTHIAZIDE","25","MG","02283182"
"89823","11834","Changed","approved","IMIQUIMOD","5","%","02413582"
"100287","11847","ADDED","approved","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","40","MG","02513692"
"100217","11905","ADDED","approved","TRASTUZUMAB","60","MG","02512920"
"100252","11115","ADDED","approved","INSULIN LISPRO","100","UNIT","02513331"
"100364","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.26","%","02514451"
"100217","22051","ADDED","approved","PERTUZUMAB","60","MG","02512920"
"98258","20742","ADDED","approved","TICAGRELOR","60","MG","02492571"
"99796","11561","ADDED","approved","OLOPATADINE (OLOPATADINE HYDROCHLORIDE)","0.2","%","02508605"
"100337","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.184","%","02514206"
"100263","3812","ADDED","approved","ARSENIC TRIOXIDE","10","MG","02513420"
"100290","118","ADDED","approved","MYCOPHENOLATE MOFETIL","500","MG","02513722"
"99456","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.08","%","02505207"
"100309","23170","ADDED","approved","MIXED SALTS AMPHETAMINE","10","MG","02513897"
"100253","11115","ADDED","approved","INSULIN LISPRO","100","UNIT","02513374"
"100304","774","ADDED","approved","CHLOROXYLENOL","0.5","%","02513846"
"100273","11702","ADDED","approved","VALSARTAN","160","MG","02513536"
"100346","197","ADDED","approved","BENZALKONIUM CHLORIDE","8.68","%","02514303"
"94409","20524","ADDED","approved","SAXAGLIPTIN (SAXAGLIPTIN HYDROCHLORIDE)","5","MG","02456974"
"100352","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.105","%","02514370"
