drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"100293","134","SOLUTION","ADDED","02513749"
"100274","85","TABLET","ADDED","02513544"
"100264","134","SOLUTION","ADDED","02513439"
"99796","134","SOLUTION","ADDED","02508605"
"100324","105","WIPE","ADDED","02514060"
"100279","134","SOLUTION","ADDED","02513609"
"98258","85","TABLET","ADDED","02492571"
"99972","98","SPRAY","ADDED","02510502"
"99456","134","SOLUTION","ADDED","02505207"
"100315","134","SOLUTION","ADDED","02513951"
"100247","85","TABLET","ADDED","02513250"
"100226","105","WIPE","ADDED","02513021"
"100286","85","TABLET","ADDED","02513684"
"100245","134","SOLUTION","ADDED","02513234"
"99385","134","SOLUTION","ADDED","02504421"
"100279","98","SPRAY","ADDED","02513609"
"90150","34","LIQUID","REMOVED","02416891"
"97305","85","TABLET","ADDED","02482622"
"100241","85","TABLET","ADDED","02513218"
"100333","134","SOLUTION","ADDED","02514168"
"100346","134","SOLUTION","ADDED","02514303"
"96275","85","TABLET","ADDED","02473356"
"100305","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02513854"
"98259","85","TABLET","ADDED","02492598"
"100310","141","CAPSULE (EXTENDED RELEASE)","ADDED","02513900"
"100234","5","CAPSULE","ADDED","02513102"
"100364","164","SPRAY, BAG-ON-VALVE","ADDED","02514451"
"100255","134","SOLUTION","ADDED","02513358"
"100250","134","SOLUTION","ADDED","02513285"
"100352","98","SPRAY","ADDED","02514370"
"100353","105","WIPE","ADDED","02514389"
"100244","134","SOLUTION","ADDED","02513226"
"100280","105","WIPE","ADDED","02513617"
"99555","32","KIT","REMOVED","02506211"
"99858","134","SOLUTION","ADDED","02509288"
"100322","105","WIPE","ADDED","02514044"
"100365","105","WIPE","ADDED","02514478"
"100271","134","SOLUTION","ADDED","02513501"
"100323","105","WIPE","ADDED","02514052"
"99421","105","WIPE","ADDED","02504820"
"100265","134","SOLUTION","ADDED","02513447"
"90150","134","SOLUTION","ADDED","02416891"
"99686","85","TABLET","ADDED","02507471"
"100269","134","SOLUTION","ADDED","02513579"
"100259","85","TABLET","ADDED","02513382"
"95703","85","TABLET","ADDED","02468611"
"100291","5","CAPSULE","ADDED","02513714"
"100352","134","SOLUTION","ADDED","02514370"
"100239","79","SUSPENSION","ADDED","02513153"
"100330","105","WIPE","ADDED","02514125"
"99858","98","SPRAY","ADDED","02509288"
"100235","5","CAPSULE","ADDED","02513110"
"99687","85","TABLET","ADDED","02507498"
"18289","134","SOLUTION","ADDED","02024179"
"100260","56","POWDER FOR SOLUTION","ADDED","02513390"
"100311","141","CAPSULE (EXTENDED RELEASE)","ADDED","02513919"
"99640","134","SOLUTION","ADDED","02506998"
"67892","56","POWDER FOR SOLUTION","ADDED","02243949"
"100248","85","TABLET","ADDED","02513269"
"100347","134","SOLUTION","ADDED","02514311"
"100273","85","TABLET","ADDED","02513536"
"100338","134","SOLUTION","ADDED","02514214"
"100272","85","TABLET","ADDED","02513528"
"100236","5","CAPSULE","ADDED","02513129"
"44257","34","LIQUID","REMOVED","02182904"
"100287","85","TABLET","ADDED","02513692"
"86987","34","LIQUID","REMOVED","02384124"
"100216","134","SOLUTION","ADDED","02512912"
"99640","98","SPRAY","ADDED","02506998"
"94409","85","TABLET","ADDED","02456974"
"100350","134","SOLUTION","ADDED","02514354"
"95171","75","TABLET (EXTENDED-RELEASE)","ADDED","02463628"
"95170","75","TABLET (EXTENDED-RELEASE)","ADDED","02463601"
"97026","75","TABLET (EXTENDED-RELEASE)","ADDED","02479583"
"100347","98","SPRAY","ADDED","02514311"
"94408","85","TABLET","ADDED","02456966"
"100313","141","CAPSULE (EXTENDED RELEASE)","ADDED","02513935"
"100308","141","CAPSULE (EXTENDED RELEASE)","ADDED","02513889"
"100253","134","SOLUTION","ADDED","02513374"
"100249","85","TABLET","ADDED","02513277"
"100232","85","TABLET","ADDED","02513080"
"97306","85","TABLET","ADDED","02482630"
"100312","141","CAPSULE (EXTENDED RELEASE)","ADDED","02513927"
"100252","134","SOLUTION","ADDED","02513331"
"100233","5","CAPSULE","ADDED","02513099"
"99380","134","SOLUTION","ADDED","02504367"
"100263","134","SOLUTION","ADDED","02513420"
"100217","134","SOLUTION","ADDED","02512920"
"100314","105","WIPE","ADDED","02513943"
"100316","134","SOLUTION","ADDED","02513978"
"18289","34","LIQUID","REMOVED","02024179"
"100290","85","TABLET","ADDED","02513722"
"100337","105","WIPE","ADDED","02514206"
"100328","105","WIPE","ADDED","02514109"
"97025","75","TABLET (EXTENDED-RELEASE)","ADDED","02479575"
"100304","134","SOLUTION","ADDED","02513846"
"100256","134","SOLUTION","ADDED","02513307"
"100309","141","CAPSULE (EXTENDED RELEASE)","ADDED","02513897"
"100285","85","TABLET","ADDED","02513676"
"100240","105","WIPE","ADDED","02513188"
"86987","134","SOLUTION","ADDED","02384124"
"100364","98","SPRAY","ADDED","02514451"
"100254","134","SOLUTION","ADDED","02513366"
"90150","59","SHAMPOO","ADDED","02416891"
"100270","134","SOLUTION","ADDED","02513498"
"100327","134","SOLUTION","ADDED","02514095"
"95702","85","TABLET","ADDED","02468603"
"100364","134","SOLUTION","ADDED","02514451"
