tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8001500,ofatumumab,ofatumumab,"tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20190301"" -> ""20120813"""
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
8000907,amoxicillin and clarithromycin and lansoprazole,amoxicilline et clarithromycine et lansoprazole,"tm_status_effective_time: ""19980818"" -> ""20180803"""
8001615,chloroxylenol,chloroxylénol,CHANGED
8002364,onasemnogene abeparvovec,onasemnogène abéparvovec,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
8001878,sodium iodide,iodure de sodium,CHANGED
8002245,onabotulinumtoxinA,onabotulinumtoxineA,CHANGED
8000796,benzalkonium,benzalkonium,CHANGED
8000946,alcohol anhydrous and benzalkonium,alcool anhydre et benzalkonium,CHANGED
8002068,piperazine,pipérazine,CHANGED
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
8001757,doxorubicin,doxorubicine,CHANGED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8001976,triclosan,triclosan,CHANGED
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
8001696,antipyrine and sodium salicylate,antipyrine et salicylate de sodium,CHANGED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
