ntp_code,ntp_formal_name,ntp_fr_description,changes
01af9d2e74f5f997d682f9c004b36f44,azacitidine 200 mg oral tablet,azacitidine 200 mg comprimé oral,ADDED
0422706ff292a9b10ff3616ee513674e,sodium nitroprusside 25 mg per mL solution for injection,nitroprussiate de sodium 25 mg par mL solution injectable,ADDED
05a6a8ec9789e984a016cdd7e1ea0813,onasemnogene abeparvovec 7.18e14 vg per 35.9 mL solution for injection vial,"onasemnogène abéparvovec 7,18e14 vecteurs génomiques par 35,9 mL solution injectable fiole",ADDED
090bcc302d522dd52ecfff7d3fad97a0,onasemnogene abeparvovec 1.992e15 vg per 99.6 mL solution for injection vial,"onasemnogène abéparvovec 1,992e15 vecteurs génomiques par 99,6 mL solution injectable fiole",ADDED
0c88116d58b752c7254ef8a0a5e76eff,onasemnogene abeparvovec 1.548e15 vg per 77.4 mL solution for injection vial,"onasemnogène abéparvovec 1,548e15 vecteurs génomiques par 77,4 mL solution injectable fiole",ADDED
0ebacbb1a786469bc51b268a91204f80,chloroxylenol 1 % cutaneous gel,chloroxylénol 1 % gel cutané,ADDED
1aae5ae70a1d189c46fecde312929a03,onasemnogene abeparvovec 9.4e14 vg per 47 mL solution for injection vial,"onasemnogène abéparvovec 9,4e14 vecteurs génomiques par 47 mL solution injectable fiole",ADDED
2777fd40b0fe3249d5aa44e263e69539,onasemnogene abeparvovec 1.382e15 vg per 69.1 mL solution for injection vial,"onasemnogène abéparvovec 1,382e15 vecteurs génomiques par 69,1 mL solution injectable fiole",ADDED
2e91222754534b6c7ae580122bbf39e3,onasemnogene abeparvovec 1.714e15 vg per 85.7 mL solution for injection vial,"onasemnogène abéparvovec 1,714e15 vecteurs génomiques par 85,7 mL solution injectable fiole",ADDED
2fbedfd0a34a8c5c8c7b37352de27ead,onasemnogene abeparvovec 1.494e15 vg per 74.7 mL solution for injection vial,"onasemnogène abéparvovec 1,494e15 vecteurs génomiques par 74,7 mL solution injectable fiole",ADDED
37b26e56ef1c1436b0e545cb8382e766,onasemnogene abeparvovec 5.52e14 vg per 27.6 mL solution for injection vial,"onasemnogène abéparvovec 5,52e14 vecteurs génomiques par 27,6 mL solution injectable fiole",ADDED
438136ba0a3c6b4ed567ad7b09b80f16,onasemnogene abeparvovec 2.102e15 vg per 105.1 mL solution for injection vial,"onasemnogène abéparvovec 2,102e15 vecteurs génomiques par 105,1 mL solution injectable fiole",ADDED
441a869e252e7e652a0d456fdfaee105,rituximab 10 mg per mL solution for injection,rituximab 10 mg par mL solution injectable,ADDED
469cafc8d09073b477b92647cc48b361,onasemnogene abeparvovec 2.212e15 vg per 110.6 mL solution for injection vial,"onasemnogène abéparvovec 2,212e15 vecteurs génomiques par 110,6 mL solution injectable fiole",ADDED
47693026eafbd80f27808844fd19c94f,onasemnogene abeparvovec 3.32e14 vg per 16.6 mL solution for injection vial,"onasemnogène abéparvovec 3,32e14 vecteurs génomiques par 16,6 mL solution injectable fiole",ADDED
4811f4ff654b29e5a61c941c2f74ae14,onasemnogene abeparvovec 1.106e15 vg per 55.3 mL solution for injection vial,"onasemnogène abéparvovec 1,106e15 vecteurs génomiques par 55,3 mL solution injectable fiole",ADDED
4e22078fbbf0a113dc1d53130ac7171a,onasemnogene abeparvovec 1.216e15 vg per 60.8 mL solution for injection vial,"onasemnogène abéparvovec 1,216e15 vecteurs génomiques par 60,8 mL solution injectable fiole",ADDED
4fe3481a607e4a78f13fd17ad74e0b83,insulin isophane human 100 unit per mL suspension for injection 3 mL vial,insuline isophane humaine 100 unité par mL suspension injectable 3 mL fiole,ADDED
51d19a074347d5a57ee17849e2c597b2,azacitidine 300 mg oral tablet,azacitidine 300 mg comprimé oral,ADDED
52a3909502b744bd35453ba7ada6ee8b,onasemnogene abeparvovec 1.826e15 vg per 91.3 mL solution for injection vial,"onasemnogène abéparvovec 1,826e15 vecteurs génomiques par 91,3 mL solution injectable fiole",ADDED
