drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"91077","197","Changed","active","BENZALKONIUM CHLORIDE","13","%","02426161"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"14076","49","Changed","active","MAGNESIUM CHLORIDE","24","MG","02013967"
"14076","10292","Changed","active","SODIUM ACETATE","205","MG","02013967"
"98816","939","ADDED","approved","L-VALINE","464","MG","02498413"
"98939","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02499673"
"98819","10238","ADDED","approved","TRYPTOPHAN","144","MG","02498421"
"98816","944","ADDED","approved","L-ISOLEUCINE","480","MG","02498413"
"98816","935","ADDED","approved","L-PROLINE","544","MG","02498413"
"98873","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.034","%","02499010"
"98883","13053","ADDED","approved","BORTEZOMIB (BORTEZOMIB MANNITOL BORONIC ESTER)","3.5","MG","02499061"
"98888","10193","ADDED","approved","BISACODYL","5","MG","02499126"
"98891","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02499169"
"98816","8700","ADDED","approved","L-LYSINE HYDROCHLORIDE","464","MG","02498413"
"98908","20122","ADDED","approved","DASATINIB","140","MG","02499347"
"98562","11982","ADDED","approved","RITUXIMAB","10","MG","02495724"
"98942","197","ADDED","approved","BENZALKONIUM CHLORIDE","3.436","%","02499703"
"98816","5319","ADDED","approved","POTASSIUM PHOSPHATE DIBASIC","261","MG","02498413"
"98847","7504","ADDED","approved","MOMETASONE FUROATE","80","MCG","02498685"
"98859","12126","ADDED","approved","ENTACAPONE","200","MG","02498855"
"98856","349","ADDED","approved","ROCURONIUM BROMIDE","10","MG","02498820"
"98816","942","ADDED","approved","L-PHENYLALANINE","448","MG","02498413"
"98870","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.025","%","02498987"
"98821","897","ADDED","approved","L-TYROSINE","32","MG","02498456"
"98821","7217","ADDED","approved","METHIONINE","320","MG","02498456"
"98870","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.01","%","02498987"
"98867","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","50","MG","02498952"
"98820","7217","ADDED","approved","METHIONINE","240","MG","02498448"
"98863","2370","ADDED","approved","CARBIDOPA","37.5","MG","02498901"
"98937","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","2","%","02499649"
"98820","897","ADDED","approved","L-TYROSINE","24","MG","02498448"
"98890","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02499150"
"98819","2963","ADDED","approved","ALANINE","1656","MG","02498421"
"98913","6617","ADDED","approved","THYROID","30","MG","02499401"
"98816","9927","ADDED","approved","SERINE","400","MG","02498413"
"98827","6731","ADDED","approved","DIGOXIN","0.0625","MG","02498502"
"98816","941","ADDED","approved","L-THREONINE","336","MG","02498413"
"98819","10237","ADDED","approved","HISTIDINE","384","MG","02498421"
"98835","22819","ADDED","approved","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","1500","UNIT","02498596"
"98942","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","5.154","%","02499703"
"98848","21063","ADDED","approved","INDACATEROL (INDACATEROL ACETATE)","150","MCG","02498693"
"98861","4068","ADDED","approved","LEVODOPA","125","MG","02498871"
"98873","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.015","%","02499010"
"98865","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02498936"
"92600","13326","ADDED","approved","PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","500","MG","02441616"
"98907","20122","ADDED","approved","DASATINIB","100","MG","02499339"
"98850","11086","ADDED","approved","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","20","MG","02498715"
"98895","13107","ADDED","approved","LEVETIRACETAM","500","MG","02499207"
"98861","2370","ADDED","approved","CARBIDOPA","31.25","MG","02498871"
"98816","49","ADDED","approved","MAGNESIUM CHLORIDE","24","MG","02498413"
"98822","897","ADDED","approved","L-TYROSINE","32","MG","02498464"
"98869","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.14","%","02498979"
"98863","4068","ADDED","approved","LEVODOPA","150","MG","02498901"
"98822","7217","ADDED","approved","METHIONINE","320","MG","02498464"
"98852","9197","ADDED","approved","SODIUM BICARBONATE","840","MG","02498782"
"14075","10292","Changed","active","SODIUM ACETATE","205","MG","02014076"
"14075","49","Changed","active","MAGNESIUM CHLORIDE","24","MG","02014076"
"20291","49","Changed","active","MAGNESIUM CHLORIDE","24","MG","02142384"
"20291","10292","Changed","active","SODIUM ACETATE","205","MG","02142384"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"98868","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02498960"
"98929","20636","ADDED","approved","LACOSAMIDE","50","MG","02499568"
"98911","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","90","MG","02499371"
"98849","7504","ADDED","approved","MOMETASONE FUROATE","160","MCG","02498707"
"98916","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02499444"
"98816","2963","ADDED","approved","ALANINE","1656","MG","02498413"
"98821","943","ADDED","approved","L-LEUCINE","584","MG","02498456"
"98816","10237","ADDED","approved","HISTIDINE","384","MG","02498413"
"98899","20396","ADDED","approved","OLMESARTAN MEDOXOMIL","20","MG","02499258"
"98819","941","ADDED","approved","L-THREONINE","336","MG","02498421"
"98822","938","ADDED","approved","L-ARGININE","920","MG","02498464"
"98819","9927","ADDED","approved","SERINE","400","MG","02498421"
"98901","197","ADDED","active","BENZALKONIUM CHLORIDE","0.15","%","02499274"
"98820","8865","ADDED","approved","GLYCINE","618","MG","02498448"
"98830","22819","ADDED","approved","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","250","UNIT","02498537"
"98902","20122","ADDED","approved","DASATINIB","20","MG","02499282"
"98820","42","ADDED","approved","DEXTROSE","5","G","02498448"
"98833","22819","ADDED","approved","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","750","UNIT","02498561"
"98820","943","ADDED","approved","L-LEUCINE","438","MG","02498448"
"98819","942","ADDED","approved","L-PHENYLALANINE","448","MG","02498421"
"98832","22819","ADDED","approved","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","750","UNIT","02498553"
"98821","42","ADDED","approved","DEXTROSE","10","G","02498456"
"98897","10126","ADDED","approved","INDOMETHACIN","50","MG","02499223"
"98821","8865","ADDED","approved","GLYCINE","824","MG","02498456"
"98836","22819","ADDED","approved","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","1500","UNIT","02498618"
"98889","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02499142"
"98872","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.105","%","02499002"
"98862","2370","ADDED","approved","CARBIDOPA","18.75","MG","02498898"
"98860","4068","ADDED","approved","LEVODOPA","100","MG","02498863"
"98819","935","ADDED","approved","L-PROLINE","544","MG","02498421"
"98819","939","ADDED","approved","L-VALINE","464","MG","02498421"
"98819","944","ADDED","approved","L-ISOLEUCINE","480","MG","02498421"
"98816","10238","ADDED","approved","TRYPTOPHAN","144","MG","02498413"
"98860","2370","ADDED","approved","CARBIDOPA","25","MG","02498863"
"98819","8700","ADDED","approved","L-LYSINE HYDROCHLORIDE","464","MG","02498421"
"98862","4068","ADDED","approved","LEVODOPA","75","MG","02498898"
"98822","943","ADDED","approved","L-LEUCINE","584","MG","02498464"
"98945","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02499746"
"98828","6731","ADDED","approved","DIGOXIN","0.125","MG","02498510"
"98874","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","5","%","02499029"
"98880","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02499037"
"98915","6617","ADDED","approved","THYROID","125","MG","02499436"
"98821","938","ADDED","approved","L-ARGININE","920","MG","02498456"
"98931","20636","ADDED","approved","LACOSAMIDE","150","MG","02499584"
"98909","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","30","MG","02499355"
"98831","22819","ADDED","approved","ANTIHEMOPHILIC FACTOR (RECOMBINANT), PEGYLATED","500","UNIT","02498545"
"98819","5319","ADDED","approved","POTASSIUM PHOSPHATE DIBASIC","261","MG","02498421"
"98820","938","ADDED","approved","L-ARGININE","690","MG","02498448"
"98822","42","ADDED","approved","DEXTROSE","14","G","02498464"
"98819","49","ADDED","approved","MAGNESIUM CHLORIDE","24","MG","02498421"
"98900","20396","ADDED","approved","OLMESARTAN MEDOXOMIL","40","MG","02499266"
"98853","9197","ADDED","approved","SODIUM BICARBONATE","4200","MG","02498790"
"98822","8865","ADDED","approved","GLYCINE","824","MG","02498464"
"98829","6731","ADDED","approved","DIGOXIN","0.25","MG","02498529"
"98608","21173","ADDED","approved","FAMPRIDINE","10","MG","02496216"
"91077","13119","Changed","active","GLUTARAL","7","%","02426161"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"5974","623","Changed","active","IVERMECTIN","0.08","%","00622125"
"20290","10292","Changed","active","SODIUM ACETATE","205","MG","02142376"
"20290","49","Changed","active","MAGNESIUM CHLORIDE","24","MG","02142376"
"15868","49","Changed","active","MAGNESIUM CHLORIDE","24","MG","02014068"
"15868","10292","Changed","active","SODIUM ACETATE","205","MG","02014068"
"98819","7217","ADDED","approved","METHIONINE","320","MG","02498421"
"98859","4068","ADDED","approved","LEVODOPA","50","MG","02498855"
"98819","897","ADDED","approved","L-TYROSINE","32","MG","02498421"
"98820","2963","ADDED","approved","ALANINE","1242","MG","02498448"
"98870","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.034","%","02498987"
"98921","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","5.07","%","02499479"
"98887","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","6.288","%","02499134"
"98820","10237","ADDED","approved","HISTIDINE","288","MG","02498448"
"98816","42","ADDED","approved","DEXTROSE","10","G","02498413"
"98816","8865","ADDED","approved","GLYCINE","824","MG","02498413"
"98822","10237","ADDED","approved","HISTIDINE","384","MG","02498464"
"98923","10021","ADDED","approved","CITRIC ACID","4.5","%","02499495"
"98816","938","ADDED","approved","L-ARGININE","920","MG","02498413"
"98904","20122","ADDED","approved","DASATINIB","50","MG","02499304"
"98855","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.1","%","02498812"
"98864","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02498928"
"98924","13323","ADDED","approved","ETONOGESTREL","68","MG","02499509"
"98938","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","2","%","02499657"
"98859","2370","ADDED","approved","CARBIDOPA","12.5","MG","02498855"
"98821","10238","ADDED","approved","TRYPTOPHAN","144","MG","02498456"
"98898","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02499231"
"98873","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.025","%","02499010"
"98910","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","60","MG","02499363"
"98822","2963","ADDED","approved","ALANINE","1656","MG","02498464"
"98873","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.01","%","02499010"
"98820","10238","ADDED","approved","TRYPTOPHAN","108","MG","02498448"
"98887","197","ADDED","approved","BENZALKONIUM CHLORIDE","4.192","%","02499134"
"98921","197","ADDED","approved","BENZALKONIUM CHLORIDE","3.38","%","02499479"
"98928","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02499541"
