drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"613","active","active","00023450","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"769","active","active","00023442","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"1036","active","active","00022772","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"1037","active","active","00022780","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"1086","active","active","00023698","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"4471","active","active","00548359","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"4472","active","active","00548367","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"4938","active","active","00561290","PROJECT CLEAN INC","MAXIM TECHNOLOGIES INC"
"9172","active","active","00771376","AA PHARMA INC","APOTEX INC"
"9173","active","active","00771384","AA PHARMA INC","APOTEX INC"
"12662","active","active","01962817","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"12938","active","active","00878928","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"12939","active","active","00878936","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"13392","active","active","01962779","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"13635","active","active","01938126","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","MERIAL CANADA INC"
"13685","active","active","00723770","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"13686","active","active","00813958","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"13907","active","active","01966294","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"15944","active","active","02084260","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"15945","active","active","02084279","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"16210","active","active","02084287","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"18005","active","active","02132702","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"49973","active","active","02230711","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"49974","active","active","02230713","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"49975","active","active","02230714","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"50823","active","active","02231493","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"60600","active","active","02237279","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"60601","active","active","02237280","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"60603","active","active","02237282","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63199","active","active","02239717","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63200","active","active","02239718","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63248","active","active","02239766","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63249","active","active","02239767","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63250","active","active","02239768","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63442","active","active","02239941","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"63443","active","active","02239942","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"66078","active","active","02242367","CHEPLAPHARM ARZNEIMITTEL GMBH","VALEANT CANADA LP/VALEANT CANADA S.E.C."
"66964","active","active","02243097","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"67776","active","active","02243835","SANDOZ CANADA INCORPORATED","NOVARTIS PHARMACEUTICALS CANADA INC"
"70547","active","active","02246380","HENKEL CANADA CORPORATION","SUN PRODUCTS CANADA"
"70807","active","active","02246619","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"73050","active","active","02248686","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"74152","active","active","02256290","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"74153","active","active","02256304","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75379","active","active","02268418","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75380","active","active","02268426","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75381","active","active","02268434","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75383","active","active","02268450","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75385","active","active","02268477","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75386","active","active","02268485","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75875","active","active","02273268","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75747","active","active","02271931","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"75748","active","active","02271958","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"75873","active","active","02273233","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75874","active","active","02273241","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75876","active","active","02273276","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75877","active","active","02273284","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75878","active","active","02273292","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75879","active","active","02273306","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75880","active","active","02273314","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"78168","active","active","02296349","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78169","active","active","02296357","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78389","active","active","02298597","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"78392","active","active","02298600","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"78393","active","active","02298619","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"78394","active","active","02298627","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"80855","active","active","02323052","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"80856","active","active","02323060","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"82774","active","active","02342235","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"82775","active","active","02342243","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84104","active","active","02355841","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"84775","active","active","02362759","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84776","active","active","02362767","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84777","active","active","02362775","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84778","active","active","02362783","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84779","active","active","02362791","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84780","active","active","02362805","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84781","active","active","02362813","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"84782","active","active","02362821","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"85817","active","active","02373041","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"85818","active","active","02373068","UPJOHN CANADA ULC","GENMED A DIVISION OF PFIZER CANADA ULC"
"86591","active","active","02380072","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"86592","active","active","02380080","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"86593","active","active","02380099","SUN PHARMA CANADA INC","RANBAXY PHARMACEUTICALS CANADA INC."
"86756","active","active","02381702","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"87880","active","active","02393581","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"87881","active","active","02393603","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"88592","active","active","02401193","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"88945","active","active","02404656","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"89797","active","active","02413299","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"89798","active","active","02413302","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"89799","active","active","02413310","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"89842","active","active","02413795","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"92058","active","active","02436256","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"92155","active","active","02437252","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"92156","active","active","02437279","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"92157","active","active","02437260","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"93234","active","active","02446820","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"94081","active","active","02454297","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"94082","active","active","02454300","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"95550","active","active","02467100","BEIERSDORF CANADA INC","BAYER INC"
"95863","active","active","02469774","JUNO PHARMACEUTICALS CORP.","MDA INC."
"96093","active","active","02471744","STAPLES CANADA INC.","STAPLES BUSINESS ADVANTAGE"
"97095","active","active","02480425","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"97096","active","active","02480433","RECORDATI RARE DISEASES CANADA INC","NOVARTIS PHARMACEUTICALS CANADA INC"
"98083","active","active","02490773","JUNO PHARMACEUTICALS CORP.","MDA INC."
"43612","approved","approved","00878901","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"73051","approved","approved","02248687","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"75382","approved","approved","02268442","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"75384","approved","approved","02268469","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"86755","approved","approved","02381699","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"86894","approved","approved","02383179","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"86900","active","approved","02383233","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"89790","approved","approved","02413221","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"90481","approved","approved","02420228","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
"90778","approved","approved","02423057","JAMP PHARMA CORPORATION","MARCAN PHARMACEUTICALS INC"
"90779","approved","approved","02423065","JAMP PHARMA CORPORATION","MARCAN PHARMACEUTICALS INC"
"92713","approved","approved","02442752","STRIDES PHARMA CANADA INC","MYLAN PHARMACEUTICALS ULC"
