drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"98885","56","POWDER FOR SOLUTION","ADDED","02499096"
"98901","134","SOLUTION","ADDED","02499274"
"98899","85","TABLET","ADDED","02499258"
"98836","32","KIT","ADDED","02498618"
"10517","134","SOLUTION","ADDED","00060410"
"98897","5","CAPSULE","ADDED","02499223"
"98920","98","SPRAY","ADDED","02499460"
"98870","134","SOLUTION","ADDED","02498987"
"98834","56","POWDER FOR SOLUTION","ADDED","02498588"
"90874","34","LIQUID","REMOVED","02424010"
"98866","85","TABLET","ADDED","02498944"
"92600","56","POWDER FOR SOLUTION","ADDED","02441616"
"98859","85","TABLET","ADDED","02498855"
"98833","56","POWDER FOR SOLUTION","ADDED","02498561"
"98861","85","TABLET","ADDED","02498871"
"98832","32","KIT","ADDED","02498553"
"98829","85","TABLET","ADDED","02498529"
"98837","56","POWDER FOR SOLUTION","ADDED","02498626"
"98809","134","SOLUTION","ADDED","02498316"
"98914","85","TABLET","ADDED","02499428"
"98893","134","SOLUTION","ADDED","02499185"
"98850","109","TABLET (DELAYED-RELEASE)","ADDED","02498715"
"98854","134","SOLUTION","ADDED","02498804"
"98865","114","GEL","ADDED","02498936"
"98888","85","TABLET","ADDED","02499126"
"98862","85","TABLET","ADDED","02498898"
"98923","98","SPRAY","ADDED","02499495"
"98929","85","TABLET","ADDED","02499568"
"98906","85","TABLET","ADDED","02499320"
"98900","85","TABLET","ADDED","02499266"
"98880","134","SOLUTION","ADDED","02499037"
"98821","134","SOLUTION","ADDED","02498456"
"98896","85","TABLET","ADDED","02499215"
"98848","5","CAPSULE","ADDED","02498693"
"98847","5","CAPSULE","ADDED","02498685"
"98871","134","SOLUTION","ADDED","02498995"
"98923","134","SOLUTION","ADDED","02499495"
"98820","134","SOLUTION","ADDED","02498448"
"98913","85","TABLET","ADDED","02499401"
"98868","114","GEL","ADDED","02498960"
"98883","56","POWDER FOR SOLUTION","ADDED","02499061"
"98849","5","CAPSULE","ADDED","02498707"
"98562","134","SOLUTION","ADDED","02495724"
"98835","32","KIT","ADDED","02498596"
"90874","134","SOLUTION","ADDED","02424010"
"98942","134","SOLUTION","ADDED","02499703"
"98830","56","POWDER FOR SOLUTION","ADDED","02498537"
"98869","105","WIPE","ADDED","02498979"
"10517","34","LIQUID","REMOVED","00060410"
"98831","32","KIT","ADDED","02498545"
"98864","114","GEL","ADDED","02498928"
"98874","134","SOLUTION","ADDED","02499029"
"98853","134","SOLUTION","ADDED","02498790"
"98894","85","TABLET","ADDED","02499193"
"98872","98","SPRAY","ADDED","02499002"
"98837","32","KIT","ADDED","02498626"
"98860","85","TABLET","ADDED","02498863"
"98907","85","TABLET","ADDED","02499339"
"91110","134","SOLUTION","ADDED","02426528"
"98915","85","TABLET","ADDED","02499436"
"98832","56","POWDER FOR SOLUTION","ADDED","02498553"
"98867","85","TABLET","ADDED","02498952"
"98833","32","KIT","ADDED","02498561"
"98930","85","TABLET","ADDED","02499576"
"98834","32","KIT","ADDED","02498588"
"98891","98","SPRAY","ADDED","02499169"
"19556","34","LIQUID","REMOVED","02169622"
"98881","114","GEL","ADDED","02499045"
"98608","75","TABLET (EXTENDED-RELEASE)","ADDED","02496216"
"98819","134","SOLUTION","ADDED","02498421"
"98938","114","GEL","ADDED","02499657"
"98836","56","POWDER FOR SOLUTION","ADDED","02498618"
"98937","98","SPRAY","ADDED","02499649"
"98921","134","SOLUTION","ADDED","02499479"
"98872","134","SOLUTION","ADDED","02499002"
"4938","34","LIQUID","REMOVED","00561290"
"76443","34","LIQUID","REMOVED","02278863"
"98916","134","SOLUTION","ADDED","02499444"
"98928","134","SOLUTION","ADDED","02499541"
"98887","134","SOLUTION","ADDED","02499134"
"73352","34","LIQUID","REMOVED","02248971"
"98908","85","TABLET","ADDED","02499347"
"19555","34","LIQUID","REMOVED","02169630"
"98863","85","TABLET","ADDED","02498901"
"98884","56","POWDER FOR SOLUTION","ADDED","02499088"
"98891","134","SOLUTION","ADDED","02499169"
"98873","134","SOLUTION","ADDED","02499010"
"91284","34","LIQUID","REMOVED","02428350"
"98822","134","SOLUTION","ADDED","02498464"
"98905","85","TABLET","ADDED","02499312"
"98910","85","TABLET","ADDED","02499363"
"19556","134","SOLUTION","ADDED","02169622"
"98831","56","POWDER FOR SOLUTION","ADDED","02498545"
"98830","32","KIT","ADDED","02498537"
"98816","134","SOLUTION","ADDED","02498413"
"98835","56","POWDER FOR SOLUTION","ADDED","02498596"
"98902","85","TABLET","ADDED","02499282"
"98909","85","TABLET","ADDED","02499355"
"91110","34","LIQUID","REMOVED","02426528"
"98890","134","SOLUTION","ADDED","02499150"
"98904","85","TABLET","ADDED","02499304"
"98851","109","TABLET (DELAYED-RELEASE)","ADDED","02498723"
"98931","85","TABLET","ADDED","02499584"
"98933","105","WIPE","ADDED","02499606"
"98889","98","SPRAY","ADDED","02499142"
"98828","85","TABLET","ADDED","02498510"
"98855","134","SOLUTION","ADDED","02498812"
"91284","134","SOLUTION","ADDED","02428350"
"19555","134","SOLUTION","ADDED","02169630"
"73352","134","SOLUTION","ADDED","02248971"
"98827","85","TABLET","ADDED","02498502"
"98924","30","IMPLANT","ADDED","02499509"
"98852","134","SOLUTION","ADDED","02498782"
"98939","98","SPRAY","ADDED","02499673"
"76443","134","SOLUTION","ADDED","02278863"
"4938","134","SOLUTION","ADDED","00561290"
"98856","134","SOLUTION","ADDED","02498820"
"98945","134","SOLUTION","ADDED","02499746"
"98895","85","TABLET","ADDED","02499207"
"98838","134","SOLUTION","ADDED","02498634"
"97285","75","TABLET (EXTENDED-RELEASE)","ADDED","02482398"
"98920","134","SOLUTION","ADDED","02499460"
"98892","134","SOLUTION","ADDED","02499177"
"98898","114","GEL","ADDED","02499231"
"98932","85","TABLET","ADDED","02499592"
"98911","85","TABLET","ADDED","02499371"
