drug_code,drug_identification_number,current_brand_name,previous_brand_name
"10516","00060437","OSMITROL INJECTION 20%","OSMITROL 20% INJ USP"
"10517","00060410","OSMITROL INJECTION 10%","OSMITROL 10% INJ USP"
"12662","01962817","ZOLOFT","ZOLOFT CAP 50MG"
"13392","01962779","ZOLOFT","ZOLOFT CAP 100MG"
"13635","01938126","ANAFEN","ANAFEN (KETOPROFEN INJECTION)"
"13685","00723770","XANAX","XANAX TAB 1MG"
"15944","02084260","NEURONTIN","NEURONTIN CAP 100MG"
"15945","02084279","NEURONTIN","NEURONTIN CAP 300MG"
"16210","02084287","NEURONTIN","NEURONTIN CAP 400MG"
"2148","00299561","CREO-RECTAL ADULTES/ADULTS","CREO-RECTAL ADULTE"
"31361","02139561","OXYTOCIN INJECTION, USP","OXYTOCIN INJECTION"
"4472","00548367","XANAX","XANAX TAB 0.5MG"
"4938","00561290","MAXIM CYNDET","CYNDET"
"60245","02236951","SEROQUEL","SEROQUEL TAB 25MG"
"60246","02236952","SEROQUEL","SEROQUEL TAB 100MG"
"60247","02236953","SEROQUEL","SEROQUEL TAB 200MG"
"63199","02239717","NEURONTIN","NEURONTIN 600MG"
"63200","02239718","NEURONTIN","NEURONTIN 800MG"
"68066","02244107","SEROQUEL","SEROQUEL 300 MG"
"80234","02316846","TEVA-ROPINIROLE","ACT ROPINIROLE"
"80235","02316854","TEVA-ROPINIROLE","ACT ROPINIROLE"
"80236","02316862","TEVA-ROPINIROLE","ACT ROPINIROLE"
"80237","02316870","TEVA-ROPINIROLE","ACT ROPINIROLE"
"86591","02380072","TARO-VENLAFAXINE XR","RAN-VENLAFAXINE XR"
"86592","02380080","TARO-VENLAFAXINE XR","RAN-VENLAFAXINE XR"
"86593","02380099","TARO-VENLAFAXINE XR","RAN-VENLAFAXINE XR"
"90874","02424010","ARRAY DISINFECTANT & NO RINSE QUAT SANITIZER","CLEAN ESSENTIALS DISINFECTANT & NO RINSE QUAT SANITIZER"
"9172","00771376","AA-DILTIAZ","APO-DILTIAZ"
"9173","00771384","AA-DILTIAZ","APO-DILTIAZ"
"92056","02436221","LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE INJECTION USP","LIDOCAINE 2% AND EPINEPHRINE 1:100,000 INJECTION"
"64453","02240862","SEROQUEL","SEROQUEL 150 MG"
"90778","02423057","JAMP BOSENTAN","IPG-BOSENTAN"
"90779","02423065","JAMP BOSENTAN","IPG-BOSENTAN"
