drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98821","49","INTRAVENOUS","ADDED","02498456"
"98894","56","ORAL","ADDED","02499193"
"98864","70","TOPICAL","ADDED","02498928"
"98871","70","TOPICAL","ADDED","02498995"
"98848","29","INHALATION","ADDED","02498693"
"98933","70","TOPICAL","ADDED","02499606"
"98884","49","INTRAVENOUS","ADDED","02499088"
"98836","49","INTRAVENOUS","ADDED","02498618"
"98869","93","DISINFECTANT (Domestic)","ADDED","02498979"
"98849","29","INHALATION","ADDED","02498707"
"98939","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02499673"
"98889","93","DISINFECTANT (Domestic)","ADDED","02499142"
"98921","8","DISINFECTANT (Food Premises)","ADDED","02499479"
"98891","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499169"
"98900","56","ORAL","ADDED","02499266"
"98562","49","INTRAVENOUS","ADDED","02495724"
"98832","49","INTRAVENOUS","ADDED","02498553"
"98896","56","ORAL","ADDED","02499215"
"98929","56","ORAL","ADDED","02499568"
"98862","56","ORAL","ADDED","02498898"
"98888","56","ORAL","ADDED","02499126"
"98891","8","DISINFECTANT (Food Premises)","ADDED","02499169"
"98921","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499479"
"98906","56","ORAL","ADDED","02499320"
"98872","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499002"
"98820","49","INTRAVENOUS","ADDED","02498448"
"98874","2","DISINFECTANT (Barn)","ADDED","02499029"
"98873","8","DISINFECTANT (Food Premises)","ADDED","02499010"
"98889","8","DISINFECTANT (Food Premises)","ADDED","02499142"
"98921","93","DISINFECTANT (Domestic)","ADDED","02499479"
"98851","56","ORAL","ADDED","02498723"
"98945","104","TOPICAL (HOUSEHOLD)","ADDED","02499746"
"98939","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499673"
"98914","56","ORAL","ADDED","02499428"
"98829","56","ORAL","ADDED","02498529"
"98892","49","INTRAVENOUS","ADDED","02499177"
"98939","8","DISINFECTANT (Food Premises)","ADDED","02499673"
"98891","93","DISINFECTANT (Domestic)","ADDED","02499169"
"98889","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499142"
"98861","56","ORAL","ADDED","02498871"
"98916","105","TOPICAL (COMMERCIAL)","ADDED","02499444"
"98859","56","ORAL","ADDED","02498855"
"98873","93","DISINFECTANT (Domestic)","ADDED","02499010"
"98928","105","TOPICAL (COMMERCIAL)","ADDED","02499541"
"98866","56","ORAL","ADDED","02498944"
"98869","94","DISINFECTANT (Institutional/Industrial)","ADDED","02498979"
"98911","56","ORAL","ADDED","02499371"
"98897","56","ORAL","ADDED","02499223"
"98887","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02499134"
"98899","56","ORAL","ADDED","02499258"
"98809","49","INTRAVENOUS","ADDED","02498316"
"76443","94","DISINFECTANT (Institutional/Industrial)","ADDED","02278863"
"98872","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02499002"
"98854","65","SUBCUTANEOUS","ADDED","02498804"
