tm_code,tm_formal_name,tm_fr_description,changes
8000940,alcohol anhydrous and butanediol and propyl alcohol and propylene glycol,alcool anhydre et butanédiol et alcool propylique et propylène glycol,CHANGED
8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s,facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s,CHANGED
8002047,paclitaxel,paclitaxel,CHANGED
8000912,alcohol anhydrous and chlorhexidine,alcool anhydre et chlorhexidine,CHANGED
8002088,acetic acid and sodium acetate,acide acétique et acétate de sodium,CHANGED
8001539,trifluridine,trifluridine,"tm_status_effective_time: ""20201008"" -> ""20221213"""
e9b240d8c0d5f22994e4d7896c6beee9,diamorphine,diamorphine,ADDED
8001615,chloroxylenol,chloroxylénol,CHANGED
8002282,fibrinogen human and thrombin human,fibrinogène humaine et thrombine humaine,CHANGED
8001887,arsenic trioxide,trioxyde d'arsénic,"tm_status_effective_time: ""20130909"" -> ""20191220"""
56d05cfea50f42d34767088abe6ea418,treosulfan,tréosulfan,ADDED
8001878,sodium iodide,iodure de sodium,CHANGED
099d0362a978392945f606964f16c88a,davesomeran and elasomeran,davésoméran et élasoméran,ADDED
b02bd3a639b5cea8a3448875dbc84122,benzyl alcohol and lidocaine,alcool benzylique et lidocaïne,ADDED
8000796,benzalkonium,benzalkonium,CHANGED
8001870,potassium chloride,chlorure de potassium,CHANGED
8002215,amphotericin B,amphotéricine B,CHANGED
910ca5a18fc9c4ac9c8c15f4323a6aac,cytarabine and daunorubicin,cytarabine et daunorubicine,ADDED
8001757,doxorubicin,doxorubicine,CHANGED
8001579,benzethonium,benzéthonium,CHANGED
8002154,potassium phosphate dibasic and potassium phosphate monobasic,phosphate de potassium dibasique et phosphate de potassium monobasique,CHANGED
8001976,triclosan,triclosan,CHANGED
13b9c5485a5dae25afc0e0c660688026,tecovirimat,técovirimat,ADDED
35ec2d0fc63046bf5a3b0fb197039f6f,chlormethine,chlorméthine,ADDED
8001476,follitropin beta,follitropine bêta,CHANGED
8001659,glycopyrrolate,glycopyrrolate,DELETED
8002161,sodium bicarbonate,bicarbonate de sodium,CHANGED
8000053,betamethasone (base),bétaméthasone (base),DELETED
8001004,benzoyl peroxide and salicylic acid,peroxyde de benzoyle et acide salicylique,CHANGED
72a228394bae37fa42b9757680afe136,elasomeran and imelasomeran,élasoméran et imélasoméran,ADDED
8002160,sodium acetate,acétate de sodium,CHANGED
8001098,asparaginase,asparaginase,CHANGED
8001844,magnesium chloride,chlorure de magnésium,CHANGED
