ntp_code,ntp_formal_name,ntp_fr_description,changes
9000083,acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet,acétaminophène 325 mg et citrate de caféine 30 mg et phosphate de codéine 15 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19751231"" -> ""20200228"""
9000084,acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet,acétaminophène 325 mg et citrate de caféine 30 mg et phosphate de codéine 30 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19751231"" -> ""20190402"""
9000632,salbutamol (salbutamol sulfate) 2 mg oral tablet,salbutamol (sulfate de salbutamol) 2 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19951231"" -> ""20181220"""
9000633,salbutamol (salbutamol sulfate) 4 mg oral tablet,salbutamol (sulfate de salbutamol) 4 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19951231"" -> ""20180712"""
9002017,dipyridamole 75 mg oral tablet,dipyridamole 75 mg comprimé oral,"ntp_status_effective_time: ""20201003"" -> ""20210812"""
9002897,stavudine 20 mg oral capsule,stavudine 20 mg capsule orale,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19960730"" -> ""20200331"""
9005206,ingenol mebutate 0.015 % cutaneous gel,"mébutate d'ingénol 0,015 % gel cutané","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20130321"" -> ""20201014"""
9006186,benzoyl peroxide 5 % cutaneous ointment,peroxyde de benzoyle 5 % pommade cutanée,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20170531"" -> ""20200622"""
9010502,mesalazine 800 mg gastro-resistant tablet,mésalazine 800 mg comprimé gastrorésistant,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20050613"" -> ""20210127"""
9012802,ertugliflozin 5 mg oral tablet,ertugliflozine 5 mg comprimé oral,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20180528"" -> ""20210203"""
9014127,octacog alfa 1000 unit per vial powder for solution for injection with diluent solution,octacog alfa 1000 unité par fiole poudre pour solution injectable avec solution diluante,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20061006"" -> ""20210722"""
9014129,octacog alfa 1500 unit per vial powder for solution for injection with diluent solution,octacog alfa 1500 unité par fiole poudre pour solution injectable avec solution diluante,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20061006"" -> ""20210722"""
9014130,octacog alfa 2000 unit per vial powder for solution for injection with diluent solution,octacog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20080904"" -> ""20210722"""
9014132,octacog alfa 250 unit per vial powder for solution for injection with diluent solution,octacog alfa 250 unité par fiole poudre pour solution injectable avec solution diluante,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20120116"" -> ""20210722"""
9014134,octacog alfa 3000 unit per vial powder for solution for injection with diluent solution,octacog alfa 3000 unité par fiole poudre pour solution injectable avec solution diluante,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20100105"" -> ""20210722"""
9014136,octacog alfa 500 unit per vial powder for solution for injection with diluent solution,octacog alfa 500 unité par fiole poudre pour solution injectable avec solution diluante,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20120305"" -> ""20210722"""
9014566,dextromethorphan hydrobromide 20 mg per 30 mL and guaifenesin 400 mg per 30 mL and phenylephrine hydrochloride 10 mg per 30 mL syrup,bromhydrate de dextrométhorphane 20 mg par 30 mL et guaïfénésine 400 mg par 30 mL et chlorhydrate de phényléphrine 10 mg par 30 mL sirop,ADDED
9014574,acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 20 mg per 30 mL and doxylamine succinate 12.5 mg per 30 mL and phenylephrine hydrochloride 10 mg per 30 mL syrup,"acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 20 mg par 30 mL et succinate de doxylamine 12,5 mg par 30 mL et chlorhydrate de phényléphrine 10 mg par 30 mL sirop",ADDED
