drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
3453,00465283,HYDREA (hydroxyurée 500 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA,hydroxyurée 500 mg capsule orale,hydroxyurée,"mp_fr_description: ""HYDREA ̲C̲A̲P̲ ̲5̲0̲0̲M̲G̲ (hydroxyurée 500 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA"" -> ""HYDREA (hydroxyurée 500 mg capsule orale) BRISTOL-MYERS SQUIBB CANADA"""
5569,00566810,"HYDROPHIL ONT (huile minérale lourde 64,5 % et urée 5 % pommade cutanée) OMEGA LABORATORIES LIMITED","huile minérale lourde 64,5 % et urée 5 % pommade cutanée",huile minérale lourde et urée,"mp_fr_description: ""HYDROPHIL ONT (huile minérale lourde 64,5 % et urée 5 % pommade cutanée) OMEGA LABORATORIES LTD"" -> ""HYDROPHIL ONT (huile minérale lourde 64,5 % et urée 5 % pommade cutanée) OMEGA LABORATORIES LI̲M̲I̲TE̲D"""
5704,00582654,AMINOPHYLLINE INJ 50MG/ML (aminophylline 500 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,aminophylline 500 mg par 10 mL solution injectable fiole,aminophylline,"mp_fr_description: ""AMINOPHYLLINE INJ 50MG/ML (aminophylline 500 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LTD"" -> ""AMINOPHYLLINE INJ 50MG/ML (aminophylline 500 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LI̲M̲I̲TE̲D"""
5705,00582662,AMINOPHYLLINE INJ 25MG/ML (aminophylline 250 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,aminophylline 250 mg par 10 mL solution injectable fiole,aminophylline,"mp_fr_description: ""AMINOPHYLLINE INJ 25MG/ML (aminophylline 250 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LTD"" -> ""AMINOPHYLLINE INJ 25MG/ML (aminophylline 250 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LI̲M̲I̲TE̲D"""
6054,00622885,ODAN-TROPICAMIDE (tropicamide 1 % gouttes ophtalmiques) ODAN LABORATORIES LTD,tropicamide 1 % gouttes ophtalmiques,tropicamide,ADDED
6261,00623571,SALIJECT 570MG/ML (salicylate de sodium 5700 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,salicylate de sodium 5700 mg par 10 mL solution injectable fiole,salicylate de sodium,"mp_fr_description: ""SALIJECT 570MG/ML (salicylate de sodium 5700 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LTD"" -> ""SALIJECT 570MG/ML (salicylate de sodium 5700 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LI̲M̲I̲TE̲D"""
6512,00648019,METOPROLOL-L (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE,tartrate de métoprolol 50 mg comprimé oral,métoprolol,"mp_fr_description: ""METOPROLOL-5̲0̲ (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE"" -> ""METOPROLOL-L̲ (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE"""
6513,00648027,METOPROLOL-L (tartrate de métoprolol 100 mg comprimé oral) PRO DOC LIMITEE,tartrate de métoprolol 100 mg comprimé oral,métoprolol,"mp_fr_description: ""METOPROLOL-1̲0̲0̲ (tartrate de métoprolol 100 mg comprimé oral) PRO DOC LIMITEE"" -> ""METOPROLOL-L̲ (tartrate de métoprolol 100 mg comprimé oral) PRO DOC LIMITEE"""
8275,00511234,TROMBOJECT 1% INJ 10MG/ML (tétradécyl sulfate de sodium 20 mg par 2 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,tétradécyl sulfate de sodium 20 mg par 2 mL solution injectable fiole,tétradécyl sulfate de sodium,"mp_fr_description: ""TROMBOJECT 1% INJ 10MG/ML (tétradécyl sulfate de sodium 20 mg par 2 mL solution injectable fiole) OMEGA LABORATORIES LTD"" -> ""TROMBOJECT 1% INJ 10MG/ML (tétradécyl sulfate de sodium 20 mg par 2 mL solution injectable fiole) OMEGA LABORATORIES LI̲M̲I̲TE̲D"""
10705,00614262,NITROJECT INJ 1MG/ML (nitroglycérine 10 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED,nitroglycérine 10 mg par 10 mL solution injectable fiole,nitroglycérine,"mp_fr_description: ""NITROJECT INJ 1MG/ML (nitroglycérine 10 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LTD"" -> ""NITROJECT INJ 1MG/ML (nitroglycérine 10 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LI̲M̲I̲TE̲D"""
