drug_code,drug_identification_number,current_brand_name,previous_brand_name
"19729","02194333","TEGRETOL SUSPENSION","TEGRETOL - SUS 100MG/5ML"
"2219","00030600","SOLU-CORTEF","SOLU-CORTEF 100 MG ACT-O-VIAL"
"2220","00030619","SOLU-CORTEF","SOLU-CORTEF 250 MG ACT-O-VIAL"
"2221","00030627","SOLU-CORTEF","SOLU-CORTEF 500 MG ACT-O-VIAL"
"2222","00030635","SOLU-CORTEF","SOLU-CORTEF 1 GM ACT-O-VIAL"
"43395","02224135","ARIMIDEX","ARIMIDEX TAB 1MG"
"71082","02246859","AA-FENO-SUPER","APO-FENO-SUPER"
"71083","02246860","AA-FENO-SUPER","APO-FENO-SUPER"
"777","00010405","TEGRETOL","TEGRETOL 200MG"
"78500","02299623","PIPERACILLIN AND TAZOBACTAM FOR INJECTION","PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION"
"78501","02299631","PIPERACILLIN AND TAZOBACTAM FOR INJECTION","PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION"
"78502","02299658","PIPERACILLIN AND TAZOBACTAM FOR INJECTION","PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION"
"81627","02330547","PIPERACILLIN AND TAZOBACTAM FOR INJECTION","PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION"
"8373","00773611","TEGRETOL CR","TEGRETOL CR TAB 200MG"
"8374","00755583","TEGRETOL CR","TEGRETOL CR TAB 400MG"
"88038","02395274","TEVA-TEMOZOLOMIDE","ACT TEMOZOLOMIDE"
"88039","02395282","TEVA-TEMOZOLOMIDE","ACT TEMOZOLOMIDE"
"88040","02395290","TEVA-TEMOZOLOMIDE","ACT TEMOZOLOMIDE"
"88042","02395312","TEVA-TEMOZOLOMIDE","ACT TEMOZOLOMIDE"
"92362","02439239","TEVA-AMPHETAMINE XR","ACT AMPHETAMINE XR"
"92363","02439247","TEVA-AMPHETAMINE XR","ACT AMPHETAMINE XR"
"92364","02439255","TEVA-AMPHETAMINE XR","ACT AMPHETAMINE XR"
"92365","02439263","TEVA-AMPHETAMINE XR","ACT AMPHETAMINE XR"
"92366","02439271","TEVA-AMPHETAMINE XR","ACT AMPHETAMINE XR"
"92367","02439298","TEVA-AMPHETAMINE XR","ACT AMPHETAMINE XR"
"92553","02441160","TEVA-TEMOZOLOMIDE","ACT TEMOZOLOMIDE"
"94931","02461641","JAMP OLMESARTAN","JAMP-OLMESARTAN"
"94932","02461668","JAMP OLMESARTAN","JAMP-OLMESARTAN"
"3920","00402699","APO-CARBAMAZEPINE","APO CARBAMAZEPINE TAB 200MG"
"43438","02225964","APO-TEMAZEPAM","TEMAZEPAM"
"43439","02225972","APO-TEMAZEPAM","TEMAZEPAM"
"87523","02389754","TARO-MYCOPHENOLATE","RAN-MYCOPHENOLATE"
"93997","02453428","TARO-TACROLIMUS","RAN-TACROLIMUS"
"96301","02473615","GLYCOPYRRONIUM (AS BROMIDE) / FORMOTEROL FUMARATE DIHYDRATE PRESSURIZED INHALATION AEROSOL","GLYCOPYRRONIUM (AS BROMIDE) / FORMOTEROL"
"99948","02510243","ALTRENO","RETIN-A"
