drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98528","56","ORAL","ADDED","02495368"
"101066","56","ORAL","ADDED","02521474"
"100275","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02513552"
"101082","56","ORAL","ADDED","02521644"
"100921","2","DISINFECTANT (Barn)","ADDED","02519984"
"101040","56","ORAL","ADDED","02521180"
"100206","8","DISINFECTANT (Food Premises)","ADDED","02512807"
"100174","8","DISINFECTANT (Food Premises)","ADDED","02512459"
"101060","49","INTRAVENOUS","ADDED","02521407"
"101072","49","INTRAVENOUS","ADDED","02521539"
"101116","8","DISINFECTANT (Food Premises)","ADDED","02521997"
"100459","2","DISINFECTANT (Barn)","ADDED","02515202"
"100344","8","DISINFECTANT (Food Premises)","ADDED","02514273"
"100268","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02513471"
"101076","56","ORAL","ADDED","02521571"
"100277","93","DISINFECTANT (Domestic)","ADDED","02513587"
"101055","56","ORAL","ADDED","02521350"
"100336","93","DISINFECTANT (Domestic)","ADDED","02514192"
"101095","56","ORAL","ADDED","02521768"
"100174","93","DISINFECTANT (Domestic)","ADDED","02512459"
"101074","56","ORAL","ADDED","02521555"
"101116","93","DISINFECTANT (Domestic)","ADDED","02521997"
"100275","8","DISINFECTANT (Food Premises)","ADDED","02513552"
"101012","56","ORAL","ADDED","02520885"
"101049","56","ORAL","ADDED","02521261"
"100275","94","DISINFECTANT (Institutional/Industrial)","ADDED","02513552"
"99515","56","ORAL","ADDED","02505770"
"100206","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02512807"
"98690","56","ORAL","ADDED","02497034"
"101031","56","ORAL","ADDED","02521083"
"101097","8","DISINFECTANT (Food Premises)","ADDED","02521784"
"101019","56","ORAL","ADDED","02520958"
"100480","93","DISINFECTANT (Domestic)","ADDED","02515393"
"100498","56","ORAL","ADDED","02515571"
"100277","8","DISINFECTANT (Food Premises)","ADDED","02513587"
"101098","8","DISINFECTANT (Food Premises)","ADDED","02521792"
"100336","8","DISINFECTANT (Food Premises)","ADDED","02514192"
"100268","8","DISINFECTANT (Food Premises)","ADDED","02513471"
"101116","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02521997"
"100344","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02514273"
"100174","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02512459"
"101042","49","INTRAVENOUS","ADDED","02521296"
"101020","56","ORAL","ADDED","02520966"
"101038","56","ORAL","ADDED","02521164"
"101039","55","OPHTHALMIC","ADDED","02521172"
"101015","2","DISINFECTANT (Barn)","ADDED","02520915"
"100206","93","DISINFECTANT (Domestic)","ADDED","02512807"
"83161","2","DISINFECTANT (Barn)","ADDED","02346184"
"100268","94","DISINFECTANT (Institutional/Industrial)","ADDED","02513471"
"101037","56","ORAL","ADDED","02521156"
"99225","56","ORAL","ADDED","02502704"
"98359","56","ORAL","ADDED","02493594"
"101064","65","SUBCUTANEOUS","ADDED","02521458"
"98358","56","ORAL","ADDED","02493586"
"100497","56","ORAL","ADDED","02515563"
"98478","56","ORAL","ADDED","02494809"
"100231","8","DISINFECTANT (Food Premises)","ADDED","02513072"
