drug_code,drug_identification_number,current_brand_name,previous_brand_name
"101851","02529297","CITRIVIR1 WIPES","REVEL RTU WIPES"
"19418","01977415","ACETAMINOPHEN CAPLETS 325 MG","ACETAMINOPHEN CAPLET 325MG USP"
"3492","00363014","PROCTOFOAM-HC","PROCTOFOAM HC"
"92768","02443112","TEVA-OLMESARTAN / HCTZ","TEVA-OLMESARTAN / HCT"
"92771","02443120","TEVA-OLMESARTAN / HCTZ","TEVA-OLMESARTAN / HCT"
"92772","02443139","TEVA-OLMESARTAN / HCTZ","TEVA-OLMESARTAN / HCT"
"9628","00789801","ACETAMINOPHEN TABLETS 325 MG","ACETAMINOPHEN TAB 325MG USP"
"98062","02490587","NRA-DUTASTERIDE","PRIVA-DUTASTERIDE"
"103108","02542536","BUPRIXA","JUROX BUPRENORPHINE INJECTION"
"86414","02378329","JAMPLYTE","JAMPLYTE 280"
"89152","02406845","FINAL STEP/J-512 DISINFECTANT SANITIZER","FINAL STEP/J512 DISINFECTANT SANITIZER"
"102845","02539691","CITRIVIR1 RTU","REVEL RTU"
