drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"68637","active","active","02244650","ABBVIE CORPORATION","ALLERGAN INC"
"87334","active","active","02387751","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"87335","active","active","02387778","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"87336","active","active","02387786","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"101851","active","active","02529297","DIVERSEY INC","VIROX TECHNOLOGIES INC"
"88404","active","active","02399148","ABBVIE CORPORATION","ALLERGAN INC"
"89804","active","active","02413361","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"90426","active","active","02419610","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"91991","active","active","02435578","ABBVIE CORPORATION","ALLERGAN INC"
"19449","active","active","02091453","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"90423","active","active","02419580","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"90424","active","active","02419599","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"90425","active","active","02419602","BRISTOL-MYERS SQUIBB CANADA","CELGENE INC"
"90675","active","active","02422050","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"91141","active","active","02426862","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"91142","active","active","02426870","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"91143","active","active","02426889","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"91145","active","active","02426897","SUMITOMO PHARMA CANADA, INC.","SUNOVION PHARMACEUTICALS CANADA INC"
"95145","active","active","02463431","PRODUCERS AGRI-SUPPLY LTD.","LONDON DAIRY SUPPLY LTD"
"85275","dormant","dormant","02367920","SAFE FOODS CHEMICAL INNOVATIONS","PSSI CHEMICAL INNOVATIONS"
"90700","dormant","dormant","02422301","HIKMA CANADA LIMITED","STERIMAX INC"
"90701","dormant","dormant","02422328","HIKMA CANADA LIMITED","STERIMAX INC"
"90699","dormant","dormant","02422298","HIKMA CANADA LIMITED","STERIMAX INC"
"91120","dormant","dormant","02426668","PHARMASCIENCE INC","BOYD PHARMACEUTICALS INC."
"103108","approved","approved","02542536","ZOETIS CANADA INC","JUROX PTY LIMITED"
"101601","inactive","approved","02526964","2625686 ONTARIO INC OPERATING AS NUVIOR","2625686 ONTARIO INC"
"102845","approved","approved","02539691","DIVERSEY INC","VIROX TECHNOLOGIES INC"
