drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"103350","82","SYRUP","ADDED","02544865"
"103342","5","CAPSULE","ADDED","02544792"
"103347","134","SOLUTION","ADDED","02544830"
"103303","85","TABLET","ADDED","02544482"
"103334","85","TABLET","ADDED","02544733"
"102445","55","POWDER","REMOVED","02535610"
"91120","134","SOLUTION","ADDED","02426668"
"100782","17","TABLET (ENTERIC-COATED)","ADDED","02518511"
"103322","85","TABLET","ADDED","02544652"
"103293","85","TABLET","ADDED","02544377"
"102345","55","POWDER","REMOVED","02534533"
"78514","85","TABLET","ADDED","02299771"
"101819","137","CAPSULE (DELAYED RELEASE)","ADDED","02528991"
"103321","109","TABLET (DELAYED-RELEASE)","ADDED","02544644"
"100783","109","TABLET (DELAYED-RELEASE)","REMOVED","02518538"
"103286","56","POWDER FOR SOLUTION","ADDED","02544342"
"103285","56","POWDER FOR SOLUTION","ADDED","02544334"
"84385","56","POWDER FOR SOLUTION","ADDED","02358816"
"103340","151","TABLET (CHEWABLE)","ADDED","02544784"
"103282","85","TABLET","ADDED","02544296"
"103278","85","TABLET","ADDED","02544245"
"100782","109","TABLET (DELAYED-RELEASE)","REMOVED","02518511"
"85275","134","SOLUTION","ADDED","02367920"
"103294","85","TABLET","ADDED","02544385"
"102445","56","POWDER FOR SOLUTION","ADDED","02535610"
"103297","85","TABLET","ADDED","02544415"
"103296","85","TABLET","ADDED","02544407"
"103348","134","SOLUTION","ADDED","02544849"
"103346","134","SOLUTION","ADDED","02544822"
"103328","134","SOLUTION","ADDED","02544717"
"103336","85","TABLET","ADDED","02544768"
"103281","85","TABLET","ADDED","02544288"
"103283","85","TABLET","ADDED","02544318"
"100565","85","TABLET","ADDED","02516292"
"103338","2","AEROSOL","ADDED","02544776"
"103279","85","TABLET","ADDED","02544253"
"103328","98","SPRAY","ADDED","02544717"
"103324","85","TABLET","ADDED","02544679"
"101822","137","CAPSULE (DELAYED RELEASE)","ADDED","02529025"
"103304","85","TABLET","ADDED","02544490"
"85275","34","LIQUID","REMOVED","02367920"
"102864","36","LOTION","ADDED","02539926"
"103345","134","SOLUTION","ADDED","02544814"
"102345","56","POWDER FOR SOLUTION","ADDED","02534533"
"103291","56","POWDER FOR SOLUTION","ADDED","02544350"
"103284","85","TABLET","ADDED","02544326"
"78515","85","TABLET","ADDED","02299798"
"11096","134","SOLUTION","ADDED","00876534"
"100566","85","TABLET","ADDED","02516306"
"103298","85","TABLET","ADDED","02544423"
"103333","79","SUSPENSION","ADDED","02544725"
"103323","85","TABLET","ADDED","02544660"
"100074","158","SPRAY, METERED DOSE","ADDED","02511568"
"103280","85","TABLET","ADDED","02544261"
"91120","34","LIQUID","REMOVED","02426668"
"103300","85","TABLET","ADDED","02544458"
"100783","17","TABLET (ENTERIC-COATED)","ADDED","02518538"
"103335","85","TABLET","ADDED","02544741"
"103326","105","WIPE","ADDED","02544695"
"11096","34","LIQUID","REMOVED","00876534"
"103299","85","TABLET","ADDED","02544431"
"102863","36","LOTION","ADDED","02539918"
"103313","2","AEROSOL","ADDED","02544547"
"103359","85","TABLET","ADDED","02544970"
"100567","85","TABLET","ADDED","02516314"
"103295","85","TABLET","ADDED","02544393"
