ntp_code,ntp_formal_name,ntp_fr_description,changes
"9000884","fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial","fentanyl (citrate de fentanyl) 2500 mcg par 50 mL solution injectable fiole","DELETED"
"9001632","chloroquine diphosphate 250 mg oral tablet","diphosphate de chloroquine 250 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""19681231"" -> ""20200501"""
"9004524","darunavir (darunavir ethanolate) 600 mg oral tablet","darunavir (éthanolate de darunavir) 600 mg comprimé oral","DELETED"
"9004609","darunavir (darunavir ethanolate) 75 mg oral tablet","darunavir (éthanolate de darunavir) 75 mg comprimé oral","DELETED"
"9004989","chlorhexidine gluconate 4 % lotion","gluconate de chlorhexidine 4 % lotion","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20190724"" -> ""20120223"""
"9005019","darunavir (darunavir ethanolate) 150 mg oral tablet","darunavir (éthanolate de darunavir) 150 mg comprimé oral","DELETED"
"9005128","darunavir (darunavir ethanolate) 800 mg oral tablet","darunavir (éthanolate de darunavir) 800 mg comprimé oral","DELETED"
"9005560","darunavir (darunavir ethanolate) 100 mg per mL oral suspension","darunavir (éthanolate de darunavir) 100 mg par mL suspension orale","DELETED"
"9005578","cobicistat 150 mg and darunavir (darunavir ethanolate) 800 mg oral tablet","cobicistat 150 mg et darunavir (éthanolate de darunavir) 800 mg comprimé oral","DELETED"
"9012699","cobicistat 150 mg and darunavir (darunavir ethanolate) 800 mg and emtricitabine 200 mg and tenofovir alafenamide (tenofovir alafenamide hemifumarate) 10 mg oral tablet","cobicistat 150 mg et darunavir (éthanolate de darunavir) 800 mg et emtricitabine 200 mg et ténofovir alafénamide (hémifumarate de ténofovir alafénamide) 10 mg comprimé oral","DELETED"
"9013757","alpha tocopheryl acetate 20 unit and retinyl palmitate 100000 unit oral capsule","acétate de alpha-tocophéryle 20 unité et palmitate de rétinyle 100000 unité capsule orale","ntp_fr_description: ""acétate de alpha-tocophéryle) 20 unité et palmitate de rétinyle 100000 unité capsule orale"" -> ""acétate de alpha-tocophéryle 20 unité et palmitate de rétinyle 100000 unité capsule orale"""
"9013758","alpha tocopheryl acetate 40 unit and retinyl palmitate 200000 unit oral capsule","acétate de alpha-tocophéryle 40 unité et palmitate de rétinyle 200000 unité capsule orale","ntp_fr_description: ""acétate de alpha-tocophéryle) 40 unité et palmitate de rétinyle 200000 unité capsule orale"" -> ""acétate de alpha-tocophéryle 40 unité et palmitate de rétinyle 200000 unité capsule orale"""
"9013783","dextromethorphan hydrobromide 10 mg per 5 mL and guaifenesin 100 mg per 5 mL oral solution","bromhydrate de dextrométhorphane 10 mg par 5 mL et guaïfénésine 100 mg par 5 mL solution orale","ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""20060807"" -> ""20200501"""
"9014263","brivaracetam 50 mg per 5 mL oral solution","brivaracétam 50 mg par 5 mL solution orale","ADDED"
"9014264","chloroquine phosphate 250 mg oral tablet","phosphate de chloroquine 250 mg comprimé oral","ADDED"
