ntp_code,ntp_formal_name,ntp_fr_description,changes
06438b24dfe13b549ed23a896c930250,trastuzumab deruxtecan 100 mg per vial powder for solution for injection,trastuzumab déruxtécan 100 mg par fiole poudre pour solution injectable,ADDED
15be0dee5d7858c650dc2af76ac9b262,metoclopramide hydrochloride 5 mg per mL solution for injection,chlorhydrate de métoclopramide 5 mg par mL solution injectable,ADDED
297174b9e1fb32d843a5d9faee8a0097,lidocaine 0.8 % cutaneous gel,"lidocaïne 0,8 % gel cutané",ADDED
2be9b517909d54ef26640d4797f56d76,acetaminophen 650 mg per 30 mL and dextromethorphan hydrobromide 20 mL per 30 mL and doxylamine succinate 12.5 mg per 30 mL and phenylephrine hydrochloride 10 mg per 30 mL syrup,"acétaminophène 650 mg par 30 mL et bromhydrate de dextrométhorphane 20 mL par 30 mL et succinate de doxylamine 12,5 mg par 30 mL et chlorhydrate de phényléphrine 10 mg par 30 mL sirop",ADDED
81a7c3842aa5302ac2e7ca4676c47fcb,dextromethorphan hydrobromide 10 mL per 15 mL and doxylamine succinate 6.25 mg per 15 mL and phenylephrine hydrochloride 5 mg per 15 mL syrup,"bromhydrate de dextrométhorphane 10 mL par 15 mL et succinate de doxylamine 6,25 mg par 15 mL et chlorhydrate de phényléphrine 5 mg par 15 mL sirop",ADDED
9000184,erythromycin 250 mg gastro-resistant capsule,érythromycine 250 mg capsule gastrorésistante,DELETED
9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,acébutolol (chlorhydrate d'acébutolol) 100 mg comprimé oral,"ntp_status_effective_time: ""19861231"" -> ""19951231"""
9000297,haloperidol 20 mg oral tablet,halopéridol 20 mg comprimé oral,DELETED
9000375,belladonna 15 mg and opium 65 mg suppository,belladone 15 mg et opium 65 mg suppositoire,DELETED
9000417,diazepam 1 mg per mL oral solution,diazépam 1 mg par mL solution orale,"ntp_status_effective_time: ""20180620"" -> ""20210705"""
