drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
2133,00026123,"SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (SINGAPORE) PTE. LTD.","docusate sodique 50 mg et sennosides 8,6 mg comprimé oral",docusate et sennosides,"mp_fr_description: ""SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) P̲U̲R̲D̲U̲E̲ ̲P̲H̲A̲R̲M̲A̲"" -> ""SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) I̲N̲O̲V̲A̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲(̲S̲I̲N̲G̲A̲P̲O̲R̲E̲)̲ ̲P̲T̲E̲.̲ ̲L̲T̲D̲.̲"""
13296,01931024,ROBITUSSIN COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 100 mg par 5 mL sirop) HALEON CANADA ULC,bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 100 mg par 5 mL sirop,dextrométhorphane et guaïfénésine,"mp_fr_description: ""ROBITUSSIN COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 100 mg par 5 mL sirop) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBITUSSIN COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 100 mg par 5 mL sirop) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
19026,02142775,ROBITUSSIN EXTRA STRENGTH COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL sirop) HALEON CANADA ULC,bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL sirop,dextrométhorphane et guaïfénésine,"mp_fr_description: ""ROBITUSSIN EXTRA STRENGTH COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL sirop) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBITUSSIN EXTRA STRENGTH COUGH CONTROL (bromhydrate de dextrométhorphane 15 mg par 5 mL et guaïfénésine 200 mg par 5 mL sirop) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
36767,02208903,"OTRIVIN MEDICATED COLD & ALLERGY RELIEF WITH MOISTURIZERS (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) HALEON CANADA ULC","chlorhydrate de xylométazoline 0,1 % vaporisation nasale",xylométazoline,"mp_fr_description: ""OTRIVIN MEDICATED COLD & ALLERGY RELIEF WITH MOISTURIZERS (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""OTRIVIN MEDICATED COLD & ALLERGY RELIEF WITH MOISTURIZERS (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
41684,00653330,"OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) HALEON CANADA ULC","chlorhydrate de xylométazoline 0,1 % vaporisation nasale",xylométazoline,"mp_fr_description: ""OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""OTRIVIN MEDICATED COLD & ALLERGY RELIEF (chlorhydrate de xylométazoline 0,1 % vaporisation nasale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
63892,02240351,INTEGRILIN (eptifibatide 75 mg par 100 mL solution injectable fiole) MERCK CANADA INC,eptifibatide 75 mg par 100 mL solution injectable fiole,eptifibatide,"mp_fr_description: ""INTEGRILIN (eptifibatide 0̲,̲75 mg par mL solution injectable ̲1̲0̲0̲ ̲m̲L̲ fiole) MERCK CANADA INC"" -> ""INTEGRILIN (eptifibatide 75 mg par ̲1̲0̲0̲ mL solution injectable fiole) MERCK CANADA INC""
ntp_fr_description: ""eptifibatide 0̲,̲75 mg par mL solution injectable ̲1̲0̲0̲ ̲m̲L̲ fiole"" -> ""eptifibatide 75 mg par ̲1̲0̲0̲ mL solution injectable fiole"""
66820,02242980,"ANTIZOL (fomépizole 1,5 g par 1,5 mL solution injectable fiole) ENDO OPERATIONS LTD.","fomépizole 1,5 g par 1,5 mL solution injectable fiole",fomépizole,"mp_fr_description: ""ANTIZOL (fomépizole 1,5 g par 1,5 mL solution injectable fiole) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""ANTIZOL (fomépizole 1,5 g par 1,5 mL solution injectable fiole) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
68715,02244726,"AA-MEDROXY (acétate de médroxyprogestérone 2,5 mg comprimé oral) AA PHARMA INC","acétate de médroxyprogestérone 2,5 mg comprimé oral",médroxyprogestérone,"mp_fr_description: ""AP̲O̲-̲M̲E̲D̲R̲O̲X̲Y̲ ̲T̲A̲B̲L̲E̲T̲S̲ (acétate de médroxyprogestérone 2,5 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲M̲E̲D̲R̲O̲X̲Y̲ (acétate de médroxyprogestérone 2,5 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
68716,02244727,AA-MEDROXY (acétate de médroxyprogestérone 5 mg comprimé oral) AA PHARMA INC,acétate de médroxyprogestérone 5 mg comprimé oral,médroxyprogestérone,"mp_fr_description: ""AP̲O̲-̲M̲E̲D̲R̲O̲X̲Y̲ ̲T̲A̲B̲L̲E̲T̲S̲ (acétate de médroxyprogestérone 5 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲M̲E̲D̲R̲O̲X̲Y̲ (acétate de médroxyprogestérone 5 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
73742,02252554,ROBITUSSIN DM COUGHGELS LIQUI-GELS TOUX (bromhydrate de dextrométhorphane 15 mg capsule orale) HALEON CANADA ULC,bromhydrate de dextrométhorphane 15 mg capsule orale,dextrométhorphane,"mp_fr_description: ""ROBITUSSIN DM COUGHGELS LIQUI-GELS TOUX (bromhydrate de dextrométhorphane 15 mg capsule orale) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBITUSSIN DM COUGHGELS LIQUI-GELS TOUX (bromhydrate de dextrométhorphane 15 mg capsule orale) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
