ntp_code,ntp_formal_name,changes
"9012728","insulin lispro 50 unit per mL and insulin lispro protamine 50 unit per mL suspension for injection 3 mL pen","ADDED"
"9012701","dimenhydrinate 10 mg per 1 mL solution for injection ampoule","ADDED"
"9001741","pimozide 2 mg oral tablet","ADDED"
"7777c8318a5b8a9990b7f8442b7c1230","methylprednisolone acetate 200 mg per 5 mL suspension for injection vial","ADDED"
"9012749","phenylephrine (phenylephrine hydrochloride) 50 mg per 5 mL solution for injection vial","ADDED"
"9005169","vancomycin (vancomycin hydrochloride) 1000 mg per vial powder for solution for injection","DELETED"
"9004629","carbidopa 18.75 mg and entacapone 200 mg and levodopa 75 mg oral tablet","ADDED"
"303ae1e69a7115bfede239bd1633d2c0","insulin human 100 unit per mL solution for injection 3 mL cartridge","DELETED"
"9002104","docusate sodium 4 mg per mL syrup","DELETED"
"b5e3b97ff9254ad21a84787ecb930350","tobramycin (tobramycin sulfate) 40 mg per mL solution for injection 30 mL vial","ADDED"
"e454481ea703d8a1d4be55fb1028f96e","benralizumab 30 mg per 1 mL solution for injection syringe","ADDED"
"9003018","desipramine (desipramine hydrochloride) 50 mg oral tablet","ADDED"
"968c730542ed9f7ae1303ce84af9411e","pilocarpine hydrochloride 10 mg per mL ophthalmic drops","ADDED"
"9004924","cloxacillin (cloxacillin sodium) 500 mg per vial powder for solution for injection","ntp_status_effective_time: ""19921231"" -> ""20110914"""
"9003380","fexofenadine hydrochloride 60 mg and pseudoephedrine hydrochloride 120 mg prolonged-release oral tablet","ADDED"
"eba4cb4f3011074d421867816d1b62a3","famotidine 40 mg per 4 mL solution for injection vial","DELETED"
"9001700","cortisone acetate 25 mg oral tablet","ADDED"
"0c07d839b7402ad592dc6c1ed563a662","promethazine (promethazine hydrochloride) 25 mg per 1 mL solution for injection ampoule","ADDED"
"9001440","clindamycin hydrochloride 300 mg oral capsule","DELETED"
"9004663","clotrimazole 1 % and fluconazole 150 mg NA","DELETED"
"9009623","furosemide 40 mg per 4 mL solution for injection vial","ntp_status_effective_time: ""20110608"" -> ""20170731"""
"d320cfd547ad32edae7b0a93b708dd5f","docusate sodium 250 mg per 5 mL syrup","ADDED"
"de299966ff6a35d1d123688050fca4fe","fosphenytoin sodium 150 mg per 2 mL solution for injection vial","ADDED"
"63d055be6d8dcb8304f5ba6e28457f68","midazolam 50 mg per 10 mL solution for injection vial","DELETED"
"9003689","acetaminophen 80 mg and chlorpheniramine maleate 0.5 mg and phenylephrine hydrochloride 1.25 mg oral tablet","DELETED"
"9005722","ivermectin 1 % cutaneous cream","ADDED"
"dbfdc64547e9626948df3719df2d35ba","sacubitril (sacubitril valsartan sodium hydrate complex) 97 mg and valsartan (sacubitril valsartan sodium hydrate complex) 103 mg oral tablet","ADDED"
"9001767","periciazine 10 mg per mL oral drops","ADDED"
"d10f714d185e182a4e53fd9c3b318139","methylprednisolone acetate 100 mg per 5 mL suspension for injection vial","ADDED"
"9003907","hyprolose 5 mg ophthalmic insert","ADDED"
"9c95ec468d54e9b37eb2fa6a7d514f42","insulin isophane pork 100 unit per mL suspension for injection 10 mL vial","DELETED"
"9005277","rotigotine 6 mg per 24 hour transdermal patch","ADDED"
"9012696","cloxacillin (cloxacillin sodium) 1 g per vial powder for solution for injection","ADDED"
"99199094e49d948cba8861ec86729ff4","acetylcysteine 200 mg per mL NA 10 mL vial","ADDED"
"9012765","tinzaparin sodium 8000 unit per 0.4 mL solution for injection syringe","ADDED"
"9002485","penicillin g sodium 5000000 unit per vial powder for solution for injection","DELETED"
"207897766dcae51ba9a4a681319b7005","ceftobiprole (ceftobiprole medocaril sodium) 500 mg per vial powder for solution for injection","ADDED"
"9004163","benzalkonium chloride 0.12 % wipe","ntp_status_effective_time: ""20060515"" -> ""20130901"""
