drug_code,mp_code,mp_formal_name,mp_fr_description,changes
810,00074500,VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) KNIGHT THERAPEUTICS INC.,VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) KNIGHT THERAPEUTICS INC.,"mp_formal_name: ""VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲.""
mp_fr_description: ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2133,00026123,SENOKOT S (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) INOVA PHARMACEUTICALS (AUSTRALIA) PTY LIMITED,"SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (AUSTRALIA) PTY LIMITED","mp_formal_name: ""SENOKOT S (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) INOVA PHARMACEUTICALS (S̲I̲N̲G̲A̲P̲O̲R̲E̲)̲ ̲P̲T̲E̲.̲ ̲L̲T̲D̲.̲"" -> ""SENOKOT S (docusate sodium 50 mg and sennosides 8.6 mg oral tablet) INOVA PHARMACEUTICALS (A̲U̲S̲T̲R̲A̲L̲I̲A̲)̲ ̲P̲T̲Y̲ ̲L̲I̲M̲I̲T̲E̲D̲""
mp_fr_description: ""SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (S̲I̲N̲G̲A̲P̲O̲R̲E̲)̲ ̲P̲T̲E̲.̲ ̲L̲T̲D̲.̲"" -> ""SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (A̲U̲S̲T̲R̲A̲L̲I̲A̲)̲ ̲P̲T̲Y̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
5128,00582344,ACCUTANE (isotretinoin 10 mg oral capsule) CHEPLAPHARM SCHWEIZ GMBH,ACCUTANE (isotrétinoïne 10 mg capsule orale) CHEPLAPHARM SCHWEIZ GMBH,"Health_Canada_product_name: ""ACCUTANE ROCHE"" -> ""ACCUTANE""
mp_formal_name: ""ACCUTANE R̲O̲C̲H̲E̲ ̲(isotretinoin 10 mg oral capsule) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ACCUTANE (isotretinoin 10 mg oral capsule) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲S̲C̲H̲W̲E̲I̲Z̲ ̲G̲M̲B̲H̲""
mp_fr_description: ""ACCUTANE̲ ̲R̲O̲C̲H̲E (isotrétinoïne 10 mg capsule orale) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ACCUTANE (isotrétinoïne 10 mg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲S̲C̲H̲W̲E̲I̲Z̲ ̲G̲M̲B̲H̲"""
5129,00582352,ACCUTANE (isotretinoin 40 mg oral capsule) CHEPLAPHARM SCHWEIZ GMBH,ACCUTANE (isotrétinoïne 40 mg capsule orale) CHEPLAPHARM SCHWEIZ GMBH,"Health_Canada_product_name: ""ACCUTANE ROCHE"" -> ""ACCUTANE""
mp_formal_name: ""ACCUTANE R̲O̲C̲H̲E̲ ̲(isotretinoin 40 mg oral capsule) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ACCUTANE (isotretinoin 40 mg oral capsule) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲S̲C̲H̲W̲E̲I̲Z̲ ̲G̲M̲B̲H̲""
mp_fr_description: ""ACCUTANE̲ ̲R̲O̲C̲H̲E (isotrétinoïne 40 mg capsule orale) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ACCUTANE (isotrétinoïne 40 mg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲S̲C̲H̲W̲E̲I̲Z̲ ̲G̲M̲B̲H̲"""
5255,00559407,TYLENOL EXTRA STRENGTH (acetaminophen 500 mg oral tablet) KENVUE CANADA INC.,TYLENOL EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) KENVUE CANADA INC.,"mp_formal_name: ""TYLENOL EXTRA STRENGTH (acetaminophen 500 mg oral tablet) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL EXTRA STRENGTH (acetaminophen 500 mg oral tablet) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲""
mp_fr_description: ""TYLENOL EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) VANTIVE ULC,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) VANTIVE ULC",ADDED
7425,00649074,METRONIDAZOLE INJECTION USP (metronidazole 500 mg per 100 mL solution for injection bag) PFIZER CANADA ULC,METRONIDAZOLE INJECTION USP (métronidazole 500 mg par 100 mL solution injectable sac) PFIZER CANADA ULC,DELETED
8350,00261971,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
8566,00741817,PMS HYDROXYZINE SYR 10MG/5ML (hydroxyzine hydrochloride 10 mg per 5 mL syrup) PHARMASCIENCE INC,PMS HYDROXYZINE SYR 10MG/5ML (chlorhydrate d'hydroxyzine 10 mg par 5 mL sirop) PHARMASCIENCE INC,"mp_status_effective_time: ""20190901"" -> ""20250407"""
9904,00828793,PRO-ATENOLOL (atenolol 100 mg oral tablet) PRO DOC LIMITEE,PRO-ATENOLOL (aténolol 100 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""ATENOLOL"" -> ""PRO-ATENOLOL""
mp_formal_name: ""ATENOLOL (atenolol 100 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ATENOLOL (atenolol 100 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""ATENOLOL (aténolol 100 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ATENOLOL (aténolol 100 mg comprimé oral) PRO DOC LIMITEE"""
9905,00828807,PRO-ATENOLOL (atenolol 50 mg oral tablet) PRO DOC LIMITEE,PRO-ATENOLOL (aténolol 50 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""ATENOLOL"" -> ""PRO-ATENOLOL""
mp_formal_name: ""ATENOLOL (atenolol 50 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ATENOLOL (atenolol 50 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""ATENOLOL (aténolol 50 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ATENOLOL (aténolol 50 mg comprimé oral) PRO DOC LIMITEE"""
