drug_code,mp_code,mp_formal_name,changes
613,00023450,DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) BGP PHARMA ULC,"mp_formal_name: ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
769,00023442,DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) BGP PHARMA ULC,"mp_formal_name: ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
1086,00023698,DILANTIN INFATABS (phenytoin 50 mg chewable tablet) BGP PHARMA ULC,"mp_formal_name: ""DILANTIN INFATABS (phenytoin 50 mg o̲r̲a̲l̲ ̲t̲a̲b̲l̲e̲t̲)̲ ̲U̲P̲J̲O̲H̲N̲ ̲C̲A̲N̲A̲D̲A ULC"" -> ""DILANTIN INFATABS (phenytoin 50 mg c̲h̲e̲w̲a̲b̲l̲e̲ ̲t̲a̲b̲l̲e̲t̲)̲ ̲B̲G̲P̲ ̲P̲H̲A̲R̲M̲A ULC"""
2064,00013668,ATASOL FORTE TAB 500MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP,DELETED
3088,00392618,MAGNESIUM SULFATE INJECTION USP (magnesium sulfate 2000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,"Health_Canada_product_name: ""MAGNESIUM SULFATE INJ 20% USP"" -> ""MAGNESIUM SULFATE INJECTION USP""
mp_formal_name: ""MAGNESIUM SULFATE INJ ̲2̲0̲%̲ USP (magnesium sulfate 2000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED"" -> ""MAGNESIUM SULFATE INJE̲C̲T̲I̲O̲N̲ USP (magnesium sulfate 2000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED"""
6295,00655740,APO-LORAZEPAM (lorazepam 0.5 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-LORAZEPAM TAB 0.5MG"" -> ""APO-LORAZEPAM""
mp_formal_name: ""APO-LORAZEPAM ̲T̲A̲B̲ ̲0̲.̲5̲M̲G̲ (lorazepam 0.5 mg oral tablet) APOTEX INC"" -> ""APO-LORAZEPAM (lorazepam 0.5 mg oral tablet) APOTEX INC"""
6296,00655759,APO-LORAZEPAM (lorazepam 1 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-LORAZEPAM TAB 1MG"" -> ""APO-LORAZEPAM""
mp_formal_name: ""APO-LORAZEPAM ̲T̲A̲B̲ ̲1̲M̲G̲ (lorazepam 1 mg oral tablet) APOTEX INC"" -> ""APO-LORAZEPAM (lorazepam 1 mg oral tablet) APOTEX INC"""
6297,00655767,APO-LORAZEPAM (lorazepam 2 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-LORAZEPAM TAB 2MG"" -> ""APO-LORAZEPAM""
mp_formal_name: ""APO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazepam 2 mg oral tablet) APOTEX INC"" -> ""APO-LORAZEPAM (lorazepam 2 mg oral tablet) APOTEX INC"""
8119,00711306,PHOSPHATE DE POTASSIUM MONOBASIC INJ 176MG/ML (phosphorus (potassium phosphate monobasic) 12.9 mmol per 10 mL and potassium (potassium phosphate monobasic) 12.9 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,"Health_Canada_product_name: ""PHOSPHATE DE POTASSIUM MONOBASIC INJ 176MG/ML"" -> ""POTASSIUM PHOSPHATE MONOBASIC INJECTION"""
10706,00778869,NITROJECT (nitroglycerin 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LIMITED,"Health_Canada_product_name: ""NITROJECT INJ 5MG/ML"" -> ""NITROJECT""
mp_formal_name: ""NITROJECT ̲I̲N̲J̲ ̲5̲M̲G̲/̲M̲L̲ (nitroglycerin 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LIMITED"" -> ""NITROJECT (nitroglycerin 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LIMITED"""
