drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"92791","1074","Changed","active","SODIUM LACTATE","8.405","G","02443287"
"12492","309","Changed","inactive","IRON (FERROUS FUMARATE)","30","MG","00879851"
"12298","309","Changed","inactive","IRON (FERRIC CITRATE)","1.5","MG","01901117"
"106863","11814","ADDED","approved","CANDESARTAN CILEXETIL","16","MG","02566095"
"106827","11079","ADDED","approved","BETA-CAROTENE","2","MG","02565692"
"106810","11705","ADDED","approved","LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","750","MG","02565501"
"106826","7218","ADDED","approved","IODINE (POTASSIUM IODIDE)","0.22","MG","02565684"
"106814","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","75","MG","02565552"
"106864","11814","ADDED","approved","CANDESARTAN CILEXETIL","32","MG","02566109"
"106813","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","37.5","MG","02565544"
"106827","582","ADDED","approved","COPPER (CUPRIC OXIDE)","1","MG","02565692"
"106858","723","ADDED","approved","RISPERIDONE","2","MG","02566044"
"106827","5015","ADDED","approved","NICOTINAMIDE","18","MG","02565692"
"106794","11321","ADDED","approved","CILASTATIN (CILASTATIN SODIUM)","500","MG","02565323"
"106873","11733","ADDED","approved","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","1","MG","02566206"
"106826","5015","ADDED","approved","NICOTINAMIDE","18","MG","02565684"
"106867","11793","ADDED","approved","ZOLMITRIPTAN","2.5","MG","02566133"
"106826","11171","ADDED","approved","VITAMIN B2 (RIBOFLAVIN)","1.4","MG","02565684"
"12313","331","Changed","inactive","ZINC (ZINC CITRATE)","7","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"92790","1074","Changed","active","SODIUM LACTATE","7.471","G","02443279"
"92792","1074","Changed","approved","SODIUM LACTATE","8.405","G","02443295"
"92792","53","Changed","approved","POTASSIUM CHLORIDE","0.149","G","02443295"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"106826","4922","ADDED","approved","VITAMIN D3 (CHOLECALCIFEROL)","600","UNIT","02565684"
"106778","27128","ADDED","approved","CLESROVIMAB","105","MG","02565145"
"106823","11262","ADDED","approved","GEMCITABINE (GEMCITABINE HYDROCHLORIDE)","38","MG","02565641"
"106807","1209","ADDED","approved","ACITRETIN","10","MG","02565463"
"106875","12634","ADDED","approved","ENSULIZOLE","2","%","02566222"
"106877","2041","ADDED","approved","ATENOLOL","100","MG","02566249"
"106763","22029","ADDED","approved","MIRABEGRON","50","MG","02564971"
"106875","755","ADDED","approved","AVOBENZONE","3","%","02566222"
"106827","6487","ADDED","approved","MAGNESIUM (MAGNESIUM OXIDE)","50","MG","02565692"
"106827","5000","ADDED","approved","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)","6","MG","02565692"
"106870","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","100","MG","02566176"
"106820","1201","ADDED","approved","PRAVASTATIN SODIUM","10","MG","02565617"
"106825","23604","ADDED","approved","SELPERCATINIB","80","MG","02565676"
"106817","8505","ADDED","approved","FUSIDATE SODIUM","2","%","02565587"
"106826","4803","ADDED","approved","CALCIUM (CALCIUM CARBONATE)","300","MG","02565684"
"106803","20422","ADDED","approved","USTEKINUMAB","45","MG","02565420"
"106827","4922","ADDED","approved","VITAMIN D3 (CHOLECALCIFEROL)","600","UNIT","02565692"
"106784","27130","ADDED","approved","MOSUNETUZUMAB","1","MG","02565226"
"106827","4803","ADDED","approved","CALCIUM (CALCIUM CARBONATE)","300","MG","02565692"
"106859","11814","ADDED","approved","CANDESARTAN CILEXETIL","4","MG","02566052"
"106827","645","ADDED","approved","ASCORBIC ACID (ASCORBIC ACID)","120","MG","02565692"
"106827","11170","ADDED","approved","VITAMIN B1 (THIAMINE MONONITRATE)","1.4","MG","02565692"
"106854","723","ADDED","approved","RISPERIDONE","0.25","MG","02565994"
"106826","5000","ADDED","approved","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)","6","MG","02565684"
"106826","6487","ADDED","approved","MAGNESIUM (MAGNESIUM OXIDE)","50","MG","02565684"
"106826","331","ADDED","approved","ZINC (ZINC OXIDE)","12","MG","02565684"
"106815","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","150","MG","02565560"
"106801","2048","ADDED","approved","SOTALOL HYDROCHLORIDE","80","MG","02565404"
"106872","11733","ADDED","approved","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","0.5","MG","02566192"
"106826","582","ADDED","approved","COPPER (CUPRIC OXIDE)","1","MG","02565684"
"106876","2041","ADDED","approved","ATENOLOL","50","MG","02566230"
"106827","701","ADDED","approved","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)","15","MG","02565692"
"106827","331","ADDED","approved","ZINC (ZINC OXIDE)","12","MG","02565692"
"106869","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02566168"
"106798","11104","ADDED","approved","ONDANSETRON (ONDANSETRON HYDROCHLORIDE)","8","MG","02565374"
"106826","11079","ADDED","approved","BETA-CAROTENE","2","MG","02565684"
"106785","23865","ADDED","approved","MARALIXIBAT (MARALIXIBAT CHLORIDE)","10","MG","02565234"
"106840","11772","ADDED","approved","BUPROPION HYDROCHLORIDE","300","MG","02565846"
"106826","11169","ADDED","approved","VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","10","MG","02565684"
"106794","27131","ADDED","approved","RELEBACTAM","250","MG","02565323"
"106759","20022","ADDED","approved","DEFERASIROX","360","MG","02564939"
"106786","23865","ADDED","approved","MARALIXIBAT (MARALIXIBAT CHLORIDE)","15","MG","02565242"
"106852","20659","ADDED","approved","SILODOSIN","4","MG","02565978"
"106818","7626","ADDED","approved","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)","40","MG","02565595"
"106812","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02565536"
"106787","23865","ADDED","approved","MARALIXIBAT (MARALIXIBAT CHLORIDE)","20","MG","02565250"
"106826","701","ADDED","approved","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)","15","MG","02565684"
"106827","11169","ADDED","approved","VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","10","MG","02565692"
"106802","2048","ADDED","approved","SOTALOL HYDROCHLORIDE","160","MG","02565412"
"106788","23865","ADDED","approved","MARALIXIBAT (MARALIXIBAT CHLORIDE)","30","MG","02565269"
"106860","723","ADDED","approved","RISPERIDONE","3","MG","02566060"
"106799","22604","ADDED","approved","PEMBROLIZUMAB","165","MG","02565382"
"106827","7218","ADDED","approved","IODINE (POTASSIUM IODIDE)","0.22","MG","02565692"
"106827","11171","ADDED","approved","VITAMIN B2 (RIBOFLAVIN)","1.4","MG","02565692"
"106841","11389","ADDED","approved","LEUCOVORIN (LEUCOVORIN CALCIUM)","10","MG","02565854"
"106797","11104","ADDED","approved","ONDANSETRON (ONDANSETRON HYDROCHLORIDE)","4","MG","02565366"
"106827","4991","ADDED","approved","FOLIC ACID","5","MG","02565692"
"106875","12048","ADDED","approved","OCTISALATE","5","%","02566222"
"106875","2280","ADDED","approved","OCTOCRYLENE","10","%","02566222"
"106856","723","ADDED","approved","RISPERIDONE","0.5","MG","02566028"
"106827","781","ADDED","approved","VITAMIN B12 (CYANOCOBALAMIN)","12","MCG","02565692"
"106839","11772","ADDED","approved","BUPROPION HYDROCHLORIDE","150","MG","02565838"
