"ntp_code"|"ntp_formal_name"|"ntp_en_description"|"ntp_fr_description"|"ntp_status"|"ntp_status_effective_time"|"ntp_type"
9000016|"acebutolol (acebutolol hydrochloride) 100 mg oral tablet"|NA|NA|"active"|"20060303"|NA
9000017|"acebutolol (acebutolol hydrochloride) 200 mg oral tablet"|NA|NA|"active"|"20060303"|NA
9000018|"acebutolol (acebutolol hydrochloride) 400 mg oral tablet"|NA|NA|"active"|"20060303"|NA
9000048|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet"|NA|NA|"active"|"20060106"|NA
9000049|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20060106"|NA
9000050|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20150429"|NA
9000056|"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20150429"|NA
9000058|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet"|NA|NA|"active"|"20170203"|NA
9000059|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20170203"|NA
9000060|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20170203"|NA
9000099|"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|NA|NA|"active"|"20160620"|NA
9000034|"acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution"|NA|NA|"active"|"20060918"|NA
9000053|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20060327"|NA
9000054|"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"|NA|NA|"active"|"20060106"|NA
9000078|"acetaminophen 325 mg and oxycodone (oxycodone hydrochloride) 5 mg oral tablet"|NA|NA|"active"|"20170202"|NA
9000079|"acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet"|NA|NA|"active"|"20170202"|NA
9000080|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|NA|NA|"active"|"20170202"|NA
9000084|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|NA|NA|"active"|"20170207"|NA
9000357|"acyclovir 5 % cutaneous cream"|NA|NA|"active"|"20140919"|NA
9000358|"acyclovir 5 % cutaneous ointment"|NA|NA|"active"|"20140919"|NA
9000354|"acyclovir 200 mg per 5 mL oral suspension"|NA|NA|"active"|"20080915"|NA
9000353|"acyclovir 200 mg oral tablet"|NA|NA|"active"|"20100108"|NA
9000355|"acyclovir 400 mg oral tablet"|NA|NA|"active"|"20100106"|NA
9000359|"acyclovir 800 mg oral tablet"|NA|NA|"active"|"20060308"|NA
9000352|"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection"|NA|NA|"active"|"20040422"|NA
9000350|"acyclovir (acyclovir sodium) 25 mg per mL solution for injection"|NA|NA|"active"|"20110525"|NA
9000351|"acyclovir (acyclovir sodium) 50 mg per mL solution for injection"|NA|NA|"active"|"20151014"|NA
9000423|"alendronic acid (alendronate sodium) 10 mg oral tablet"|NA|NA|"active"|"20090427"|NA
9000424|"alendronic acid (alendronate sodium) 5 mg oral tablet"|NA|NA|"active"|"20090427"|NA
9000427|"alendronic acid (alendronate sodium) 70 mg oral tablet"|NA|NA|"active"|"20090427"|NA
9000425|"alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 2800 unit oral tablet"|NA|NA|"active"|"20131021"|NA
9000426|"alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 5600 unit oral tablet"|NA|NA|"active"|"20131021"|NA
9000433|"alfuzosin hydrochloride 10 mg prolonged release oral tablet"|NA|NA|"active"|"20100430"|NA
9000454|"allopurinol 100 mg oral tablet"|NA|NA|"active"|"20110125"|NA
9000455|"allopurinol 200 mg oral tablet"|NA|NA|"active"|"20110125"|NA
9000456|"allopurinol 300 mg oral tablet"|NA|NA|"active"|"20110125"|NA
9000467|"alprazolam 0.25 mg oral tablet"|NA|NA|"active"|"20060220"|NA
9000468|"alprazolam 0.5 mg oral tablet"|NA|NA|"active"|"20060220"|NA
9000469|"alprazolam 1 mg oral tablet"|NA|NA|"active"|"20060220"|NA
9000470|"alprazolam 2 mg oral tablet"|NA|NA|"active"|"20060308"|NA
9000508|"amiodarone hydrochloride 100 mg oral tablet"|NA|NA|"active"|"20070508"|NA
9000509|"amiodarone hydrochloride 200 mg oral tablet"|NA|NA|"active"|"20060317"|NA
9000510|"amiodarone hydrochloride 50 mg per mL solution for injection"|NA|NA|"active"|"20150505"|NA
9000511|"amitriptyline hydrochloride 10 mg oral tablet"|NA|NA|"active"|"20030508"|NA
9000512|"amitriptyline hydrochloride 25 mg oral tablet"|NA|NA|"active"|"20020226"|NA
9000513|"amitriptyline hydrochloride 50 mg oral tablet"|NA|NA|"active"|"20020226"|NA
9000514|"amitriptyline hydrochloride 75 mg oral tablet"|NA|NA|"active"|"20120924"|NA
9000526|"amlodipine (amlodipine besylate) 10 mg oral tablet"|NA|NA|"active"|"20090720"|NA
9000528|"amlodipine (amlodipine besylate) 2.5 mg oral tablet"|NA|NA|"active"|"20090724"|NA
9000540|"amlodipine (amlodipine besylate) 5 mg oral tablet"|NA|NA|"active"|"20090720"|NA
9000570|"amoxicillin 250 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000578|"amoxicillin 500 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000568|"amoxicillin 125 mg per 5 mL oral suspension"|NA|NA|"active"|"20080501"|NA
9000571|"amoxicillin 250 mg per 5 mL oral suspension"|NA|NA|"active"|"20080501"|NA
9000572|"amoxicillin 250 mg per 5 mL powder for oral solution"|NA|NA|"active"|"20060706"|NA
9000569|"amoxicillin 125 mg per 5 mL powder for oral suspension"|NA|NA|"active"|"20001227"|NA
9000573|"amoxicillin 250 mg per 5 mL powder for oral suspension"|NA|NA|"active"|"20080909"|NA
9000579|"amphetamine aspartate monohydrate 1.25 mg and amphetamine sulfate 1.25 mg and dextroamphetamine saccharate 1.25 mg and dextroamphetamine sulfate 1.25 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"|NA
9000580|"amphetamine aspartate monohydrate 2.5 mg and amphetamine sulfate 2.5 mg and dextroamphetamine saccharate 2.5 mg and dextroamphetamine sulfate 2.5 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"|NA
9000581|"amphetamine aspartate monohydrate 3.75 mg and amphetamine sulfate 3.75 mg and dextroamphetamine saccharate 3.75 mg and dextroamphetamine sulfate 3.75 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"|NA
9000582|"amphetamine aspartate monohydrate 5 mg and amphetamine sulfate 5 mg and dextroamphetamine saccharate 5 mg and dextroamphetamine sulfate 5 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"|NA
9000583|"amphetamine aspartate monohydrate 6.25 mg and amphetamine sulfate 6.25 mg and dextroamphetamine saccharate 6.25 mg and dextroamphetamine sulfate 6.25 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"|NA
9000584|"amphetamine aspartate monohydrate 7.5 mg and amphetamine sulfate 7.5 mg and dextroamphetamine saccharate 7.5 mg and dextroamphetamine sulfate 7.5 mg prolonged release oral capsule"|NA|NA|"active"|"20151203"|NA
9000689|"aripiprazole 300 mg per vial kit"|NA|NA|"active"|"20150818"|NA
9000691|"aripiprazole 400 mg per vial kit"|NA|NA|"active"|"20150818"|NA
9000684|"aripiprazole 10 mg oral tablet"|NA|NA|"active"|"20150818"|NA
9000685|"aripiprazole 15 mg oral tablet"|NA|NA|"active"|"20150818"|NA
9000686|"aripiprazole 2 mg oral tablet"|NA|NA|"active"|"20150818"|NA
9000687|"aripiprazole 20 mg oral tablet"|NA|NA|"active"|"20150818"|NA
9000688|"aripiprazole 30 mg oral tablet"|NA|NA|"active"|"20150818"|NA
9000693|"aripiprazole 5 mg oral tablet"|NA|NA|"active"|"20150818"|NA
9000690|"aripiprazole 300 mg per vial powder for prolonged-release suspension for injection"|NA|NA|"active"|"20150818"|NA
9000692|"aripiprazole 400 mg per vial powder for prolonged-release suspension for injection"|NA|NA|"active"|"20150818"|NA
9000712|"atenolol 100 mg oral tablet"|NA|NA|"active"|"20040429"|NA
9000713|"atenolol 25 mg oral tablet"|NA|NA|"active"|"20061129"|NA
9000715|"atenolol 50 mg oral tablet"|NA|NA|"active"|"20040429"|NA
9000716|"atomoxetine (atomoxetine hydrochloride) 10 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000717|"atomoxetine (atomoxetine hydrochloride) 100 mg oral capsule"|NA|NA|"active"|"20100205"|NA
9000718|"atomoxetine (atomoxetine hydrochloride) 18 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000719|"atomoxetine (atomoxetine hydrochloride) 25 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000720|"atomoxetine (atomoxetine hydrochloride) 40 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000721|"atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule"|NA|NA|"active"|"20080501"|NA
9000722|"atomoxetine (atomoxetine hydrochloride) 80 mg oral capsule"|NA|NA|"active"|"20100205"|NA
9000727|"atorvastatin (atorvastatin calcium) 10 mg oral tablet"|NA|NA|"active"|"20100602"|NA
9000728|"atorvastatin (atorvastatin calcium) 20 mg oral tablet"|NA|NA|"active"|"20101217"|NA
9000729|"atorvastatin (atorvastatin calcium) 40 mg oral tablet"|NA|NA|"active"|"20100211"|NA
9000730|"atorvastatin (atorvastatin calcium) 80 mg oral tablet"|NA|NA|"active"|"20100211"|NA
9001214|"azathioprine 50 mg oral tablet"|NA|NA|"active"|"20090921"|NA
9001213|"azathioprine (azathioprine sodium) 50 mg per vial powder for solution for injection"|NA|NA|"active"|"20170227"|NA
9001222|"azithromycin (azithromycin dihydrate) 250 mg oral tablet"|NA|NA|"active"|"20140502"|NA
9001231|"azithromycin (azithromycin monohydrate) 250 mg oral tablet"|NA|NA|"active"|"20150505"|NA
9001233|"azithromycin (azithromycin monohydrate) 600 mg oral tablet"|NA|NA|"active"|"20150505"|NA
