drug_code,mp_code,mp_formal_name,changes
92785,02443252,KLEENEX FOAM HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,ADDED
NA,77700770,"DOXORUBICIN INJECTION, BP (doxorubicin hydrochloride 20 mg per 10 mL solution for injection vial) ACCORD HEALTHCARE INC",ADDED
100342,02514257,VISTASEAL (fibrinogen human 400 mg per 5 mL and thrombin human 2500 unit per 5 mL cutaneous solution) INSTITUTO GRIFOLS S.A.,ADDED
97147,02480816,SCOTT ANTIMICROBIAL FOAM SKIN CLEANSER (benzalkonium chloride 0.1 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,ADDED
103051,02541904,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) STERIMAX INC,ADDED
93459,02448866,SOFT CARE DEFEND FOAM (chloroxylenol 1 % cutaneous solution) DIVERSEY INC,ADDED
107142,02569159,RYBREVANT SC (amivantamab 2240 mg per 14 mL solution for injection vial) JANSSEN INC,ADDED
103047,02541866,COMIRNATY OMICRON XBB.1.5 (raxtozinameran 3 mcg per 0.2 mL suspension for injection 2 mL vial) BIONTECH MANUFACTURING GMBH,DELETED
107143,02569167,RYBREVANT SC (amivantamab 2400 mg per 15 mL solution for injection vial) JANSSEN INC,ADDED
97587,02485648,YESCARTA (axicabtagene ciloleucel 200000000 cells per bag suspension for injection) GILEAD SCIENCES CANADA INC,ADDED
106839,02565838,ODAN-BUPROPION XL (bupropion hydrochloride 150 mg prolonged-release oral tablet) ODAN LABORATORIESLTD,ADDED
92469,02440334,JAMP RAMIPRIL (ramipril 15 mg oral capsule) JAMP PHARMA CORPORATION,"mp_formal_name: ""JAMP-̲RAMIPRIL (ramipril 15 mg oral capsule) JAMP PHARMA CORPORATION"" -> ""JAMP ̲RAMIPRIL (ramipril 15 mg oral capsule) JAMP PHARMA CORPORATION"""
106958,02567121,NEFFY (epinephrine 2 mg per 0.1 mL nasal spray) ALK-ABELLÓ A/S,ADDED
61804,02238389,CAELYX (doxorubicin hydrochloride 20 mg per 10 mL suspension for injection vial) BAXTER CORPORATION,ADDED
42945,02194473,DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP (doxorubicin hydrochloride 150 mg per vial powder for solution for injection) PFIZER CANADA ULC,ADDED
107016,02567784,OCTREOTIDE DEPOT (octreotide (octreotide acetate) 20 mg per vial powder for prolonged-release suspension for injection with diluent solution syringe) STERIMAX INC,ADDED
106508,02562189,MUCINEX CONGESTION & FEVER (acetaminophen 325 mg and guaifenesin 200 mg oral tablet) RECKITT BENCKISER (CANADA) INC,ADDED
