drug_code,mp_code,mp_formal_name,mp_fr_description,changes
254,00035017,ALCON ATROPINE (atropine sulfate 1 % ophthalmic drops) ALCON CANADA INC,ALCON ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC,"Health_Canada_product_name: ""ISOPTO ATROPINE"" -> ""ALCON ATROPINE""
mp_formal_name: ""I̲S̲O̲P̲T̲O̲ ATROPINE (atropine sulfate 1 % ophthalmic drops) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ ATROPINE (atropine sulfate 1 % ophthalmic drops) ALCON CANADA INC""
mp_fr_description: ""I̲S̲O̲P̲T̲O̲ ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC"" -> ""A̲L̲C̲O̲N̲ ATROPINE (sulfate d'atropine 1 % gouttes ophtalmiques) ALCON CANADA INC"""
933,00029149,FUNGIZONE (amphotericin B 50 mg per vial powder for solution for injection) CHEPLAPHARM ARZNEIMITTEL GMBH,FUNGIZONE (amphotéricine B 50 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH,ADDED
1668,00266507,ADASEPT LIQ 0.5% (triclosan 0.5 % cutaneous liquid) ODAN LABORATORIES LTD,"ADASEPT LIQ 0.5% (triclosan 0,5 % liquide cutané) ODAN LABORATORIES LTD",ADDED
1905,00261998,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 84 mg per mL solution for injection) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 84 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
2527,00037869,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (potassium chloride 149 mg per mL solution for injection) PFIZER CANADA ULC,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (chlorure de potassium 149 mg par mL solution injectable) PFIZER CANADA ULC,ADDED
3394,00402206,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (potassium chloride 20 meq per 10 mL solution for injection) OMEGA LABORATORIES LIMITED,POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (chlorure de potassium 20 meq par 10 mL solution injectable) OMEGA LABORATORIES LIMITED,ADDED
3778,00498777,FOLIC ACID TAB 5MG (folic acid 5 mg oral tablet) PENDOPHARM DIVISION OF PHARMASCIENCE INC,FOLIC ACID TAB 5MG (acide folique 5 mg comprimé oral) PENDOPHARM DIVISION OF PHARMASCIENCE INC,"mp_status_effective_time: ""20170803"" -> ""20220316"""
3837,00038083,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 45 mmol per 50 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 45 mmol par 50 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
5326,00587737,HUMULIN N (insulin isophane human 100 unit per mL suspension for injection 10 mL vial) ELI LILLY CANADA INC,HUMULIN N (insuline isophane humaine 100 unité par mL suspension injectable 10 mL fiole) ELI LILLY CANADA INC,DELETED
6657,00655651,PRO-LORAZEPAM (lorazepam 1 mg oral tablet) PRO DOC LIMITEE,PRO-LORAZEPAM (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""PRO-LORAZEPAM TAB 1.0MG"" -> ""PRO-LORAZEPAM""
mp_formal_name: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲1̲.̲0̲M̲G̲ (lorazepam 1 mg oral tablet) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazepam 1 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲1̲.̲0̲M̲G̲ (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazépam 1 mg comprimé oral) PRO DOC LIMITEE"""
6658,00655678,PRO-LORAZEPAM (lorazepam 2 mg oral tablet) PRO DOC LIMITEE,PRO-LORAZEPAM (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""PRO-LORAZEPAM TAB 2MG"" -> ""PRO-LORAZEPAM""
mp_formal_name: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazepam 2 mg oral tablet) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazepam 2 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""PRO-LORAZEPAM ̲T̲A̲B̲ ̲2̲M̲G̲ (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE"" -> ""PRO-LORAZEPAM (lorazépam 2 mg comprimé oral) PRO DOC LIMITEE"""
6775,00691623,BICARBONATE CONCENTRATE D17000 (sodium bicarbonate 81.3 g per l solution for haemodialysis) BAXTER CORPORATION,"BICARBONATE CONCENTRATE D17000 (bicarbonate de sodium 81,3 g par l solution pour hémodialyse) BAXTER CORPORATION",ADDED
7199,00642975,COLESTID GRANULES (colestipol hydrochloride 5 g per sachet granules for oral suspension) PFIZER CANADA ULC,COLESTID GRANULES (chlorhydrate de colestipol 5 g par sachet granulés pour suspension orale) PFIZER CANADA ULC,DELETED
8350,00261971,SODIUM BICARBONATE INJECTION USP (sodium bicarbonate 5 mmol per 10 mL solution for injection syringe) PFIZER CANADA ULC,SODIUM BICARBONATE INJECTION USP (bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue) PFIZER CANADA ULC,ADDED
10312,00816086,FOLIC ACID INJECTION USP (folic acid (sodium folate) 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,FOLIC ACID INJECTION USP (acide folique (folate sodique) 50 mg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,DELETED
10509,00804789,POTASSIUM PHOSPHATES (phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,POTASSIUM PHOSPHATES (phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
11484,01908189,PRO-ALPRAZOLAM (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE,"PRO-ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE","Health_Canada_product_name: ""ALPRAZOLAM-0.25"" -> ""PRO-ALPRAZOLAM""
mp_formal_name: ""ALPRAZOLAM-̲0̲.̲2̲5̲ (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0.25 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""ALPRAZOLAM-̲0̲.̲2̲5̲ (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0,25 mg comprimé oral) PRO DOC LIMITEE"""
11485,01908170,PRO-ALPRAZOLAM (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE,"PRO-ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE","Health_Canada_product_name: ""ALPRAZOLAM-0.5"" -> ""PRO-ALPRAZOLAM""
mp_formal_name: ""ALPRAZOLAM-̲0̲.̲5̲ (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0.5 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""ALPRAZOLAM-̲0̲.̲5̲ (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ALPRAZOLAM (alprazolam 0,5 mg comprimé oral) PRO DOC LIMITEE"""
11537,00779237,BACTI-STAT 0.3% (triclosan 0.3 % cutaneous liquid) ECOLAB CO,"BACTI-STAT 0.3% (triclosan 0,3 % liquide cutané) ECOLAB CO",ADDED
12345,00821772,D-TABS (cholecalciferol 10000 unit oral tablet) LABORATOIRE RIVA INC.,D-TABS (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC.,"Health_Canada_product_name: ""D-TABS 10000UNIT"" -> ""D-TABS""
mp_formal_name: ""D-TABS ̲1̲0̲0̲0̲0̲U̲N̲I̲T̲ (cholecalciferol 10000 unit oral tablet) LABORATOIRE RIVA INC."" -> ""D-TABS (cholecalciferol 10000 unit oral tablet) LABORATOIRE RIVA INC.""
mp_fr_description: ""D-TABS ̲1̲0̲0̲0̲0̲U̲N̲I̲T̲ (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC."" -> ""D-TABS (cholécalciférol 10000 unité comprimé oral) LABORATOIRE RIVA INC."""
12639,01977873,GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylenol 0.6 % cutaneous liquid) OSTREM CHEMICAL CO LTD.,"GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylénol 0,6 % liquide cutané) OSTREM CHEMICAL CO LTD.",ADDED
13476,01981501,BOTOX (onabotulinumtoxinA 100 unit per vial powder for solution for injection) ALLERGAN INC,BOTOX (onabotulinumtoxineA 100 unité par fiole poudre pour solution injectable) ALLERGAN INC,ADDED
13600,01974548,MICRO I (iodide (sodium iodide) 1000 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,MICRO I (iodure (iodure de sodium) 1000 mcg par 10 mL solution injectable fiole) SANDOZ CANADA INCORPORATED,ADDED
