drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"1553","active","active","00254142","SANOFI CONSUMER HEALTH INC","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
"1555","active","active","00003875","SANOFI CONSUMER HEALTH INC","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
"5213","active","active","00568406","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"5214","active","active","00568414","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"5563","active","active","00568392","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"5792","active","active","00608734","AURIUM PHARMA INC.","AURIUM PHARMA INC"
"7268","active","active","00630470","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","MERIAL CANADA INC"
"8964","active","active","00771368","INSIGHT PHARMACEUTICALS, LLC","INSIGHT PHARMACEUTICALS LLC"
"9176","active","active","00782467","APOTEX INC","AA PHARMA INC"
"9177","active","active","00782475","APOTEX INC","AA PHARMA INC"
"9178","active","active","00782505","APOTEX INC","AA PHARMA INC"
"9626","active","active","00789828","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"9627","active","active","00789798","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"9628","active","active","00789801","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"10024","active","active","00860751","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"11028","active","active","00830267","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"11794","active","active","01905856","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"12345","active","active","00821772","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"12412","active","active","01958836","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"14130","active","active","02022214","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"14131","active","active","02022222","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"14206","active","active","02017458","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"14449","active","active","01996169","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"14450","active","active","02017431","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"16474","active","active","02009757","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"16475","active","active","02009889","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"16608","active","active","02084309","INSIGHT PHARMACEUTICALS, LLC","INSIGHT PHARMACEUTICALS LLC"
"16610","active","active","02126249","INSIGHT PHARMACEUTICALS, LLC","INSIGHT PHARMACEUTICALS LLC"
"16611","active","active","02126257","INSIGHT PHARMACEUTICALS, LLC","INSIGHT PHARMACEUTICALS LLC"
"16612","active","active","02126605","INSIGHT PHARMACEUTICALS, LLC","INSIGHT PHARMACEUTICALS LLC"
"17832","active","active","02126567","INSIGHT PHARMACEUTICALS, LLC","INSIGHT PHARMACEUTICALS LLC"
"19418","active","active","01977415","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"19419","active","active","01977474","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"20312","active","active","02186926","AURIUM PHARMA INC.","AURIUM PHARMA INC"
"23669","dormant","active","01971387","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"23671","active","active","01971409","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"33482","active","active","02226871","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"33917","active","active","02154234","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"36346","active","active","02202352","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"36347","active","active","02202360","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"42373","active","active","02074702","SANOFI CONSUMER HEALTH INC","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
"49044","active","active","02230287","SANOFI CONSUMER HEALTH INC","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
"50030","active","active","02230769","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"50779","active","active","02231462","SANOFI CONSUMER HEALTH INC","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
"60289","active","active","02236991","SANOFI CONSUMER HEALTH INC","SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC"
"60641","active","active","02237319","EMD SERONO, A DIVISION OF EMD INC., CANADA","EMD SERONO A DIVISION OF EMD INC CANADA"
"60642","active","active","02237320","EMD SERONO, A DIVISION OF EMD INC., CANADA","EMD SERONO A DIVISION OF EMD INC CANADA"
"60900","active","active","02237562","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"61332","active","active","02237971","EMD SERONO, A DIVISION OF EMD INC., CANADA","EMD SERONO A DIVISION OF EMD INC CANADA"
"61574","active","active","02238183","LABORATOIRES TRIANON INC.","LABORATOIRES TRIANON INC"
"61604","active","active","02238211","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
"62481","active","active","02239029","LABORATOIRE RIVA INC.","LABORATOIRE RIVA INC"
