drug_code,drug_identification_number,current_brand_name,previous_brand_name
"73813","02253178","SANDOZ D 10 000","EURO D 10 000"
"78338","02298074","TARO-RABEPRAZOLE","RAN-RABEPRAZOLE"
"78339","02298082","TARO-RABEPRAZOLE","RAN-RABEPRAZOLE"
"9176","00782467","APO-NADOLOL","NADOLOL"
"9177","00782475","APO-NADOLOL","NADOLOL"
"9178","00782505","APO-NADOLOL","NADOLOL"
"94248","02455676","PMS-NITROFURANTOIN BID","PMS-NITROFURANTOIN"
"95963","02470632","TRISPAN","TRIAMCINOLONE HEXACETONIDE INJECTABLE SUSPENSION"
"99010","02500426","SPRAY X","PUREXALL DISINFECTANT 10"
"1657","00265470","C.E.S.","C.E.S. TABLETS"
"78010","02294753","DIALYSIS SOLUTION 35 K0","ACCUSOL 35 K0"
"78012","02294788","DIALYSIS SOLUTION 35 K4","ACCUSOL 35 K4"
"76051","02274981","MAQUAT 86-M","MAQUAT 86 M"
"78011","02294761","DIALYSIS SOLUTION 35 K2","ACCUSOL 35 K2"
"96286","02473453","AA-TELMISARTAN-AMLODIPINE","APO-TELMISARTAN-AMLODIPINE"
"96287","02473461","AA-TELMISARTAN-AMLODIPINE","APO-TELMISARTAN-AMLODIPINE"
"96288","02473488","AA-TELMISARTAN-AMLODIPINE","APO-TELMISARTAN-AMLODIPINE"
"96289","02473496","AA-TELMISARTAN-AMLODIPINE","APO-TELMISARTAN-AMLODIPINE"
"99360","02504162","GE FIGHT BAC RTU","GE FIGHT BACK RTU"
