drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"89544","13375","Changed","active","DROSPIRENONE","3","MG","02410788"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"89545","13375","Changed","active","DROSPIRENONE","3","MG","02410796"
"99529","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","2.25","%","02505932"
"98678","7289","ADDED","active","ZINC OXIDE","1.3","%","02496909"
"99436","20387","ADDED","approved","RIVAROXABAN","15","MG","02504995"
"99379","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.25","%","02504383"
"99458","7554","ADDED","approved","PROGESTERONE","100","MG","02505223"
"99247","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.3","%","02502941"
"99434","2493","ADDED","approved","BUPIVACAINE HYDROCHLORIDE","7.5","MG","02504979"
"99476","783","ADDED","approved","BENZETHONIUM CHLORIDE","0.1","%","02505428"
"99435","20387","ADDED","approved","RIVAROXABAN","10","MG","02504987"
"12298","309","Changed","inactive","IRON (FERRIC CITRATE)","1.5","MG","01901117"
"99413","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.0264","%","02504731"
"99389","11446","ADDED","approved","LETROZOLE","2.5","MG","02504472"
"98672","727","ADDED","approved","TITANIUM DIOXIDE","3.8","%","02496879"
"81579","55","Changed","active","SODIUM CHLORIDE","263","G","02330032"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"88671","7364","Changed","active","SOMATROPIN","2","MG","02401835"
"89544","7426","Changed","active","ETHINYL ESTRADIOL","0.03","MG","02410788"
"89545","7426","Changed","active","ETHINYL ESTRADIOL","0.03","MG","02410796"
"99468","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.3","%","02505312"
"99438","20387","ADDED","approved","RIVAROXABAN","2.5","MG","02505010"
"99418","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","30","MG","02504790"
"99408","13238","ADDED","approved","EVEROLIMUS","5","MG","02504685"
"99454","20396","ADDED","approved","OLMESARTAN MEDOXOMIL","20","MG","02505185"
"99402","12209","ADDED","approved","MIRTAZAPINE","2","%","02504626"
"99433","2493","ADDED","approved","BUPIVACAINE HYDROCHLORIDE","5","MG","02504960"
"99498","22978","ADDED","approved","LANADELUMAB","300","MG","02505614"
"99419","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","10","MG","02504804"
"99404","55","ADDED","approved","SODIUM CHLORIDE","30.5","%","02504642"
"99465","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","02505320"
