drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99247","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502941"
"99511","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505746"
"99449","56","ORAL","ADDED","02505142"
"99499","8","DISINFECTANT (Food Premises)","ADDED","02505622"
"99387","56","ORAL","ADDED","02504456"
"99477","8","DISINFECTANT (Food Premises)","ADDED","02505436"
"99401","56","ORAL","ADDED","02504618"
"99404","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504642"
"13294","93","DISINFECTANT (Domestic)","ADDED","01944045"
"99516","56","ORAL","ADDED","02505789"
"99257","94","DISINFECTANT (Institutional/Industrial)","ADDED","02503069"
"99432","1","BLOCK/INFILTRATION","ADDED","02504952"
"99379","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504383"
"99496","56","ORAL","ADDED","02505592"
"99485","8","DISINFECTANT (Food Premises)","ADDED","02505495"
"99513","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505754"
"99457","56","ORAL","ADDED","02505215"
"98672","70","TOPICAL","ADDED","02496879"
"99499","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505622"
"13233","2","DISINFECTANT (Barn)","ADDED","01944037"
"99497","56","ORAL","ADDED","02505606"
"99454","56","ORAL","ADDED","02505185"
"71516","94","DISINFECTANT (Institutional/Industrial)","ADDED","02247273"
"99404","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02504642"
"99379","93","DISINFECTANT (Domestic)","ADDED","02504383"
"99437","56","ORAL","ADDED","02505002"
"99247","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02502941"
"99473","56","ORAL","ADDED","02505371"
"99477","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505436"
"99513","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505754"
"99405","94","DISINFECTANT (Institutional/Industrial)","ADDED","02504650"
"99379","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02504383"
"99404","93","DISINFECTANT (Domestic)","ADDED","02504642"
"99468","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505312"
"99441","56","ORAL","ADDED","02505045"
"99447","22","INTRAMUSCULAR","ADDED","02505126"
"70566","2","DISINFECTANT (Barn)","ADDED","02246396"
"99499","93","DISINFECTANT (Domestic)","ADDED","02505622"
