drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12492","309","Changed","inactive","IRON (IRON GLUTARATE)","2.5","MG","00879851"
"106197","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","50","MG","02558750"
"106139","1201","ADDED","approved","PRAVASTATIN SODIUM","40","MG","02558106"
"106115","2155","ADDED","approved","DESMOPRESSIN ACETATE","0.2","MG","02557851"
"106200","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02558785"
"106193","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","20","MG","02558718"
"74663","9847","Changed","active","ANTIHEMOPHILIC FACTOR (HUMAN)","1000","UNIT","02261235"
"106152","2295","ADDED","approved","SELENIUM (SELENIOUS ACID)","60","MCG","02558254"
"106181","270","ADDED","approved","ACETAMINOPHEN","250","MG","02558572"
"106107","24008","ADDED","approved","*SARSCOV2 S-PROTEIN MRNA, 5'(M7G-5'-PPP-5'-GM), 3'POLYA","50","MCG","02557770"
"106179","1218","ADDED","approved","BISOPROLOL FUMARATE","5","MG","02558556"
"106181","2609","ADDED","approved","IBUPROFEN","125","MG","02558572"
"106133","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","100","MG","02558033"
"106189","11368","ADDED","approved","TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","2","MG","02558653"
"74661","13371","Changed","active","VON WILLEBRAND FACTOR (HUMAN)","600","UNIT","02261219"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"106142","11114","ADDED","approved","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","500","MG","02558130"
"106137","1201","ADDED","approved","PRAVASTATIN SODIUM","10","MG","02558084"
"106194","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","30","MG","02558726"
"106209","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02558882"
"106166","13107","ADDED","approved","LEVETIRACETAM","100","MG","02558416"
