drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99845","65","SUBCUTANEOUS","ADDED","02509148"
"99846","65","SUBCUTANEOUS","ADDED","02509156"
"99506","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505673"
"99877","93","DISINFECTANT (Domestic)","ADDED","02509482"
"99942","104","TOPICAL (HOUSEHOLD)","ADDED","02510189"
"99925","8","DISINFECTANT (Food Premises)","ADDED","02509997"
"99957","2","DISINFECTANT (Barn)","ADDED","02510340"
"99918","56","ORAL","ADDED","02509911"
"99896","56","ORAL","ADDED","02509687"
"98253","56","ORAL","ADDED","02492520"
"97867","93","DISINFECTANT (Domestic)","ADDED","02488582"
"99889","56","ORAL","ADDED","02509601"
"99899","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509709"
"99899","93","DISINFECTANT (Domestic)","ADDED","02509709"
"99936","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510111"
"99914","70","TOPICAL","ADDED","02509865"
"99880","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509504"
"99580","2","DISINFECTANT (Barn)","ADDED","02506432"
"99879","70","TOPICAL","ADDED","02509490"
"99903","65","SUBCUTANEOUS","ADDED","02509741"
"99506","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505673"
"94651","65","SUBCUTANEOUS","ADDED","02459310"
"99895","93","DISINFECTANT (Domestic)","ADDED","02509679"
"43021","56","ORAL","ADDED","02207664"
"99229","93","DISINFECTANT (Domestic)","ADDED","02502747"
"99931","70","TOPICAL","ADDED","02510057"
"99912","8","DISINFECTANT (Food Premises)","ADDED","02509849"
"99880","93","DISINFECTANT (Domestic)","ADDED","02509504"
"99927","22","INTRAMUSCULAR","ADDED","02510014"
"99841","65","SUBCUTANEOUS","ADDED","02509091"
"88989","56","ORAL","ADDED","02405059"
"99505","2","DISINFECTANT (Barn)","ADDED","02505665"
"99921","56","ORAL","ADDED","02509954"
"99925","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509997"
"99843","49","INTRAVENOUS","ADDED","02509113"
"99899","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509709"
"99888","104","TOPICAL (HOUSEHOLD)","ADDED","02509598"
"94650","65","SUBCUTANEOUS","ADDED","02459302"
"99846","49","INTRAVENOUS","ADDED","02509156"
"99845","49","INTRAVENOUS","ADDED","02509148"
"99912","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509849"
"99850","93","DISINFECTANT (Domestic)","ADDED","02509199"
"99506","93","DISINFECTANT (Domestic)","ADDED","02505673"
"99842","65","SUBCUTANEOUS","ADDED","02509105"
"99897","49","INTRAVENOUS","ADDED","02509695"
"99947","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510235"
"99838","56","ORAL","ADDED","02509067"
"99924","56","ORAL","ADDED","02509989"
"99957","93","DISINFECTANT (Domestic)","ADDED","02510340"
"99907","56","ORAL","ADDED","02509806"
"99852","22","INTRAMUSCULAR","ADDED","02509210"
"99635","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506939"
"98255","56","ORAL","ADDED","02492547"
"99580","8","DISINFECTANT (Food Premises)","ADDED","02506432"
"99887","56","ORAL","ADDED","02509571"
"99955","49","INTRAVENOUS","ADDED","02510324"
"99580","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506432"
"99901","70","TOPICAL","ADDED","02509725"
"99905","49","INTRAVENOUS","ADDED","02509776"
"99911","93","DISINFECTANT (Domestic)","ADDED","02509830"
"99923","56","ORAL","ADDED","02509970"
"99900","104","TOPICAL (HOUSEHOLD)","ADDED","02509717"
"99839","49","INTRAVENOUS","ADDED","02509075"
"99505","8","DISINFECTANT (Food Premises)","ADDED","02505665"
"99840","49","INTRAVENOUS","ADDED","02509083"
"92547","56","ORAL","ADDED","02441128"
"99908","56","ORAL","ADDED","02509814"
"99849","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509180"
"99957","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510340"
"99844","49","INTRAVENOUS","ADDED","02509121"
"92546","56","ORAL","ADDED","02441101"
"99859","56","ORAL","ADDED","02509296"
"99891","56","ORAL","ADDED","02509636"
