drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"93685","197","Changed","approved","BENZALKONIUM CHLORIDE","3.2","%","02450704"
"12492","309","Changed","inactive","IRON (IRON MALATE)","7.5","MG","00879851"
"80775","7289","Changed","active","ZINC OXIDE","9","%","02322293"
"99947","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.814","%","02510235"
"99880","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.2","%","02509504"
"99907","11899","ADDED","approved","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","5","MG","02509806"
"99927","23545","ADDED","approved","MRNA-1273 SARS-COV-2","100","MCG","02510014"
"99881","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","0.25","%","02509512"
"92548","12346","ADDED","approved","TADALAFIL","20","MG","02441136"
"99925","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.15","%","02509997"
"99918","1890","ADDED","approved","BUSPIRONE HYDROCHLORIDE","10","MG","02509911"
"99859","1966","ADDED","approved","NIFEDIPINE","60","MG","02509296"
"99904","1255","ADDED","approved","OCTREOTIDE (OCTREOTIDE ACETATE)","100","MCG","02509768"
"80773","7289","Changed","active","ZINC OXIDE","7","%","02322277"
"85608","197","Changed","active","BENZALKONIUM CHLORIDE","2.2","%","02370883"
"74968","33","Changed","dormant","OXYBENZONE","2","%","02264250"
"81225","55","Changed","active","SODIUM CHLORIDE","263","G","02326922"
"76749","1","Changed","active","OLANZAPINE","15","MG","02281848"
"81866","1","Changed","active","OLANZAPINE","20","MG","02333015"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"80045","12048","Changed","active","OCTISALATE","5","%","02314924"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"76746","1","Changed","active","OLANZAPINE","5","MG","02281805"
"74968","755","Changed","dormant","AVOBENZONE","3","%","02264250"
"80045","7289","Changed","active","ZINC OXIDE","9","%","02314924"
"80776","7289","Changed","active","ZINC OXIDE","9","%","02322307"
"99905","1255","ADDED","approved","OCTREOTIDE (OCTREOTIDE ACETATE)","500","MCG","02509776"
"99955","9396","ADDED","approved","PROLINE","1.12","G","02510324"
"99506","197","ADDED","active","BENZALKONIUM CHLORIDE","0.15","%","02505673"
"99924","1395","ADDED","approved","FAMOTIDINE","40","MG","02509989"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"74968","2280","Changed","dormant","OCTOCRYLENE","10","%","02264250"
"87795","12049","Changed","active","OCTINOXATE","6","%","02392704"
