ntp_code,ntp_formal_name,changes
"9013321","rituximab 1600 mg per 13.4 mL solution for injection vial","ADDED"
"9001746","trifluoperazine (trifluoperazine hydrochloride) 10 mg oral tablet","ADDED"
"9002757","cefazolin (cefazolin sodium) 10 g per vial powder for solution for injection","ADDED"
"9013332","ropivacaine hydrochloride 200 mg per 20 mL solution for injection ampoule","ADDED"
"9013470","octreotide (octreotide acetate) 10 mg per vial powder for prolonged-release suspension for injection with diluent syringe","ADDED"
"9013452","loratadine 10 mg and pseudoephedrine sulfate 240 mg modified-release oral tablet","ADDED"
"9002420","benzocaine 18 % and tetracaine hydrochloride 2 % cutaneous gel","ADDED"
"9013340","secukinumab 150 mg per 1 mL solution for injection pen","ADDED"
"9002604","pentosan polysulfate sodium 100 mg oral capsule","ADDED"
"9013291","fluocinolone acetonide 0.01 % cutaneous emulsion","ADDED"
"9013428","cidofovir 375 mg per 5 mL solution for injection vial","ADDED"
"9006060","venetoclax 50 mg oral tablet","ADDED"
"9013333","ropivacaine hydrochloride 200 mg per 20 mL solution for injection vial","ADDED"
"9003109","topotecan (topotecan hydrochloride) 4 mg per vial powder for solution for injection","ADDED"
"9013302","lacosamide 200 mg per 20 mL solution for injection vial","ADDED"
"9013446","ketamine (ketamine hydrochloride) 500 mg per 10 mL solution for injection vial","ADDED"
"9013456","magnesium sulfate 500 mg per mL solution for injection 50 mL vial","ADDED"
"9013397","vincristine sulfate 5 mg per 5 mL solution for injection vial","ADDED"
"9003323","cefazolin (cefazolin sodium) 500 mg per vial powder for solution for injection","ADDED"
"9006625","meperidine hydrochloride 100 mg per 1 mL solution for injection ampoule","ntp_status_effective_time: ""20170803"" -> ""20181025"""
"9013354","sufentanil (sufentanil citrate) 50 mcg per 1 mL solution for injection ampoule","ADDED"
"9005944","selexipag 600 mcg oral tablet","ADDED"
"9005438","pomalidomide 2 mg oral capsule","ADDED"
"9013500","pasireotide (pasireotide pamoate) 60 mg per vial powder for prolonged-release suspension for injection with diluent syringe","ADDED"
"9005548","sinecatechins 10 % cutaneous ointment","ADDED"
"9013318","rasburicase 1.5 mg per vial powder for solution for injection with diluent solution","ADDED"
"9013507","phenobarbital sodium 30 mg per 1 mL solution for injection ampoule","ADDED"
"9013317","ramucirumab 500 mg per 50 mL solution for injection vial","ADDED"
"9013351","succinylcholine chloride 400 mg per 20 mL solution for injection vial","ADDED"
"9002877","tetracaine hydrochloride 0.5 % ophthalmic drops","ADDED"
"9013385","ustekinumab 130 mg per 26 mL solution for injection vial","ADDED"
"9012839","methylprednisolone acetate 400 mg per 5 mL suspension for injection vial","ADDED"
"9004828","thalidomide 100 mg oral capsule","ADDED"
"9012922","bupivacaine hydrochloride 50 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""19941231"" -> ""20001201"""
"9013384","trypan blue 0.06 % solution for injection 0.5 mL syringe","ADDED"
"9005786","lidocaine 7 % and tetracaine 7 % cutaneous cream","ADDED"
"9013383","triptorelin acetate 0.1 mg per 1 mL solution for injection syringe","ADDED"
"9002930","amcinonide 0.1 % cutaneous cream","ADDED"
"9004194","sorafenib (sorafenib tosylate) 200 mg oral tablet","ADDED"
"9002983","benoxinate hydrochloride 0.4 % and fluorescein sodium 0.25 % ophthalmic drops","ADDED"
"9005604","vortioxetine (vortioxetine hydrobromide) 10 mg oral tablet","ADDED"
"9013285","eptifibatide 20 mg per 10 mL solution for injection vial","ADDED"
"9012635","hydromorphone hydrochloride 20 mg per mL solution for injection 50 mL vial","ADDED"
"9013353","sufentanil (sufentanil citrate) 250 mcg per 5 mL solution for injection vial","ADDED"
"9013263","adenosine 12 mg per 4 mL solution for injection syringe","ADDED"
"9000384","hydromorphone hydrochloride 1 mg per mL syrup","ADDED"
"9005537","tofacitinib (tofacitinib citrate) 5 mg oral tablet","ADDED"
"9010882","nitroglycerin 500 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9013327","ropivacaine hydrochloride 100 mg per 10 mL solution for injection ampoule","ADDED"
"9006002","osimertinib (osimertinib mesylate) 80 mg oral tablet","ADDED"
"9006562","ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch","ntp_status: ""ACTIVE"" -> ""DEPREC""
ntp_status_effective_time: ""20031224"" -> ""20181101"""
"9004368","fluocinolone acetonide 0.01 % otic drops","ADDED"
"9013416","buserelin (buserelin acetate) 100 mcg per actuation nasal spray","ADDED"
"9013417","buserelin (buserelin acetate) 6.3 mg implant","ADDED"
"9002931","amcinonide 0.1 % lotion","ADDED"
"9013377","trastuzumab emtansine 100 mg per vial powder for solution for injection","ADDED"
"9013324","rocuronium bromide 100 mg per 10 mL solution for injection vial","ADDED"
"9013487","oxytocin 10 unit per 1 mL solution for injection vial","ADDED"
"9000585","hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial","ADDED"
"9002393","trimebutine maleate 200 mg oral tablet","ADDED"
"9004211","lopinavir 200 mg and ritonavir 50 mg oral tablet","ADDED"
"9001664","methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial powder for solution for injection","ADDED"
"9013371","tranexamic acid 100 mg per mL solution for injection 50 mL vial","ADDED"
"9009620","furosemide 40 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9005671","siltuximab 100 mg per vial powder for solution for injection","ADDED"
"9013434","dinoprostone 1 mg per 3 g vaginal gel syringe","ADDED"
"9000203","hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule","ADDED"
"9013292","fomepizole 1.5 g per 1.5 mL solution for injection vial","ADDED"
"9005934","palbociclib 100 mg oral capsule","ADDED"
"9004517","temozolomide 140 mg oral capsule","ADDED"
"9005249","perampanel 12 mg oral tablet","ADDED"
"9013447","lanadelumab 300 mg per 2 mL solution for injection vial","ADDED"
"9013493","panitumumab 400 mg per 20 mL solution for injection vial","ADDED"
"9004791","velaglucerase alfa 400 unit per vial powder for solution for injection","ADDED"
"9003668","sevelamer hydrochloride 800 mg oral tablet","ADDED"
"9001639","methylprednisolone 16 mg oral tablet","ADDED"
"9013337","sarilumab 200 mg per 1.14 mL solution for injection pen","ADDED"
"9005937","palbociclib 75 mg oral capsule","ADDED"
"9000365","morphine sulfate 50 mg per 1 mL solution for injection ampoule","ntp_status_effective_time: ""20170728"" -> ""20181004"""
"9004933","remifentanil (remifentanil hydrochloride) 1 mg per vial powder for solution for injection","ADDED"
"9005726","pembrolizumab 50 mg per vial powder for solution for injection","ADDED"
"9003789","pimecrolimus 1 % cutaneous cream","ADDED"
"9000948","hydromorphone hydrochloride 18 mg prolonged-release oral capsule","ADDED"
"9013328","ropivacaine hydrochloride 100 mg per 10 mL solution for injection vial","ADDED"
"9013348","sodium tetradecyl sulfate 60 mg per 2 mL solution for injection vial","ADDED"
"9013436","elagolix (elagolix sodium) 150 mg oral tablet","ADDED"
"9013390","vasopressin 20 unit per 1 mL solution for injection vial","ADDED"
"9004792","sevelamer carbonate 800 mg oral tablet","ADDED"
"9013464","nilotinib (nilotinib hydrochloride) 200 mg oral capsule","ADDED"
"9013445","ketamine (ketamine hydrochloride) 200 mg per 20 mL solution for injection vial","ADDED"
"9002036","trifluoperazine (trifluoperazine hydrochloride) 20 mg oral tablet","ADDED"
"9002395","yohimbine hydrochloride 5.4 mg oral tablet","ADDED"
"9003498","verteporfin 15 mg per vial powder for solution for injection","ADDED"
"9013347","sodium tetradecyl sulfate 20 mg per 2 mL solution for injection vial","ADDED"
"9013296","glatiramer acetate 40 mg per 1 mL solution for injection syringe","ADDED"
"9000966","hydromorphone hydrochloride 1000 mg per 10 mL solution for injection vial","ADDED"
"9005340","riociguat 1 mg oral tablet","ADDED"
"9000331","morphine sulfate 2 mg per 1 mL solution for injection ampoule","ntp_status_effective_time: ""20170724"" -> ""20181003"""
"9013435","dinoprostone 2 mg per 3 g vaginal gel syringe","ADDED"
"9004855","eltrombopag (eltrombopag olamine) 50 mg oral tablet","ADDED"
"9003600","sirolimus 1 mg per mL oral solution","ADDED"
"9013335","sarilumab 150 mg per 1.14 mL solution for injection pen","ADDED"
"9013418","buserelin (buserelin acetate) 9.45 mg implant","ADDED"
"9013511","plerixafor 24 mg per 1.2 mL solution for injection vial","ADDED"
"9013012","methylprednisolone (methylprednisolone sodium succinate) 500 mg per vial powder for solution for injection with diluent solution","ADDED"
"9006208","meperidine hydrochloride 10 mg per mL solution for injection 30 mL vial","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19861231"" -> ""20180928"""
"9001783","dinoprostone 0.5 mg oral tablet","ADDED"
"9003108","dinoprostone 10 mg per insert vaginal delivery system","ADDED"
"9001748","trifluoperazine (trifluoperazine hydrochloride) 2 mg oral tablet","ADDED"
"9003427","tizanidine (tizanidine hydrochloride) 4 mg oral tablet","ADDED"
"9005067","ruxolitinib (ruxolitinib phosphate) 20 mg oral tablet","ADDED"
"9005107","fluocinolone acetonide 0.59 mg intravitreal implant","ADDED"
"9012841","methylprednisolone acetate 80 mg per 2 mL suspension for injection vial","ADDED"
"9006313","calcium polystyrene sulfonate 999 mg per g powder for oral/rectal suspension","ADDED"
"9013365","tocilizumab 400 mg per 20 mL solution for injection vial","ADDED"
"9013345","sodium polystyrene sulfonate 1 g per g powder for oral/rectal suspension","ADDED"
"9002125","loratadine 10 mg oral tablet","ADDED"
"9013460","neostigmine methylsulfate 10 mg per 10 mL solution for injection vial","ADDED"
"9004745","sapropterin dihydrochloride 100 mg oral tablet","ADDED"
"9012840","methylprednisolone acetate 80 mg per 1 mL suspension for injection vial","ADDED"
"9003081","tazarotene 0.1 % cutaneous gel","ADDED"
"9004266","ceftriaxone (ceftriaxone sodium) 2 g per vial powder for solution for injection","ADDED"
"9013266","arsenic trioxide 10 mg per 10 mL solution for injection ampoule","ADDED"
"9013109","eptifibatide 0.75 mg per mL solution for injection 100 mL vial","ADDED"
"9002707","pilocarpine hydrochloride 1 % ophthalmic drops","ADDED"
"9000364","morphine sulfate 25 mg per 1 mL solution for injection ampoule","ntp_status_effective_time: ""20170803"" -> ""20181004"""
"9000187","hydrocortisone 2.5 % cutaneous cream","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19831231"" -> ""20170914"""
"9001667","procarbazine (procarbazine hydrochloride) 50 mg oral capsule","ADDED"
"9005940","selexipag 1400 mcg oral tablet","ADDED"
"9013488","oxytocin 100 unit per 10 mL solution for injection vial","ADDED"
"9013391","vasopressin 40 unit per 2 mL solution for injection vial","ADDED"
"9013372","tranexamic acid 1000 mg per 10 mL solution for injection ampoule","ADDED"
"9013489","oxytocin 50 unit per 5 mL solution for injection ampoule","ADDED"
"9013267","betamethasone (betamethasone valerate) 0.1 % and fusidic acid 2 % cutaneous cream","ADDED"
"9013497","pasireotide (pasireotide diaspartate) 0.9 mg per 1 mL solution for injection ampoule","ADDED"
"9013476","octreotide (octreotide acetate) 50 mcg per 1 mL solution for injection ampoule","ADDED"
"9006080","bazedoxifene (bazedoxifene acetate) 20 mg and conjugated estrogens 0.45 mg modified-release oral tablet","ADDED"
"9000819","ibuprofen 40 mg per mL oral suspension","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9001307","hydromorphone hydrochloride 8 mg prolonged-release oral tablet","ADDED"
"9013494","papaverine hydrochloride 65 mg per 2 mL solution for injection vial","ADDED"
"9005073","temozolomide 180 mg oral capsule","ADDED"
"9004104","triptorelin (triptorelin pamoate) 11.25 mg per vial powder for prolonged-release suspension for injection","ADDED"
"9013363","tocilizumab 162 mg per 0.9 mL solution for injection syringe","ADDED"
"9013369","topotecan (topotecan hydrochloride) 1 mg per 1 mL solution for injection vial","ADDED"
"9003435","temozolomide 5 mg oral capsule","ADDED"
"9003433","temozolomide 20 mg oral capsule","ADDED"
"9004452","lopinavir 100 mg and ritonavir 25 mg oral tablet","ADDED"
"9013386","ustekinumab 45 mg per 0.5 mL solution for injection syringe","ADDED"
"9005939","selexipag 1200 mcg oral tablet","ADDED"
"9004789","thalidomide 50 mg oral capsule","ADDED"
"9000965","ketorolac tromethamine 30 mg per mL solution for injection","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9013528","triamcinolone hexacetonide 20 mg per 1 mL suspension for injection ampoule","ADDED"
"9006245","hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial","ADDED"
"9002758","cefazolin (cefazolin sodium) 1 g per vial powder for solution for injection","ADDED"
"9013202","lidocaine hydrochloride 10 mg per 1 mL and methylprednisolone acetate 40 mg per 1 mL suspension for injection vial","ADDED"
"9005341","riociguat 2.5 mg oral tablet","ADDED"
"9003236","tetracaine (tetracaine hydrochloride) 40 mg per g cutaneous gel","ADDED"
"9013525","trastuzumab 440 mg per vial powder for solution for injection with diluent solution","ADDED"
"9012924","buserelin (buserelin acetate) 1 mg per mL solution for injection 5.5 mL vial","ADDED"
"9013322","rituximab 500 mg per 50 mL solution for injection vial","ADDED"
"9013421","cabozantinib (cabozantinib malate) 60 mg oral tablet","ADDED"
"9013472","octreotide (octreotide acetate) 100 mcg per 1 mL solution for injection vial","ADDED"
"9006236","digoxin 1 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9005971","olaparib 50 mg oral capsule","ADDED"
"9004563","vorinostat 100 mg oral capsule","ADDED"
"9003271","delavirdine mesylate 100 mg oral tablet","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20180924"" -> ""19980724"""
"9000145","diazepam 20 mg per 2 mL solution for injection ampoule","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9005943","selexipag 400 mcg oral tablet","ADDED"
"9013396","vincristine sulfate 2 mg per 2 mL solution for injection vial","ADDED"
"9005437","pomalidomide 1 mg oral capsule","ADDED"
"9013480","olaparib 100 mg oral tablet","ADDED"
"9012920","bupivacaine hydrochloride 25 mg per 10 mL solution for injection vial","ntp_status_effective_time: ""19941231"" -> ""20001201"""
"9001578","methylprednisolone 4 mg oral tablet","ADDED"
"9013459","neostigmine methylsulfate 0.5 mg per 1 mL solution for injection vial","ADDED"
"9013502","pegfilgrastim 6 mg per 0.6 mL solution for injection syringe","ADDED"
"9004200","dextromethorphan hydrobromide 5 mg and phenylephrine hydrochloride 2.5 mg orodispersible tablet","ntp_formal_name: ""dextromethorphan hydrobromide 5 mg and phenylephrine hydrochloride 2.5 mg orodispersible tablet"" -> ""dextromethorphan hydrobromide 5 mg and phenylephrine hydrochloride 2.5 mg orodispersible film"""
"9009350","estradiol 0.1 % transdermal gel","ntp_status_effective_time: ""20181001"" -> ""20181101"""
"9013323","rivaroxaban 2.5 mg oral tablet","ADDED"
"9002486","pheniramine maleate 0.2 % and phenylephrine hydrochloride 0.5 % nasal spray","ADDED"
"9001979","gramicidin 0.25 mg per g and neomycin (neomycin sulfate) 2.5 mg per g and nystatin 100000 unit per g and triamcinolone acetonide 1 mg per g cutaneous ointment","ADDED"
"9013474","octreotide (octreotide acetate) 20 mg per vial powder for prolonged-release suspension for injection with diluent syringe","ADDED"
"9006056","venetoclax 100 mg oral tablet","ADDED"
