drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98728","56","ORAL","ADDED","02497468"
"73037","94","DISINFECTANT (Institutional/Industrial)","ADDED","02248673"
"98698","56","ORAL","ADDED","02497115"
"98718","56","ORAL","ADDED","02497352"
"74338","2","DISINFECTANT (Barn)","ADDED","02258145"
"98746","93","DISINFECTANT (Domestic)","ADDED","02497662"
"98683","56","ORAL","ADDED","02496968"
"98713","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497298"
"98707","2","DISINFECTANT (Barn)","ADDED","02497212"
"98727","56","ORAL","ADDED","02497441"
"98734","70","TOPICAL","ADDED","02497522"
"98746","8","DISINFECTANT (Food Premises)","ADDED","02497662"
"98669","56","ORAL","ADDED","02496844"
"98743","2","DISINFECTANT (Barn)","ADDED","02497638"
"98746","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497662"
"98549","29","INHALATION","ADDED","02495597"
"98687","56","ORAL","ADDED","02496992"
"98654","56","ORAL","ADDED","02496682"
"98737","2","DISINFECTANT (Barn)","ADDED","02497565"
"98729","56","ORAL","ADDED","02497476"
"98713","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497298"
"98730","56","ORAL","ADDED","02497484"
"98679","49","INTRAVENOUS","ADDED","02496917"
"98738","62","RECTAL","ADDED","02497557"
"98713","8","DISINFECTANT (Food Premises)","ADDED","02497298"
"98720","56","ORAL","ADDED","02497379"
"98714","2","DISINFECTANT (Barn)","ADDED","02497301"
"98226","93","DISINFECTANT (Domestic)","ADDED","02492253"
"98707","8","DISINFECTANT (Food Premises)","ADDED","02497212"
"98737","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497565"
"98704","56","ORAL","ADDED","02497190"
"98551","29","INHALATION","ADDED","02495619"
"98743","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497638"
"98653","56","ORAL","ADDED","02496674"
"98738","56","ORAL","ADDED","02497557"
"98660","90","EXTRACORPOREAL","ADDED","02496755"
"98746","2","DISINFECTANT (Barn)","ADDED","02497662"
"98743","8","DISINFECTANT (Food Premises)","ADDED","02497638"
"98681","49","INTRAVENOUS","ADDED","02496933"
"98707","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497212"
"98737","8","DISINFECTANT (Food Premises)","ADDED","02497565"
"98699","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497158"
"98714","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497301"
"98724","56","ORAL","ADDED","02497417"
"98697","8","DISINFECTANT (Food Premises)","ADDED","02497107"
"98662","49","INTRAVENOUS","ADDED","02496771"
"98688","56","ORAL","ADDED","02497018"
"98725","56","ORAL","ADDED","02497425"
"98697","94","DISINFECTANT (Institutional/Industrial)","ADDED","02497107"
"98733","56","ORAL","ADDED","02497514"
"98712","56","ORAL","ADDED","02497263"
"98713","2","DISINFECTANT (Barn)","ADDED","02497298"
"98714","8","DISINFECTANT (Food Premises)","ADDED","02497301"
"98699","8","DISINFECTANT (Food Premises)","ADDED","02497158"
"98295","70","TOPICAL","ADDED","02492970"
"98697","93","DISINFECTANT (Domestic)","ADDED","02497107"
"98707","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497212"
"98715","49","INTRAVENOUS","ADDED","02497328"
"98668","56","ORAL","ADDED","02496836"
"98737","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497565"
"98736","49","INTRAVENOUS","ADDED","02497549"
"98714","93","DISINFECTANT (Domestic)","ADDED","02497301"
"98703","56","ORAL","ADDED","02497182"
"98743","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497638"
"98707","93","DISINFECTANT (Domestic)","ADDED","02497212"
"98697","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497107"
"98719","56","ORAL","ADDED","02497360"
"98735","22","INTRAMUSCULAR","ADDED","02497530"
"98652","56","ORAL","ADDED","02496666"
"98743","93","DISINFECTANT (Domestic)","ADDED","02497638"
"98699","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497158"
"98714","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497301"
"98680","49","INTRAVENOUS","ADDED","02496925"
"98737","93","DISINFECTANT (Domestic)","ADDED","02497565"
"74338","94","DISINFECTANT (Institutional/Industrial)","ADDED","02258145"
"98723","56","ORAL","ADDED","02497409"
"98682","56","ORAL","ADDED","02496941"
"98746","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02497662"
"98735","49","INTRAVENOUS","ADDED","02497530"
"98661","22","INTRAMUSCULAR","ADDED","02496763"
"98713","93","DISINFECTANT (Domestic)","ADDED","02497298"
"98702","56","ORAL","ADDED","02497174"
"98666","56","ORAL","ADDED","02496828"
"98550","29","INHALATION","ADDED","02495600"
"98662","56","ORAL","ADDED","02496771"
"98731","56","ORAL","ADDED","02497506"
"98736","22","INTRAMUSCULAR","ADDED","02497549"
