drug_code,drug_identification_number,current_brand_name,previous_brand_name
"193","00013609","GRAVOL SUPPOSITORIES","GRAVOL COMFORT SHAPED SUPPOSITORIES"
"31358","02139480","FOLIC ACID INJECTION, USP","FOLIC ACID INJECTION"
"64988","02241356","IFEX","IFEX (IFOSFAMIDE) 3 G/VIAL"
"64989","02241357","IFEX","IFEX (IFOSFAMIDE) 1 G/VIAL"
"65192","02241540","ARJO DISINFECTANT CLEANSER IV","DISINFECTANT CLEANSER IV"
"67464","02243546","MAXIM QUAT-SHOT","QUAT-SHOT"
"69226","02245211","AA-LEVOCARB CR","APO-LEVOCARB CR"
"69984","02245867","GRAVOL LIQUID GELS","GRAVOL TASTEFREE LIQUID GEL CAPSULES"
"72152","02247845","MAXIM MICROCLEAN","MICROCLEAN"
"72153","02247846","MAXIM ATTACK","ATTACK"
"72154","02247847","MAXIM ORDERLY","ORDERLY"
"73131","02248763","AA-ATENIDONE","APO-ATENIDONE"
"73132","02248764","AA-ATENIDONE","APO-ATENIDONE"
"75839","02272873","AA-LEVOCARB CR","APO-LEVOCARB CR"
"78902","02303728","TARO-CIPROFLOX","RAN-CIPROFLOX"
"78903","02303736","TARO-CIPROFLOX","RAN-CIPROFLOX"
"78904","02303744","TARO-CIPROFLOX","RAN-CIPROFLOX"
"84808","02363062","TARO-VALSARTAN","RAN-VALSARTAN"
"84812","02363100","TARO-VALSARTAN","RAN-VALSARTAN"
"84813","02363119","TARO-VALSARTAN","RAN-VALSARTAN"
"86646","02380684","TARO-CANDESARTAN","RAN-CANDESARTAN"
"86647","02380692","TARO-CANDESARTAN","RAN-CANDESARTAN"
"86648","02380706","TARO-CANDESARTAN","RAN-CANDESARTAN"
"86649","02380714","TARO-CANDESARTAN","RAN-CANDESARTAN"
"86735","02381508","TARO-DONEPEZIL","RAN-DONEPEZIL"
"86736","02381516","TARO-DONEPEZIL","RAN-DONEPEZIL"
"89149","02406810","TARO-IRBESARTAN","RAN-IRBESARTAN"
"89150","02406829","TARO-IRBESARTAN","RAN-IRBESARTAN"
"89151","02406837","TARO-IRBESARTAN","RAN-IRBESARTAN"
"89992","02415305","APO-TRAVOPROST-TIMOP PQ","APO-TRAVOPROST-TIMOP"
"92369","02439328","TARO-GLICLAZIDE MR","RAN-GLICLAZIDE MR"
"92471","02440350","PRIVA-MONTELUKAST","PRIVA-MONTELUKAST FC"
"95168","02463571","TARO-GLICLAZIDE MR","RAN-GLICLAZIDE MR"
"9585","00783595","KIDS GRAVOL SUPPOSITORIES","GRAVOL KIDS COMFORT SHAPED SUPPOSITORIES"
"50499","02231192","FLUVOXAMINE","NU-FLUVOXAMINE 50 MG TAB"
"50500","02231193","FLUVOXAMINE","NU-FLUVOXAMINE 100 MG TAB"
"91375","02429322","TEVA-DILTIAZEM XC","ACT DILTIAZEM XC"
"91376","02429330","TEVA-DILTIAZEM XC","ACT DILTIAZEM XC"
"91377","02429349","TEVA-DILTIAZEM XC","ACT DILTIAZEM XC"
"91378","02429357","TEVA-DILTIAZEM XC","ACT DILTIAZEM XC"
"98091","02490870","JAMP FEBUXOSTAT","JAMP-FEBUXOSTAT"
