drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"98295","9","CREAM","ADDED","02492970"
"98707","134","SOLUTION","ADDED","02497212"
"8918","126","POWDER FOR SUSPENSION","ADDED","00755338"
"98743","134","SOLUTION","ADDED","02497638"
"71318","34","LIQUID","REMOVED","02247083"
"98737","134","SOLUTION","ADDED","02497565"
"98687","5","CAPSULE","ADDED","02496992"
"17752","55","POWDER","REMOVED","02026961"
"98729","5","CAPSULE","ADDED","02497476"
"98699","183","POD","ADDED","02497158"
"98681","56","POWDER FOR SOLUTION","ADDED","02496933"
"98669","85","TABLET","ADDED","02496844"
"98730","5","CAPSULE","ADDED","02497484"
"98550","55","POWDER","ADDED","02495600"
"78230","34","LIQUID","REMOVED","02296950"
"98697","134","SOLUTION","ADDED","02497107"
"98654","85","TABLET","ADDED","02496682"
"98679","134","SOLUTION","ADDED","02496917"
"74338","34","LIQUID","REMOVED","02258145"
"98714","134","SOLUTION","ADDED","02497301"
"98720","5","CAPSULE","ADDED","02497379"
"80541","134","SOLUTION","ADDED","02319969"
"98723","5","CAPSULE","ADDED","02497409"
"98226","98","SPRAY","ADDED","02492253"
"98683","85","TABLET","ADDED","02496968"
"86143","34","LIQUID","REMOVED","02375974"
"71318","134","SOLUTION","ADDED","02247083"
"17752","126","POWDER FOR SUSPENSION","ADDED","02026961"
"8918","55","POWDER","REMOVED","00755338"
"98728","5","CAPSULE","ADDED","02497468"
"98549","55","POWDER","ADDED","02495597"
"98718","5","CAPSULE","ADDED","02497352"
"80541","34","LIQUID","REMOVED","02319969"
"98736","56","POWDER FOR SOLUTION","ADDED","02497549"
"74338","134","SOLUTION","ADDED","02258145"
"98666","85","TABLET","ADDED","02496828"
"98731","5","CAPSULE","ADDED","02497506"
"78230","134","SOLUTION","ADDED","02296950"
"98702","151","TABLET (CHEWABLE)","ADDED","02497174"
"98682","85","TABLET","ADDED","02496941"
"98698","151","TABLET (CHEWABLE)","ADDED","02497115"
"98652","85","TABLET","ADDED","02496666"
"73037","134","SOLUTION","ADDED","02248673"
"98551","55","POWDER","ADDED","02495619"
"65192","34","LIQUID","REMOVED","02241540"
"13296","34","LIQUID","REMOVED","01931024"
"67464","98","SPRAY","ADDED","02243546"
"98715","134","SOLUTION","ADDED","02497328"
"98661","134","SOLUTION","ADDED","02496763"
"87985","34","LIQUID","REMOVED","02394707"
"98734","105","WIPE","ADDED","02497522"
"98719","5","CAPSULE","ADDED","02497360"
"98703","85","TABLET","ADDED","02497182"
"98680","134","SOLUTION","ADDED","02496925"
"98735","56","POWDER FOR SOLUTION","ADDED","02497530"
"98668","85","TABLET","ADDED","02496836"
"93634","134","SOLUTION","ADDED","02450259"
"73037","34","LIQUID","REMOVED","02248673"
"65192","134","SOLUTION","ADDED","02241540"
"87985","82","SYRUP","ADDED","02394707"
"98660","134","SOLUTION","ADDED","02496755"
"98712","79","SUSPENSION","ADDED","02497263"
"93634","34","LIQUID","REMOVED","02450259"
"13296","82","SYRUP","ADDED","01931024"
"98724","5","CAPSULE","ADDED","02497417"
"98704","79","SUSPENSION","ADDED","02497190"
"98688","5","CAPSULE","ADDED","02497018"
"98725","5","CAPSULE","ADDED","02497425"
"98746","98","SPRAY","ADDED","02497662"
"98738","126","POWDER FOR SUSPENSION","ADDED","02497557"
"98733","5","CAPSULE","ADDED","02497514"
"98713","134","SOLUTION","ADDED","02497298"
"98653","85","TABLET","ADDED","02496674"
"98662","134","SOLUTION","ADDED","02496771"
"98727","5","CAPSULE","ADDED","02497441"
"86143","134","SOLUTION","ADDED","02375974"
