tm_code,tm_formal_name,tm_fr_description,changes
"13b2099a64704dbb8c14895e5ad11255","fremanezumab","frémanézumab","ADDED"
"6605eabbf5c14c56d7c31fa7f2eb2418","indacaterol and mometasone","indacatérol et mométasone","ADDED"
"8000796","benzalkonium","benzalkonium","CHANGED"
"8000912","alcohol anhydrous and chlorhexidine","alcool anhydre et chlorhexidine","CHANGED"
"8000940","alcohol anhydrous and butanediol and propyl alcohol and propylene glycol","alcool anhydre et butanédiol et alcool propylique et propylène glycol","CHANGED"
"8000946","alcohol anhydrous and benzalkonium","alcool anhydre et benzalkonium","CHANGED"
"8001004","benzoyl peroxide and salicylic acid","peroxyde de benzoyle et acide salicylique","CHANGED"
"8001098","asparaginase","asparaginase","CHANGED"
"8001425","ziprasidone","ziprasidone","tm_fr_description: ""zaprasidone"" -> ""ziprasidone"""
"8001461","ertugliflozin and sitagliptin","ertugliflozine et sitagliptine","DELETED"
"8001476","follitropin beta","follitropine bêta","CHANGED"
"8001579","benzethonium","benzéthonium","CHANGED"
"8001606","canakinumab","canakinumab","tm_status_effective_time: ""20100427"" -> ""20170822"""
"8001615","chloroxylenol","chloroxylénol","CHANGED"
"8001659","glycopyrrolate","glycopyrrolate","DELETED"
"8001696","antipyrine and sodium salicylate","antipyrine et salicylate de sodium","CHANGED"
"8001702","benzalkonium and pramoxine","benzalkonium et pramoxine","tm_fr_description: ""benzalkonium et pramoxime"" -> ""benzalkonium et pramoxine"""
"8001708","calamine and pramoxine","calamine et pramoxine","tm_fr_description: ""calamine et pramoxime"" -> ""calamine et pramoxine"""
"8001749","dimethicone and menthol and pramoxine","diméthicone et menthol et pramoxine","tm_fr_description: ""diméthicone et menthol et pramoxime"" -> ""diméthicone et menthol et pramoxine"""
"8001757","doxorubicin","doxorubicine","CHANGED"
"8001797","hydrocortisone and pramoxine","hydrocortisone et pramoxine","tm_fr_description: ""hydrocortisone et pramoxime"" -> ""hydrocortisone et pramoxine"""
"8001798","hydrocortisone and pramoxine and zinc sulfate","hydrocortisone et pramoxine et sulfate de zinc","tm_fr_description: ""hydrocortisone et pramoxime et sulfate de zinc"" -> ""hydrocortisone et pramoxine et sulfate de zinc"""
"8001844","magnesium chloride","chlorure de magnésium","CHANGED"
"8001848","menthol and pramoxine","menthol et pramoxine","tm_fr_description: ""menthol et pramoxime"" -> ""menthol et pramoxine"""
"8001857","methylnaltrexone","méthylnaltrexone","DELETED"
"8001866","petrolatum","pétrolatum","CHANGED"
"8001870","potassium chloride","chlorure de potassium","CHANGED"
"8001872","pramoxine and zinc acetate","pramoxine et acétate de zinc","tm_fr_description: ""pramoxime et acétate de zinc"" -> ""pramoxine et acétate de zinc"""
"8001873","pramoxine and zinc sulfate","pramoxine et sulfate de zinc","tm_fr_description: ""pramoxime et sulfate de zinc"" -> ""pramoxine et sulfate de zinc"""
"8001878","sodium iodide","iodure de sodium","CHANGED"
"8001976","triclosan","triclosan","CHANGED"
"8002047","paclitaxel","paclitaxel","CHANGED"
"8002068","piperazine","pipérazine","CHANGED"
"8002088","acetic acid and sodium acetate","acide acétique et acétate de sodium","CHANGED"
"8002154","potassium phosphate dibasic and potassium phosphate monobasic","phosphate de potassium dibasique et phosphate de potassium monobasique","CHANGED"
"8002160","sodium acetate","acétate de sodium","CHANGED"
"8002161","sodium bicarbonate","bicarbonate de sodium","CHANGED"
"8002169","anti-inhibitor coagulant complex","complexe coagulant anti-inhibiteur","CHANGED"
"8002215","amphotericin B","amphotéricine B","CHANGED"
"8002228","iron dextran","fer dextran","DELETED"
"8002245","onabotulinumtoxinA","onabotulinumtoxineA","CHANGED"
"8002278","coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s","facteur IX de coagulation humain et facteur II de coagulation humain et facteur VII de coagulation humain et facteur X de coagulation humain et protéine c et protéine s","CHANGED"
"8002282","fibrinogen human and thrombin human","fibrinogène humaine et thrombine humaine","CHANGED"
"8002332","caffeine","caféine","CHANGED"
"8002336","pramoxine","pramoxine","CHANGED"
"a4884d563788cc52f239c163d2220cf2","tibolone","tibolone","ADDED"
"b58d1f4bc3a9091f33a6b03d5f1d815c","halobetasol and tazarotene","halobétasol et tazarotène","ADDED"
