drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"1253","active","active","00037621","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"1254","active","active","00037613","UPJOHN CANADA ULC","PFIZER CANADA ULC"
"5700","active","active","00270512","BOEHRINGER INGELHEIM ANIMAL HEALTH CANADA INC.","MERIAL CANADA INC"
"12944","active","active","01934783","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"12946","active","active","01934791","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"41219","active","active","00779830","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"41220","active","active","00779849","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"41221","active","active","00779857","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"68031","active","active","02244078","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"68034","active","active","02244079","GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.","PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"
"74313","active","active","02257904","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78267","active","active","02297302","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78268","active","active","02297310","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78269","active","active","02297329","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"78270","active","active","02297337","TEVA CANADA LIMITED","ACTAVIS PHARMA COMPANY"
"80630","active","active","02320886","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"80642","dormant","dormant","02321009","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"80646","dormant","dormant","02321041","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"82545","approved","approved","02339889","LEYSONS PRODUCTS","LEYSONS CHEMICAL PRODUCTS"
"92496","approved","approved","02440598","JAMP PHARMA CORPORATION","MARCAN PHARMACEUTICALS INC"
