drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98812","56","ORAL","ADDED","02498340"
"98826","104","TOPICAL (HOUSEHOLD)","ADDED","02498499"
"98823","22","INTRAMUSCULAR","ADDED","02498405"
"98811","56","ORAL","ADDED","02498332"
"98813","56","ORAL","ADDED","02498359"
"98798","56","ORAL","ADDED","02498200"
"95097","22","INTRAMUSCULAR","ADDED","02463075"
"98796","56","ORAL","ADDED","02498189"
"98257","70","TOPICAL","ADDED","02492563"
"98823","49","INTRAVENOUS","ADDED","02498405"
"98814","56","ORAL","ADDED","02498367"
"98799","56","ORAL","ADDED","02498219"
"98252","70","TOPICAL","ADDED","02492512"
