"mp_code","drug_code","drug_identification_number","mp_formal_name","tm_code","ccdd"
700062,60218,"02236926","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000095,TRUE
700061,60218,"02236926","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000095,TRUE
700001,940,"00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule) ERFA CANADA 2012 INC",8000003,TRUE
700002,940,"00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC",8000003,TRUE
700164,71180,"02246953","AMIODARONE FOR INJECTION 50MG/ML (amiodarone hydrochloride 150 mg per 3 mL solution for injection vial) TEVA CANADA LIMITED",8000269,TRUE
700165,71180,"02246953","AMIODARONE FOR INJECTION 50MG/ML (amiodarone hydrochloride 900 mg per 18 mL solution for injection vial) TEVA CANADA LIMITED",8000269,TRUE
700088,69797,"02245696","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 150 mg per 3 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000269,TRUE
700076,66036,"02242325","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 150 mg per 3 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000269,TRUE
700089,69797,"02245696","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 300 mg per 6 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000269,TRUE
700077,66036,"02242325","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 450 mg per 9 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000269,TRUE
700078,66036,"02242325","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 900 mg per 18 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000269,TRUE
700086,69385,"02245346","ANDROGEL (testosterone 1 % cutaneous gel 2.5 g sachet) BGP PHARMA ULC",8000006,TRUE
700087,69385,"02245346","ANDROGEL (testosterone 1 % cutaneous gel 5 g sachet) BGP PHARMA ULC",8000006,TRUE
700092,80272,"02317206","APRI 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) TEVA CANADA LIMITED",8000179,TRUE
700093,80272,"02317206","APRI 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) TEVA CANADA LIMITED",8000179,TRUE
700090,70586,"02246414","AVELOX I.V. (moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bag) BAYER INC",8000291,TRUE
700091,70586,"02246414","AVELOX I.V. (moxifloxacin (moxifloxacin hydrochloride) 400 mg per 250 mL solution for injection 250 mL bottle) BAYER INC",8000291,TRUE
700166,86244,"02376857","CALDOLOR (ibuprofen 400 mg per 4 mL solution for injection vial) ALVEDA PHARMACEUTICALS INC",8000043,TRUE
700167,86244,"02376857","CALDOLOR (ibuprofen 800 mg per 8 mL solution for injection vial) ALVEDA PHARMACEUTICALS INC",8000043,TRUE
700039,18964,"02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000036,TRUE
700040,18964,"02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000036,TRUE
700041,18964,"02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000036,TRUE
700042,18964,"02139286","CLINDAMYCIN INJECTION (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000036,TRUE
700168,87133,"02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700169,87133,"02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700170,87133,"02385716","CLINDAMYCIN INJECTION SDZ (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700060,49612,"02230540","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 120 mL vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700059,49612,"02230540","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 60 mL vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700056,49605,"02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700057,49605,"02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700058,49605,"02230535","CLINDAMYCIN INJECTION USP (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000036,TRUE
700003,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700004,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700005,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700006,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700051,36481,"02204274","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD",8000114,TRUE
700052,36481,"02204274","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD",8000114,TRUE
700066,61553,"02238162","DIASTAT (diazepam 15 mg per 3 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700063,61553,"02238162","DIASTAT (diazepam 2.5 mg per 0.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700067,61553,"02238162","DIASTAT (diazepam 20 mg per 4 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700064,61553,"02238162","DIASTAT (diazepam 5 mg per 1 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700065,61553,"02238162","DIASTAT (diazepam 7.5 mg per 1.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700133,5936,"00622133","DILAUDID HP (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) PURDUE PHARMA",8000106,TRUE
700135,5936,"00622133","DILAUDID HP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PURDUE PHARMA",8000106,TRUE
700134,5936,"00622133","DILAUDID HP (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) PURDUE PHARMA",8000106,TRUE
700082,68717,"02244728","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000122,TRUE
700160,49026,"02230274","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) TEVA CANADA LIMITED",8000122,TRUE
700083,68717,"02244728","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000122,TRUE
700161,49026,"02230274","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) TEVA CANADA LIMITED",8000122,TRUE
700113,87402,"02388499","ENALAPRILAT INJECTION USP (enalaprilat 1.25 mg per 1 mL solution for injection vial) STERIMAX INC",NA,FALSE
700114,87402,"02388499","ENALAPRILAT INJECTION USP (enalaprilat 2.5 mg per 2 mL solution for injection vial) STERIMAX INC",NA,FALSE
700138,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700141,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700143,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700139,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700140,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700142,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700109,86987,"02384124","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000127,TRUE
700110,86987,"02384124","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000127,TRUE
700071,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000127,TRUE
700111,87103,"02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) TELIGENT OU",8000127,TRUE
700074,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700072,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700075,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700112,87103,"02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) TELIGENT OU",8000127,TRUE
700073,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700115,88165,"02396610","FREYA 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet with lactose oral tablet) MYLAN PHARMACEUTICALS ULC",8000179,TRUE
700116,88165,"02396610","FREYA 28 (desogestrel 150 mcg and ethinyl estradiol 30 mcg oral tablet) MYLAN PHARMACEUTICALS ULC",8000179,TRUE
700007,4431,"00527033","FUROSEMIDE INJ USP (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700008,4431,"00527033","FUROSEMIDE INJ USP (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700100,84533,"02360365","FUROSEMIDE INJECTION (furosemide 20 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD",8000057,TRUE
700101,84533,"02360365","FUROSEMIDE INJECTION (furosemide 40 mg per 4 mL solution for injection vial) OMEGA LABORATORIES LTD",8000057,TRUE
700102,86837,"02382539","FUROSEMIDE INJECTION SDZ (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700103,86837,"02382539","FUROSEMIDE INJECTION SDZ (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700129,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700131,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700130,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700132,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700119,89112,"02406411","HALOPERIDOL INJECTION, USP (haloperidol 5 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000084,TRUE
