ntp_code,ntp_formal_name,ntp_en_description,ntp_fr_description,ntp_status,ntp_status_effective_time,ntp_type
"9001902","cetrimonium bromide 150 mg per 100 g and lidocaine 5 g per 100 g cutaneous gel","NA",,"Deprec","20190801","NA"
"9002420","benzocaine 18 % and tetracaine hydrochloride 2 % cutaneous gel","NA",,"Deprec","20191201","NA"
"9012962","dornase alfa 2.5 mg per 2.5 mL inhalation solution ampoule","NA",,"Deprec","20190701","NA"
"9013672","codeine phosphate 3.3 mg per 5 mL and guaifenesin 100 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL oral solution","NA",,"Deprec","20200201","NA"
"9003416","cefuroxime (cefuroxime axetil) 125 mg per 5 mL powder for oral solution","NA",,"Deprec","20200301","NA"
"9003108","dinoprostone 10 mg per insert vaginal delivery system","NA",,"Deprec","20191101","NA"
"9003477","benzocaine 18 % and tetracaine hydrochloride 2 % cutaneous spray","NA",,"Deprec","20191201","NA"
"9000965","ketorolac tromethamine 30 mg per mL solution for injection","NA",,"Deprec","20180401","NA"
"9005130","ensulizole 3 % cutaneous emulsion","NA",,"Deprec","20181101","NA"
"9000145","diazepam 20 mg per 2 mL solution for injection ampoule","NA",,"Deprec","20180401","NA"
"9000413","dexamethasone 0.5 mg per 5 mL oral liquid","NA",,"Deprec","20190501","NA"
"9000759","valproic acid (sodium valproate) 250 mg per 5 mL syrup","NA",,"Deprec","20190501","NA"
"9000819","ibuprofen 40 mg per mL oral suspension","NA",,"Deprec","20180601","NA"
"9002933","dextromethorphan hydrobromide 7.5 mg per 5 mL syrup","NA",,"Deprec","20190501","NA"
"9004569","dextromethorphan hydrobromide 15 mg per 5 mL and guaifenesin 200 mg per 5 mL and menthol 15 mg per 5 mL oral solution","NA",,"Deprec","20190501","NA"
"9006236","digoxin 1 mg per 2 mL solution for injection ampoule","NA",,"Deprec","20180401","NA"
"9006272","ranitidine (ranitidine hydrochloride) 100 mg per 2 mL solution for injection vial","NA",,"Deprec","20180401","NA"
"9010882","nitroglycerin 500 mg per 10 mL solution for injection vial","NA",,"Deprec","20180401","NA"
"9006562","ethinyl estradiol 35 mcg per 24 hours and norelgestromin 20 mcg per 24 hours transdermal patch","NA",,"Deprec","20181101","NA"
"9009350","estradiol 0.1 % transdermal gel","NA",,"Deprec","20180501","NA"
"9009384","ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 100 mcg oral tablet","NA",,"Deprec","20181101","NA"
"9009620","furosemide 40 mg per 2 mL solution for injection ampoule","NA",,"Deprec","20180401","NA"
"9010880","nitroglycerin 100 mg per 10 mL solution for injection vial","NA",,"Deprec","20180401","NA"
"9012954","denosumab 204 mg per 1.7 mL solution for injection syringe","NA",,"Deprec","20181001","NA"
"9012961","dobutamine (dobutamine hydrochloride) 5000 mg per 20 mL solution for injection vial","NA",,"Deprec","20181001","NA"
"9002165","acetaminophen 650 mg per sachet and phenylephrine hydrochloride 10 mg per sachet oral powder","NA",,"Deprec","20191201","NA"
"9013250","epinephrine 0.15 mg per 0.15 mL solution for injection syringe","NA","épinéphrine 0,15 mg par 0,15 mL solution injectable seringue","Active","20181001","NA"
