drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"102291","85","TABLET","ADDED","02533952"
"87588","157","GRANULES FOR SUSPENSION","REMOVED","02390442"
"102254","32","KIT","ADDED","02533553"
"102262","85","TABLET","ADDED","02533650"
"101363","134","SOLUTION","ADDED","02524619"
"18759","12","DROPS","REMOVED","02148455"
"102221","85","TABLET","ADDED","02533200"
"102290","85","TABLET","ADDED","02533944"
"102264","85","TABLET","ADDED","02533677"
"102248","85","TABLET","ADDED","02533502"
"101708","36","LOTION","ADDED","02527898"
"102311","32","KIT","ADDED","02534169"
"102272","134","SOLUTION","ADDED","02533758"
"102263","85","TABLET","ADDED","02533669"
"102261","85","TABLET","ADDED","02533642"
"102231","5","CAPSULE","ADDED","02533316"
"102285","134","SOLUTION","ADDED","02533901"
"18759","134","SOLUTION","ADDED","02148455"
"87587","126","POWDER FOR SUSPENSION","ADDED","02390450"
"102303","85","TABLET","ADDED","02534061"
"102278","134","SOLUTION","ADDED","02533820"
"18860","134","SOLUTION","ADDED","02148447"
"102304","56","POWDER FOR SOLUTION","ADDED","02534088"
"102245","134","SOLUTION","ADDED","02533464"
"102295","105","WIPE","ADDED","02534002"
"102226","85","TABLET","ADDED","02533251"
"102269","85","TABLET","ADDED","02533723"
"101244","134","SOLUTION","ADDED","02523337"
"100288","134","SOLUTION","ADDED","02513773"
"102213","134","SOLUTION","ADDED","02533111"
"102259","82","SYRUP","ADDED","02533634"
"102275","134","SOLUTION","ADDED","02533790"
"102233","75","TABLET (EXTENDED-RELEASE)","ADDED","02533332"
"102286","134","SOLUTION","ADDED","02533898"
"102305","56","POWDER FOR SOLUTION","ADDED","02534096"
"102274","134","SOLUTION","ADDED","02533774"
"102246","134","SOLUTION","ADDED","02533480"
"102280","134","SOLUTION","ADDED","02533839"
"102277","85","TABLET","ADDED","02533804"
"76514","12","DROPS","REMOVED","02279525"
"102260","82","SYRUP","ADDED","02533626"
"102222","85","TABLET","ADDED","02533219"
"102314","134","SOLUTION","ADDED","02534193"
"102232","5","CAPSULE","ADDED","02533324"
"102244","134","SOLUTION","ADDED","02533456"
"102292","85","TABLET","ADDED","02533960"
"102284","134","SOLUTION","ADDED","02533863"
"102311","56","POWDER FOR SOLUTION","ADDED","02534169"
"102276","134","SOLUTION","ADDED","02533782"
"102270","85","TABLET","ADDED","02533731"
"102268","114","GEL","ADDED","02533715"
"87587","157","GRANULES FOR SUSPENSION","REMOVED","02390450"
"102302","85","TABLET","ADDED","02534053"
"102279","134","SOLUTION","ADDED","02533812"
"102251","85","TABLET","ADDED","02533529"
"102300","126","POWDER FOR SUSPENSION","ADDED","02534037"
"102299","126","POWDER FOR SUSPENSION","ADDED","02534029"
"102283","134","SOLUTION","ADDED","02533855"
"102224","134","SOLUTION","ADDED","02533235"
"102282","134","SOLUTION","ADDED","02533871"
"102298","114","GEL","ADDED","02534010"
"102091","134","SOLUTION","ADDED","02531828"
"102289","85","TABLET","ADDED","02533936"
"102216","85","TABLET","ADDED","02533154"
"102254","85","TABLET","ADDED","02533553"
"102225","85","TABLET","ADDED","02533243"
"87588","126","POWDER FOR SUSPENSION","ADDED","02390442"
"102243","134","SOLUTION","ADDED","02533448"
"101665","98","SPRAY","ADDED","02527596"
"102273","134","SOLUTION","ADDED","02533766"
"18860","12","DROPS","REMOVED","02148447"
"100594","134","SOLUTION","ADDED","02516608"
"102306","85","TABLET","ADDED","02534126"
"102288","85","TABLET","ADDED","02533928"
"76514","134","SOLUTION","ADDED","02279525"
"102250","85","TABLET","ADDED","02533510"
"102301","85","TABLET","ADDED","02534045"
"102265","85","TABLET","ADDED","02533685"
"102281","134","SOLUTION","ADDED","02533847"
"102247","134","SOLUTION","ADDED","02533472"
"102220","79","SUSPENSION","ADDED","02533197"
