ntp_code,ntp_formal_name,ntp_fr_description,changes
"16701919e682f27d1388d005d222f363","apomorphine hydrochloride 20 mg sublingual film","chlorhydrate d'apomorphine 20 mg film sublinguale","ADDED"
"1f0ed06c53713e406f093aebc407b1ef","hydromorphone hydrochloride 10 mg per mL solution for injection","chlorhydrate d'hydromorphone 10 mg par mL solution injectable","ADDED"
"1f81fd71a3ecf0015805c4953521c458","midazolam 100 mg per 100 mL solution for injection bag","midazolam 100 mg par 100 mL solution injectable sac","ADDED"
"3f16e0369159254a5d59004098ec3a74","larotrectinib (larotrectinib sulfate) 100 mg oral capsule","larotrectinib (larotrectinib sulfate) 100 mg capsule orale","ADDED"
"403be93da610d5a073c2b74be30b7957","hydromorphone hydrochloride 2 mg per mL solution for injection","chlorhydrate d'hydromorphone 2 mg par mL solution injectable","ADDED"
"40f0554558998fbbaa928475d457ab88","apomorphine hydrochloride 25 mg sublingual film","chlorhydrate d'apomorphine 25 mg film sublinguale","ADDED"
"4239210ee67a693519ca97a399bd7e24","remdesivir 100 mg per vial powder for solution for injection","remdésivir 100 mg par fiole poudre pour solution injectable","ADDED"
"4a982b27517ccc6f299dbed0f0c008d1","larotrectinib (larotrectinib sulfate) 25 mg oral capsule","larotrectinib (larotrectinib sulfate) 25 mg capsule orale","ADDED"
"8fddfe547ca7cb0a26a140721744a0fc","cedazuridine 100 mg and decitabine 35 mg oral tablet","cédazuridine 100 mg et décitamine 35 mg comprimé oral","ADDED"
"9000457","budesonide 100 mcg per actuation nasal powder","budésonide 100 mcg par actionnement poudre nasale","DELETED"
"9001157","digoxin 0.25 mg oral tablet","digoxine 0,25 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20060622"" -> ""20170804"""
"9001458","testosterone 4.5 % nasal gel","testostérone 4,5 % gel nasal","DELETED"
"9001515","lidocaine hydrochloride 20 mg per mL cutaneous gel","chlorhydrate de lidocaïne 20 mg par mL gel cutané","ADDED"
"9001522","petrolatum 100 % cutaneous ointment","pétrolatum 100 % pommade cutanée","ADDED"
"9001523","potassium chloride 149 mg per mL solution for injection","chlorure de potassium 149 mg par mL solution injectable","ADDED"
"9001709","triclosan 0.5 % cutaneous liquid","triclosan 0,5 % liquide cutané","ADDED"
"9001725","sodium bicarbonate 84 mg per mL solution for injection","bicarbonate de sodium 84 mg par mL solution injectable","ADDED"
"9001819","potassium chloride 20 meq per 10 mL solution for injection","chlorure de potassium 20 meq par 10 mL solution injectable","ADDED"
"9001826","antipyrine 10 mg per mL and sodium salicylate 56 mg per mL oral liquid","antipyrine 10 mg par mL et salicylate de sodium 56 mg par mL liquide oral","ADDED"
"9001860","piperazine 100 mg per mL oral liquid","pipérazine 100 mg par mL liquide oral","ADDED"
"9001867","benzalkonium chloride 0.1 % cutaneous liquid","chlorure de benzalkonium 0,1 % liquide cutané","ADDED"
"9002017","dipyridamole 75 mg oral tablet","dipyridamole 75 mg comprimé oral","DELETED"
"9002030","potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection","phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable","ADDED"
"9002058","triclosan 0.3 % lotion","triclosan 0,3 % lotion","ADDED"
"9002087","sodium bicarbonate 81.3 g per l solution for haemodialysis","bicarbonate de sodium 81,3 g par l solution pour hémodialyse","ADDED"
"9002093","triclosan 0.3 % cutaneous gel","triclosan 0,3 % gel cutané","ADDED"
"9002113","sodium bicarbonate 42 mg per mL solution for injection","bicarbonate de sodium 42 mg par mL solution injectable","ADDED"
"9002156","sodium bicarbonate 650 g per 8 l powder for concentrate for solution for haemodialysis","bicarbonate de sodium 650 g par 8 l poudre pour solution à diluer pour solution pour hémodialyse","ADDED"
"9002180","chloroxylenol 0.6 % cutaneous liquid","chloroxylénol 0,6 % liquide cutané","ADDED"
"9002213","petrolatum 100 % cutaneous cream","pétrolatum 100 % crème cutanée","ADDED"
"9002321","potassium chloride 251.6 g per l solution for haemodialysis","chlorure de potassium 251,6 g par l solution pour hémodialyse","ADDED"
"9002392","triclosan 0.3 % cutaneous liquid","triclosan 0,3 % liquide cutané","ADDED"
"9002883","triclosan 0.1 % lotion","triclosan 0,1 % lotion","ADDED"
"9002902","sodium acetate 328 mg per mL solution for injection","acétate de sodium 328 mg par mL solution injectable","ADDED"
"9002941","cyproheptadine hydrochloride 4 mg oral tablet","chlorhydrate de cyproheptadine 4 mg comprimé oral","ntp_status_effective_time: ""19961016"" -> ""20060605"""
"9003031","magnesium chloride 20.5 g per 4.5 l powder for concentrate for solution for haemodialysis","chlorure de magnésium 20,5 g par 4,5 l poudre pour solution à diluer pour solution pour hémodialyse","ADDED"
"9003037","triclosan 0.32 % cutaneous liquid","triclosan 0,32 % liquide cutané","ADDED"
"9003097","doxorubicin hydrochloride 150 mg per vial powder for solution for injection","chlorhydrate de doxorubicine 150 mg par fiole poudre pour solution injectable","ADDED"
"9003126","doxorubicin hydrochloride 50 mg per vial powder for solution for injection","chlorhydrate de doxorubicine 50 mg par fiole poudre pour solution injectable","ADDED"
"9003231","doxorubicin hydrochloride 10 mg per vial powder for solution for injection","chlorhydrate de doxorubicine 10 mg par fiole poudre pour solution injectable","ADDED"
"9003280","chloroxylenol 0.52 % cutaneous liquid","chloroxylénol 0,52 % liquide cutané","ADDED"
"9003314","benzalkonium chloride 2.5 % cutaneous liquid","chlorure de benzalkonium 2,5 % liquide cutané","ADDED"
"9003378","benzalkonium chloride 0.13 % cutaneous liquid","chlorure de benzalkonium 0,13 % liquide cutané","ADDED"
"9003394","triclosan 0.2 % cutaneous liquid","triclosan 0,2 % liquide cutané","ADDED"
"9003425","triclosan 0.5 % cutaneous spray","triclosan 0,5 % vaporisation cutanée","ADDED"
"9003489","petrolatum 1000 g per kg cutaneous paste","pétrolatum 1000 g par kg pâte cutanée","ADDED"
"9003506","potassium chloride 14.9 mg per mL solution for injection","chlorure de potassium 14,9 mg par mL solution injectable","ADDED"
"9003507","potassium chloride 29.8 mg per mL solution for injection","chlorure de potassium 29,8 mg par mL solution injectable","ADDED"
"9003511","chloroxylenol 0.3 % cutaneous liquid","chloroxylénol 0,3 % liquide cutané","ADDED"
"9003565","chloroxylenol 1 % cutaneous liquid","chloroxylénol 1 % liquide cutané","ADDED"
"9003657","follitropin beta 833 unit per mL solution for injection","follitropine bêta 833 unité par mL solution injectable","ADDED"
"9003810","alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion","alcool anhydre 61 % et gluconate de chlorhexidine 1 % lotion","ADDED"
"9003863","alcohol anhydrous 54.1 % and butanediol 5.7 % and propyl alcohol 10 % and propylene glycol 5.9 % cutaneous solution","alcool anhydre 54,1 % et butanédiol 5,7 % et alcool propylique 10 % et propylène glycol 5,9 % solution pour application cutanée","ADDED"
